,Center,DemandZone,Subsection,TollCost
62,DC2,Zone7,Sub3,0
63,DC2,Zone8,Sub1,3906
64,DC2,Zone8,Sub2,5104
65,DC2,Zone8,Sub3,3295
66,DC2,Zone9,Sub1,0
67,DC2,Zone9,Sub2,3694
68,DC2,Zone9,Sub3,4030
69,DC2,Zone10,Sub1,3925
70,DC2,Zone10,Sub2,6769
71,DC2,Zone10,Sub3,9579
72,DC2,Zone11,Sub1,2557
73,DC2,Zone11,Sub2,5859
74,DC2,Zone11,Sub3,5401
75,DC2,Zone12,Sub1,0
76,DC2,Zone12,Sub2,3760
77,DC2,Zone12,Sub3,0
78,DC2,Zone13,Sub1,5028
79,DC2,Zone13,Sub2,8247
80,DC2,Zone13,Sub3,9459
81,DC2,Zone14,Sub1,4143
82,DC2,Zone14,Sub2,3498
83,DC2,Zone14,Sub3,7805
84,DC3,Zone1,Sub1,1118
85,DC3,Zone1,Sub2,0
86,DC3,Zone1,Sub3,1913
87,DC3,Zone2,Sub1,6064
88,DC3,Zone2,Sub2,6697
89,DC3,Zone2,Sub3,3075
90,DC3,Zone3,Sub1,3332
91,DC3,Zone3,Sub2,2551
92,DC3,Zone3,Sub3,1850
93,DC3,Zone4,Sub1,1637
94,DC3,Zone4,Sub2,0
95,DC3,Zone4,Sub3,1739
96,DC3,Zone5,Sub1,4165
97,DC3,Zone5,Sub2,0
98,DC3,Zone5,Sub3,3441
99,DC3,Zone6,Sub1,7101
100,DC3,Zone6,Sub2,0
101,DC3,Zone6,Sub3,4516
102,DC3,Zone7,Sub1,3836
103,DC3,Zone7,Sub2,4846
104,DC3,Zone7,Sub3,0
105,DC3,Zone8,Sub1,7485
106,DC3,Zone8,Sub2,0
107,DC3,Zone8,Sub3,8894
108,DC3,Zone9,Sub1,4479
109,DC3,Zone9,Sub2,0
110,DC3,Zone9,Sub3,3944
111,DC3,Zone10,Sub1,2754
112,DC3,Zone10,Sub2,0
113,DC3,Zone10,Sub3,1545
114,DC3,Zone11,Sub1,3162
115,DC3,Zone11,Sub2,2336
116,DC3,Zone11,Sub3,0
117,DC3,Zone12,Sub1,0
118,DC3,Zone12,Sub2,5288
119,DC3,Zone12,Sub3,3517
120,DC3,Zone13,Sub1,1318
121,DC3,Zone13,Sub2,0
122,DC3,Zone13,Sub3,812
123,DC3,Zone14,Sub1,5560
124,DC3,Zone14,Sub2,8909
125,DC3,Zone14,Sub3,7215
126,DC4,Zone1,Sub1,6309
127,DC4,Zone1,Sub2,4670
128,DC4,Zone1,Sub3,2461
129,DC4,Zone2,Sub1,2233
130,DC4,Zone2,Sub2,6706
131,DC4,Zone2,Sub3,0
132,DC4,Zone3,Sub1,1575
133,DC4,Zone3,Sub2,1141
134,DC4,Zone3,Sub3,2097
135,DC4,Zone4,Sub1,2345
136,DC4,Zone4,Sub2,2245
137,DC4,Zone4,Sub3,2873
138,DC4,Zone5,Sub1,876
139,DC4,Zone5,Sub2,665
140,DC4,Zone5,Sub3,541
141,DC4,Zone6,Sub1,2780
142,DC4,Zone6,Sub2,1611
143,DC4,Zone6,Sub3,3198
144,DC4,Zone7,Sub1,1618
145,DC4,Zone7,Sub2,0
146,DC4,Zone7,Sub3,0
147,DC4,Zone8,Sub1,3816
148,DC4,Zone8,Sub2,7283
149,DC4,Zone8,Sub3,3632
150,DC4,Zone9,Sub1,4716
151,DC4,Zone9,Sub2,4159
152,DC4,Zone9,Sub3,2077
153,DC4,Zone10,Sub1,1768
154,DC4,Zone10,Sub2,2343
155,DC4,Zone10,Sub3,2579
156,DC4,Zone11,Sub1,0
157,DC4,Zone11,Sub2,4403
158,DC4,Zone11,Sub3,3537
159,DC4,Zone12,Sub1,4074
160,DC4,Zone12,Sub2,1559
161,DC4,Zone12,Sub3,3309
162,DC4,Zone13,Sub1,4337
163,DC4,Zone13,Sub2,3600
164,DC4,Zone13,Sub3,0
165,DC4,Zone14,Sub1,10602
166,DC4,Zone14,Sub2,3815
167,DC4,Zone14,Sub3,9951
168,DC5,Zone1,Sub1,7377
169,DC5,Zone1,Sub2,5028
170,DC5,Zone1,Sub3,7376
171,DC5,Zone2,Sub1,0
172,DC5,Zone2,Sub2,0
173,DC5,Zone2,Sub3,1653
174,DC5,Zone3,Sub1,6915
175,DC5,Zone3,Sub2,4908
176,DC5,Zone3,Sub3,4951
177,DC5,Zone4,Sub1,1331
178,DC5,Zone4,Sub2,1284
179,DC5,Zone4,Sub3,2331
180,DC5,Zone5,Sub1,4288
181,DC5,Zone5,Sub2,8544
182,DC5,Zone5,Sub3,4028
183,DC5,Zone6,Sub1,5574
184,DC5,Zone6,Sub2,0
185,DC5,Zone6,Sub3,3426
186,DC5,Zone7,Sub1,11445
187,DC5,Zone7,Sub2,10888
188,DC5,Zone7,Sub3,11184
189,DC5,Zone8,Sub1,5904
190,DC5,Zone8,Sub2,6193
191,DC5,Zone8,Sub3,4878
192,DC5,Zone9,Sub1,7961
193,DC5,Zone9,Sub2,5264
194,DC5,Zone9,Sub3,5878
195,DC5,Zone10,Sub1,9604
196,DC5,Zone10,Sub2,7689
197,DC5,Zone10,Sub3,4324
198,DC5,Zone11,Sub1,1366
199,DC5,Zone11,Sub2,682
200,DC5,Zone11,Sub3,0
201,DC5,Zone12,Sub1,992
202,DC5,Zone12,Sub2,0
203,DC5,Zone12,Sub3,725
204,DC5,Zone13,Sub1,6330
205,DC5,Zone13,Sub2,2623
206,DC5,Zone13,Sub3,3591
207,DC5,Zone14,Sub1,1746
208,DC5,Zone14,Sub2,0
209,DC5,Zone14,Sub3,1381
210,DC6,Zone1,Sub1,0
211,DC6,Zone1,Sub2,3748
212,DC6,Zone1,Sub3,4137
213,DC6,Zone2,Sub1,1941
214,DC6,Zone2,Sub2,3996
215,DC6,Zone2,Sub3,3271
216,DC6,Zone3,Sub1,1215
217,DC6,Zone3,Sub2,0
218,DC6,Zone3,Sub3,2350
219,DC6,Zone4,Sub1,535
220,DC6,Zone4,Sub2,0
221,DC6,Zone4,Sub3,814
222,DC6,Zone5,Sub1,0
223,DC6,Zone5,Sub2,1555
224,DC6,Zone5,Sub3,1444
225,DC6,Zone6,Sub1,7768
226,DC6,Zone6,Sub2,6435
227,DC6,Zone6,Sub3,3926
228,DC6,Zone7,Sub1,2804
229,DC6,Zone7,Sub2,2051
230,DC6,Zone7,Sub3,0
231,DC6,Zone8,Sub1,2883
232,DC6,Zone8,Sub2,913
233,DC6,Zone8,Sub3,2746
234,DC6,Zone9,Sub1,3007
235,DC6,Zone9,Sub2,4908
236,DC6,Zone9,Sub3,4283
237,DC6,Zone10,Sub1,1525
238,DC6,Zone10,Sub2,1536
239,DC6,Zone10,Sub3,3012
240,DC6,Zone11,Sub1,3927
241,DC6,Zone11,Sub2,2208
242,DC6,Zone11,Sub3,0
243,DC6,Zone12,Sub1,4582
244,DC6,Zone12,Sub2,10921
245,DC6,Zone12,Sub3,9603
246,DC6,Zone13,Sub1,914
247,DC6,Zone13,Sub2,672
248,DC6,Zone13,Sub3,867
249,DC6,Zone14,Sub1,3511
250,DC6,Zone14,Sub2,0
251,DC6,Zone14,Sub3,2343
