,Center,DemandZone,Subsection,TollCost
75,DC2,Zone12,Sub1,5370
76,DC2,Zone12,Sub2,0
77,DC2,Zone12,Sub3,4515
78,DC2,Zone13,Sub1,4256
79,DC2,Zone13,Sub2,5786
80,DC2,Zone13,Sub3,0
81,DC2,Zone14,Sub1,2444
82,DC2,Zone14,Sub2,6561
83,DC2,Zone14,Sub3,3811
84,DC3,Zone1,Sub1,4246
85,DC3,Zone1,Sub2,4121
86,DC3,Zone1,Sub3,3547
87,DC3,Zone2,Sub1,4113
88,DC3,Zone2,Sub2,3210
89,DC3,Zone2,Sub3,0
90,DC3,Zone3,Sub1,0
91,DC3,Zone3,Sub2,5793
92,DC3,Zone3,Sub3,8221
93,DC3,Zone4,Sub1,9271
94,DC3,Zone4,Sub2,0
95,DC3,Zone4,Sub3,8420
96,DC3,Zone5,Sub1,5759
97,DC3,Zone5,Sub2,5541
98,DC3,Zone5,Sub3,0
99,DC3,Zone6,Sub1,0
100,DC3,Zone6,Sub2,4224
101,DC3,Zone6,Sub3,3662
102,DC3,Zone7,Sub1,3760
103,DC3,Zone7,Sub2,5469
104,DC3,Zone7,Sub3,6854
105,DC3,Zone8,Sub1,1693
106,DC3,Zone8,Sub2,2101
107,DC3,Zone8,Sub3,0
108,DC3,Zone9,Sub1,1549
109,DC3,Zone9,Sub2,4450
110,DC3,Zone9,Sub3,5960
111,DC3,Zone10,Sub1,1690
112,DC3,Zone10,Sub2,664
113,DC3,Zone10,Sub3,883
114,DC3,Zone11,Sub1,5754
115,DC3,Zone11,Sub2,2944
116,DC3,Zone11,Sub3,0
117,DC3,Zone12,Sub1,4573
118,DC3,Zone12,Sub2,4034
119,DC3,Zone12,Sub3,0
120,DC3,Zone13,Sub1,3989
121,DC3,Zone13,Sub2,10413
122,DC3,Zone13,Sub3,11110
123,DC3,Zone14,Sub1,6421
124,DC3,Zone14,Sub2,5623
125,DC3,Zone14,Sub3,0
126,DC4,Zone1,Sub1,5075
127,DC4,Zone1,Sub2,2709
128,DC4,Zone1,Sub3,3744
129,DC4,Zone2,Sub1,2303
130,DC4,Zone2,Sub2,5659
131,DC4,Zone2,Sub3,4852
132,DC4,Zone3,Sub1,0
133,DC4,Zone3,Sub2,5626
134,DC4,Zone3,Sub3,6157
135,DC4,Zone4,Sub1,0
136,DC4,Zone4,Sub2,1607
137,DC4,Zone4,Sub3,1548
138,DC4,Zone5,Sub1,4771
139,DC4,Zone5,Sub2,8701
140,DC4,Zone5,Sub3,3959
141,DC4,Zone6,Sub1,1105
142,DC4,Zone6,Sub2,776
143,DC4,Zone6,Sub3,769
144,DC4,Zone7,Sub1,714
145,DC4,Zone7,Sub2,997
146,DC4,Zone7,Sub3,1350
147,DC4,Zone8,Sub1,7999
148,DC4,Zone8,Sub2,5459
149,DC4,Zone8,Sub3,5268
150,DC4,Zone9,Sub1,11523
151,DC4,Zone9,Sub2,10519
152,DC4,Zone9,Sub3,3712
153,DC4,Zone10,Sub1,1174
154,DC4,Zone10,Sub2,960
155,DC4,Zone10,Sub3,1046
156,DC4,Zone11,Sub1,5029
157,DC4,Zone11,Sub2,5493
158,DC4,Zone11,Sub3,2452
159,DC4,Zone12,Sub1,0
160,DC4,Zone12,Sub2,7618
161,DC4,Zone12,Sub3,7833
162,DC4,Zone13,Sub1,3283
163,DC4,Zone13,Sub2,2647
164,DC4,Zone13,Sub3,3496
165,DC4,Zone14,Sub1,0
166,DC4,Zone14,Sub2,3921
167,DC4,Zone14,Sub3,3173
168,DC5,Zone1,Sub1,7268
169,DC5,Zone1,Sub2,5579
170,DC5,Zone1,Sub3,4803
171,DC5,Zone2,Sub1,9028
172,DC5,Zone2,Sub2,3425
173,DC5,Zone2,Sub3,3522
174,DC5,Zone3,Sub1,2000
175,DC5,Zone3,Sub2,4315
176,DC5,Zone3,Sub3,0
177,DC5,Zone4,Sub1,11375
178,DC5,Zone4,Sub2,10296
179,DC5,Zone4,Sub3,5495
180,DC5,Zone5,Sub1,1832
181,DC5,Zone5,Sub2,1550
182,DC5,Zone5,Sub3,2210
183,DC5,Zone6,Sub1,2115
184,DC5,Zone6,Sub2,3352
185,DC5,Zone6,Sub3,2569
186,DC5,Zone7,Sub1,0
187,DC5,Zone7,Sub2,1606
188,DC5,Zone7,Sub3,2936
189,DC5,Zone8,Sub1,4205
190,DC5,Zone8,Sub2,5742
191,DC5,Zone8,Sub3,5687
192,DC5,Zone9,Sub1,1706
193,DC5,Zone9,Sub2,0
194,DC5,Zone9,Sub3,1260
195,DC5,Zone10,Sub1,0
196,DC5,Zone10,Sub2,2141
197,DC5,Zone10,Sub3,3584
198,DC5,Zone11,Sub1,5941
199,DC5,Zone11,Sub2,7120
200,DC5,Zone11,Sub3,3406
201,DC5,Zone12,Sub1,0
202,DC5,Zone12,Sub2,5989
203,DC5,Zone12,Sub3,4131
204,DC5,Zone13,Sub1,0
205,DC5,Zone13,Sub2,900
206,DC5,Zone13,Sub3,1299
207,DC5,Zone14,Sub1,2198
208,DC5,Zone14,Sub2,2741
209,DC5,Zone14,Sub3,0
210,DC6,Zone1,Sub1,5013
211,DC6,Zone1,Sub2,2609
212,DC6,Zone1,Sub3,4020
213,DC6,Zone2,Sub1,0
214,DC6,Zone2,Sub2,2520
215,DC6,Zone2,Sub3,4530
216,DC6,Zone3,Sub1,1686
217,DC6,Zone3,Sub2,1348
218,DC6,Zone3,Sub3,0
219,DC6,Zone4,Sub1,2277
220,DC6,Zone4,Sub2,1566
221,DC6,Zone4,Sub3,0
222,DC6,Zone5,Sub1,0
223,DC6,Zone5,Sub2,9009
224,DC6,Zone5,Sub3,7279
225,DC6,Zone6,Sub1,4473
226,DC6,Zone6,Sub2,0
227,DC6,Zone6,Sub3,0
228,DC6,Zone7,Sub1,9542
229,DC6,Zone7,Sub2,0
230,DC6,Zone7,Sub3,5211
231,DC6,Zone8,Sub1,9516
232,DC6,Zone8,Sub2,4168
233,DC6,Zone8,Sub3,4237
234,DC6,Zone9,Sub1,3544
235,DC6,Zone9,Sub2,3272
236,DC6,Zone9,Sub3,2313
237,DC6,Zone10,Sub1,1332
238,DC6,Zone10,Sub2,1979
239,DC6,Zone10,Sub3,2180
240,DC6,Zone11,Sub1,4809
241,DC6,Zone11,Sub2,4745
242,DC6,Zone11,Sub3,0
243,DC6,Zone12,Sub1,4294
244,DC6,Zone12,Sub2,3477
245,DC6,Zone12,Sub3,4590
246,DC6,Zone13,Sub1,4215
247,DC6,Zone13,Sub2,2677
248,DC6,Zone13,Sub3,5118
249,DC6,Zone14,Sub1,0
250,DC6,Zone14,Sub2,0
251,DC6,Zone14,Sub3,0
