,Center,DemandZone,Subsection,CompositeRisk
154,DC4,Zone10,Sub2,0.164348
155,DC4,Zone10,Sub3,0.553509
156,DC4,Zone11,Sub1,0.156586
157,DC4,Zone11,Sub2,0.247328
158,DC4,Zone11,Sub3,0.102713
159,DC4,Zone12,Sub1,0.101117
160,DC4,Zone12,Sub2,0.118245
161,DC4,Zone12,Sub3,0.44186
162,DC4,Zone13,Sub1,0.635581
163,DC4,Zone13,Sub2,0.869545
164,DC4,Zone13,Sub3,0.489181
165,DC4,Zone14,Sub1,0.132951
166,DC4,Zone14,Sub2,0.549451
167,DC4,Zone14,Sub3,0.794158
168,DC5,Zone1,Sub1,0.164671
169,DC5,Zone1,Sub2,0.297269
170,DC5,Zone1,Sub3,0.411666
171,DC5,Zone2,Sub1,0.676791
172,DC5,Zone2,Sub2,0.10837
173,DC5,Zone2,Sub3,0.58517
174,DC5,Zone3,Sub1,0.670053
175,DC5,Zone3,Sub2,0.228762
176,DC5,Zone3,Sub3,0.553178
177,DC5,Zone4,Sub1,0.698673
178,DC5,Zone4,Sub2,0.12331
179,DC5,Zone4,Sub3,0.241721
180,DC5,Zone5,Sub1,0.563309
181,DC5,Zone5,Sub2,0.124509
182,DC5,Zone5,Sub3,0.720206
183,DC5,Zone6,Sub1,0.438325
184,DC5,Zone6,Sub2,0.734214
185,DC5,Zone6,Sub3,0.776064
186,DC5,Zone7,Sub1,0.771408
187,DC5,Zone7,Sub2,0.152394
188,DC5,Zone7,Sub3,0.598171
189,DC5,Zone8,Sub1,0.523346
190,DC5,Zone8,Sub2,0.732065
191,DC5,Zone8,Sub3,0.824681
192,DC5,Zone9,Sub1,0.605487
193,DC5,Zone9,Sub2,0.289275
194,DC5,Zone9,Sub3,0.727613
195,DC5,Zone10,Sub1,0.369209
196,DC5,Zone10,Sub2,0.405443
197,DC5,Zone10,Sub3,0.76613
198,DC5,Zone11,Sub1,0.500821
199,DC5,Zone11,Sub2,0.678676
200,DC5,Zone11,Sub3,0.691517
201,DC5,Zone12,Sub1,0.448393
202,DC5,Zone12,Sub2,0.52779
203,DC5,Zone12,Sub3,0.541976
204,DC5,Zone13,Sub1,0.309178
205,DC5,Zone13,Sub2,0.758528
206,DC5,Zone13,Sub3,0.490756
207,DC5,Zone14,Sub1,0.480742
208,DC5,Zone14,Sub2,0.674846
209,DC5,Zone14,Sub3,0.211177
210,DC6,Zone1,Sub1,0.206738
211,DC6,Zone1,Sub2,0.517862
212,DC6,Zone1,Sub3,0.719199
213,DC6,Zone2,Sub1,0.858815
214,DC6,Zone2,Sub2,0.8762
215,DC6,Zone2,Sub3,0.707325
216,DC6,Zone3,Sub1,0.450234
217,DC6,Zone3,Sub2,0.646454
218,DC6,Zone3,Sub3,0.178995
219,DC6,Zone4,Sub1,0.329554
220,DC6,Zone4,Sub2,0.129871
221,DC6,Zone4,Sub3,0.575384
222,DC6,Zone5,Sub1,0.292404
223,DC6,Zone5,Sub2,0.38678
224,DC6,Zone5,Sub3,0.280888
225,DC6,Zone6,Sub1,0.743732
226,DC6,Zone6,Sub2,0.578532
227,DC6,Zone6,Sub3,0.111343
228,DC6,Zone7,Sub1,0.776136
229,DC6,Zone7,Sub2,0.365594
230,DC6,Zone7,Sub3,0.518773
231,DC6,Zone8,Sub1,0.240778
232,DC6,Zone8,Sub2,0.15812
233,DC6,Zone8,Sub3,0.16764
234,DC6,Zone9,Sub1,0.352606
235,DC6,Zone9,Sub2,0.399899
236,DC6,Zone9,Sub3,0.121522
237,DC6,Zone10,Sub1,0.101341
238,DC6,Zone10,Sub2,0.247669
239,DC6,Zone10,Sub3,0.595823
240,DC6,Zone11,Sub1,0.716548
241,DC6,Zone11,Sub2,0.405935
242,DC6,Zone11,Sub3,0.759997
243,DC6,Zone12,Sub1,0.370281
244,DC6,Zone12,Sub2,0.775945
245,DC6,Zone12,Sub3,0.10691
246,DC6,Zone13,Sub1,0.514158
247,DC6,Zone13,Sub2,0.733965
248,DC6,Zone13,Sub3,0.292057
249,DC6,Zone14,Sub1,0.368949
250,DC6,Zone14,Sub2,0.650111
251,DC6,Zone14,Sub3,0.519577
