,Center,DemandZone,Subsection,TollCost
98,DC3,Zone5,Sub3,2752
99,DC3,Zone6,Sub1,4858
100,DC3,Zone6,Sub2,5495
101,DC3,Zone6,Sub3,4447
102,DC3,Zone7,Sub1,4659
103,DC3,Zone7,Sub2,2703
104,DC3,Zone7,Sub3,5147
105,DC3,Zone8,Sub1,0
106,DC3,Zone8,Sub2,7801
107,DC3,Zone8,Sub3,5597
108,DC3,Zone9,Sub1,6896
109,DC3,Zone9,Sub2,6742
110,DC3,Zone9,Sub3,6038
111,DC3,Zone10,Sub1,3871
112,DC3,Zone10,Sub2,0
113,DC3,Zone10,Sub3,7566
114,DC3,Zone11,Sub1,3931
115,DC3,Zone11,Sub2,0
116,DC3,Zone11,Sub3,3081
117,DC3,Zone12,Sub1,3231
118,DC3,Zone12,Sub2,10211
119,DC3,Zone12,Sub3,7806
120,DC3,Zone13,Sub1,5387
121,DC3,Zone13,Sub2,4065
122,DC3,Zone13,Sub3,8246
123,DC3,Zone14,Sub1,782
124,DC3,Zone14,Sub2,691
125,DC3,Zone14,Sub3,749
126,DC4,Zone1,Sub1,0
127,DC4,Zone1,Sub2,2283
128,DC4,Zone1,Sub3,2672
129,DC4,Zone2,Sub1,2325
130,DC4,Zone2,Sub2,2426
131,DC4,Zone2,Sub3,890
132,DC4,Zone3,Sub1,8729
133,DC4,Zone3,Sub2,6072
134,DC4,Zone3,Sub3,4831
135,DC4,Zone4,Sub1,0
136,DC4,Zone4,Sub2,3878
137,DC4,Zone4,Sub3,0
138,DC4,Zone5,Sub1,0
139,DC4,Zone5,Sub2,0
140,DC4,Zone5,Sub3,2732
141,DC4,Zone6,Sub1,3556
142,DC4,Zone6,Sub2,6835
143,DC4,Zone6,Sub3,4870
144,DC4,Zone7,Sub1,0
145,DC4,Zone7,Sub2,0
146,DC4,Zone7,Sub3,1924
147,DC4,Zone8,Sub1,7539
148,DC4,Zone8,Sub2,8601
149,DC4,Zone8,Sub3,7636
150,DC4,Zone9,Sub1,0
151,DC4,Zone9,Sub2,0
152,DC4,Zone9,Sub3,7869
153,DC4,Zone10,Sub1,4464
154,DC4,Zone10,Sub2,4529
155,DC4,Zone10,Sub3,0
156,DC4,Zone11,Sub1,4551
157,DC4,Zone11,Sub2,6619
158,DC4,Zone11,Sub3,2898
159,DC4,Zone12,Sub1,1073
160,DC4,Zone12,Sub2,0
161,DC4,Zone12,Sub3,0
162,DC4,Zone13,Sub1,602
163,DC4,Zone13,Sub2,1775
164,DC4,Zone13,Sub3,2318
165,DC4,Zone14,Sub1,0
166,DC4,Zone14,Sub2,2675
167,DC4,Zone14,Sub3,2360
168,DC5,Zone1,Sub1,1622
169,DC5,Zone1,Sub2,0
170,DC5,Zone1,Sub3,2103
171,DC5,Zone2,Sub1,1305
172,DC5,Zone2,Sub2,1264
173,DC5,Zone2,Sub3,1276
174,DC5,Zone3,Sub1,1526
175,DC5,Zone3,Sub2,1069
176,DC5,Zone3,Sub3,641
177,DC5,Zone4,Sub1,4198
178,DC5,Zone4,Sub2,0
179,DC5,Zone4,Sub3,5183
180,DC5,Zone5,Sub1,3609
181,DC5,Zone5,Sub2,10248
182,DC5,Zone5,Sub3,7187
183,DC5,Zone6,Sub1,5930
184,DC5,Zone6,Sub2,5617
185,DC5,Zone6,Sub3,3475
186,DC5,Zone7,Sub1,0
187,DC5,Zone7,Sub2,0
188,DC5,Zone7,Sub3,5767
189,DC5,Zone8,Sub1,0
190,DC5,Zone8,Sub2,1352
191,DC5,Zone8,Sub3,1260
192,DC5,Zone9,Sub1,2205
193,DC5,Zone9,Sub2,0
194,DC5,Zone9,Sub3,6041
195,DC5,Zone10,Sub1,7792
196,DC5,Zone10,Sub2,11339
197,DC5,Zone10,Sub3,4275
198,DC5,Zone11,Sub1,0
199,DC5,Zone11,Sub2,5678
200,DC5,Zone11,Sub3,3970
201,DC5,Zone12,Sub1,8144
202,DC5,Zone12,Sub2,10143
203,DC5,Zone12,Sub3,9355
204,DC5,Zone13,Sub1,5546
205,DC5,Zone13,Sub2,0
206,DC5,Zone13,Sub3,3233
207,DC5,Zone14,Sub1,4976
208,DC5,Zone14,Sub2,6662
209,DC5,Zone14,Sub3,7776
210,DC6,Zone1,Sub1,1555
211,DC6,Zone1,Sub2,2522
212,DC6,Zone1,Sub3,0
213,DC6,Zone2,Sub1,6606
214,DC6,Zone2,Sub2,0
215,DC6,Zone2,Sub3,7210
216,DC6,Zone3,Sub1,3878
217,DC6,Zone3,Sub2,5308
218,DC6,Zone3,Sub3,0
219,DC6,Zone4,Sub1,0
220,DC6,Zone4,Sub2,4543
221,DC6,Zone4,Sub3,7882
222,DC6,Zone5,Sub1,6931
223,DC6,Zone5,Sub2,3385
224,DC6,Zone5,Sub3,4718
225,DC6,Zone6,Sub1,0
226,DC6,Zone6,Sub2,3419
227,DC6,Zone6,Sub3,0
228,DC6,Zone7,Sub1,8168
229,DC6,Zone7,Sub2,2940
230,DC6,Zone7,Sub3,7213
231,DC6,Zone8,Sub1,6676
232,DC6,Zone8,Sub2,4787
233,DC6,Zone8,Sub3,0
234,DC6,Zone9,Sub1,13419
235,DC6,Zone9,Sub2,8980
236,DC6,Zone9,Sub3,0
237,DC6,Zone10,Sub1,0
238,DC6,Zone10,Sub2,1741
239,DC6,Zone10,Sub3,0
240,DC6,Zone11,Sub1,706
241,DC6,Zone11,Sub2,953
242,DC6,Zone11,Sub3,403
243,DC6,Zone12,Sub1,3162
244,DC6,Zone12,Sub2,5344
245,DC6,Zone12,Sub3,4248
246,DC6,Zone13,Sub1,2996
247,DC6,Zone13,Sub2,2168
248,DC6,Zone13,Sub3,4127
249,DC6,Zone14,Sub1,3496
250,DC6,Zone14,Sub2,2624
251,DC6,Zone14,Sub3,0
