,Center,DemandZone,Subsection,CompositeRisk
119,DC3,Zone12,Sub3,0.648521
120,DC3,Zone13,Sub1,0.658181
121,DC3,Zone13,Sub2,0.544606
122,DC3,Zone13,Sub3,0.553049
123,DC3,Zone14,Sub1,0.280966
124,DC3,Zone14,Sub2,0.68099
125,DC3,Zone14,Sub3,0.615177
126,DC4,Zone1,Sub1,0.493976
127,DC4,Zone1,Sub2,0.730269
128,DC4,Zone1,Sub3,0.516
129,DC4,Zone2,Sub1,0.547884
130,DC4,Zone2,Sub2,0.809627
131,DC4,Zone2,Sub3,0.483173
132,DC4,Zone3,Sub1,0.818486
133,DC4,Zone3,Sub2,0.724015
134,DC4,Zone3,Sub3,0.117775
135,DC4,Zone4,Sub1,0.797569
136,DC4,Zone4,Sub2,0.214199
137,DC4,Zone4,Sub3,0.26166
138,DC4,Zone5,Sub1,0.248027
139,DC4,Zone5,Sub2,0.405742
140,DC4,Zone5,Sub3,0.343379
141,DC4,Zone6,Sub1,0.490487
142,DC4,Zone6,Sub2,0.716759
143,DC4,Zone6,Sub3,0.408372
144,DC4,Zone7,Sub1,0.106561
145,DC4,Zone7,Sub2,0.755822
146,DC4,Zone7,Sub3,0.726773
147,DC4,Zone8,Sub1,0.653261
148,DC4,Zone8,Sub2,0.452869
149,DC4,Zone8,Sub3,0.12367
150,DC4,Zone9,Sub1,0.892922
151,DC4,Zone9,Sub2,0.258898
152,DC4,Zone9,Sub3,0.694567
153,DC4,Zone10,Sub1,0.771363
154,DC4,Zone10,Sub2,0.664605
155,DC4,Zone10,Sub3,0.416166
156,DC4,Zone11,Sub1,0.539747
157,DC4,Zone11,Sub2,0.427652
158,DC4,Zone11,Sub3,0.556991
159,DC4,Zone12,Sub1,0.12936
160,DC4,Zone12,Sub2,0.820283
161,DC4,Zone12,Sub3,0.274289
162,DC4,Zone13,Sub1,0.359302
163,DC4,Zone13,Sub2,0.261591
164,DC4,Zone13,Sub3,0.758439
165,DC4,Zone14,Sub1,0.43311
166,DC4,Zone14,Sub2,0.406685
167,DC4,Zone14,Sub3,0.621281
168,DC5,Zone1,Sub1,0.74821
169,DC5,Zone1,Sub2,0.764471
170,DC5,Zone1,Sub3,0.216225
171,DC5,Zone2,Sub1,0.684671
172,DC5,Zone2,Sub2,0.701224
173,DC5,Zone2,Sub3,0.331089
174,DC5,Zone3,Sub1,0.870458
175,DC5,Zone3,Sub2,0.635047
176,DC5,Zone3,Sub3,0.575324
177,DC5,Zone4,Sub1,0.275628
178,DC5,Zone4,Sub2,0.608923
179,DC5,Zone4,Sub3,0.572858
180,DC5,Zone5,Sub1,0.563681
181,DC5,Zone5,Sub2,0.113719
182,DC5,Zone5,Sub3,0.610164
183,DC5,Zone6,Sub1,0.146756
184,DC5,Zone6,Sub2,0.576827
185,DC5,Zone6,Sub3,0.328659
186,DC5,Zone7,Sub1,0.399526
187,DC5,Zone7,Sub2,0.693709
188,DC5,Zone7,Sub3,0.810722
189,DC5,Zone8,Sub1,0.479973
190,DC5,Zone8,Sub2,0.644009
191,DC5,Zone8,Sub3,0.630671
192,DC5,Zone9,Sub1,0.818287
193,DC5,Zone9,Sub2,0.878037
194,DC5,Zone9,Sub3,0.433452
195,DC5,Zone10,Sub1,0.20583
196,DC5,Zone10,Sub2,0.381425
197,DC5,Zone10,Sub3,0.151265
198,DC5,Zone11,Sub1,0.811655
199,DC5,Zone11,Sub2,0.570292
200,DC5,Zone11,Sub3,0.696577
201,DC5,Zone12,Sub1,0.378555
202,DC5,Zone12,Sub2,0.339814
203,DC5,Zone12,Sub3,0.41919
204,DC5,Zone13,Sub1,0.384441
205,DC5,Zone13,Sub2,0.271995
206,DC5,Zone13,Sub3,0.754192
207,DC5,Zone14,Sub1,0.828971
208,DC5,Zone14,Sub2,0.33409
209,DC5,Zone14,Sub3,0.318997
210,DC6,Zone1,Sub1,0.100707
211,DC6,Zone1,Sub2,0.549636
212,DC6,Zone1,Sub3,0.724132
213,DC6,Zone2,Sub1,0.525564
214,DC6,Zone2,Sub2,0.424531
215,DC6,Zone2,Sub3,0.57009
216,DC6,Zone3,Sub1,0.447603
217,DC6,Zone3,Sub2,0.192691
218,DC6,Zone3,Sub3,0.631979
219,DC6,Zone4,Sub1,0.729871
220,DC6,Zone4,Sub2,0.102875
221,DC6,Zone4,Sub3,0.109475
222,DC6,Zone5,Sub1,0.48152
223,DC6,Zone5,Sub2,0.522632
224,DC6,Zone5,Sub3,0.805718
225,DC6,Zone6,Sub1,0.737316
226,DC6,Zone6,Sub2,0.241071
227,DC6,Zone6,Sub3,0.100782
228,DC6,Zone7,Sub1,0.827494
229,DC6,Zone7,Sub2,0.546977
230,DC6,Zone7,Sub3,0.882933
231,DC6,Zone8,Sub1,0.769818
232,DC6,Zone8,Sub2,0.588352
233,DC6,Zone8,Sub3,0.897427
234,DC6,Zone9,Sub1,0.770813
235,DC6,Zone9,Sub2,0.623727
236,DC6,Zone9,Sub3,0.544458
237,DC6,Zone10,Sub1,0.701199
238,DC6,Zone10,Sub2,0.151887
239,DC6,Zone10,Sub3,0.788703
240,DC6,Zone11,Sub1,0.706953
241,DC6,Zone11,Sub2,0.432461
242,DC6,Zone11,Sub3,0.129031
243,DC6,Zone12,Sub1,0.78047
244,DC6,Zone12,Sub2,0.536567
245,DC6,Zone12,Sub3,0.632827
246,DC6,Zone13,Sub1,0.446161
247,DC6,Zone13,Sub2,0.569555
248,DC6,Zone13,Sub3,0.133398
249,DC6,Zone14,Sub1,0.455766
250,DC6,Zone14,Sub2,0.357526
251,DC6,Zone14,Sub3,0.473605
