,Center,DemandZone,Subsection,CompositeRisk
97,DC3,Zone5,Sub2,0.27999
98,DC3,Zone5,Sub3,0.393085
99,DC3,Zone6,Sub1,0.286517
100,DC3,Zone6,Sub2,0.645233
101,DC3,Zone6,Sub3,0.141828
102,DC3,Zone7,Sub1,0.195906
103,DC3,Zone7,Sub2,0.150677
104,DC3,Zone7,Sub3,0.322614
105,DC3,Zone8,Sub1,0.450386
106,DC3,Zone8,Sub2,0.170443
107,DC3,Zone8,Sub3,0.697974
108,DC3,Zone9,Sub1,0.148899
109,DC3,Zone9,Sub2,0.282602
110,DC3,Zone9,Sub3,0.140249
111,DC3,Zone10,Sub1,0.222087
112,DC3,Zone10,Sub2,0.415547
113,DC3,Zone10,Sub3,0.590897
114,DC3,Zone11,Sub1,0.133606
115,DC3,Zone11,Sub2,0.495786
116,DC3,Zone11,Sub3,0.250889
117,DC3,Zone12,Sub1,0.493921
118,DC3,Zone12,Sub2,0.383497
119,DC3,Zone12,Sub3,0.162535
120,DC3,Zone13,Sub1,0.356167
121,DC3,Zone13,Sub2,0.697453
122,DC3,Zone13,Sub3,0.866213
123,DC3,Zone14,Sub1,0.170885
124,DC3,Zone14,Sub2,0.674386
125,DC3,Zone14,Sub3,0.669481
126,DC4,Zone1,Sub1,0.494824
127,DC4,Zone1,Sub2,0.343174
128,DC4,Zone1,Sub3,0.26352
129,DC4,Zone2,Sub1,0.577287
130,DC4,Zone2,Sub2,0.314795
131,DC4,Zone2,Sub3,0.151403
132,DC4,Zone3,Sub1,0.123899
133,DC4,Zone3,Sub2,0.448139
134,DC4,Zone3,Sub3,0.654619
135,DC4,Zone4,Sub1,0.352841
136,DC4,Zone4,Sub2,0.626918
137,DC4,Zone4,Sub3,0.169006
138,DC4,Zone5,Sub1,0.590364
139,DC4,Zone5,Sub2,0.508647
140,DC4,Zone5,Sub3,0.832591
141,DC4,Zone6,Sub1,0.288543
142,DC4,Zone6,Sub2,0.17514
143,DC4,Zone6,Sub3,0.534099
144,DC4,Zone7,Sub1,0.522868
145,DC4,Zone7,Sub2,0.391182
146,DC4,Zone7,Sub3,0.632902
147,DC4,Zone8,Sub1,0.579862
148,DC4,Zone8,Sub2,0.617444
149,DC4,Zone8,Sub3,0.11727
150,DC4,Zone9,Sub1,0.726401
151,DC4,Zone9,Sub2,0.549362
152,DC4,Zone9,Sub3,0.268124
153,DC4,Zone10,Sub1,0.654398
154,DC4,Zone10,Sub2,0.430928
155,DC4,Zone10,Sub3,0.661298
156,DC4,Zone11,Sub1,0.282371
157,DC4,Zone11,Sub2,0.850632
158,DC4,Zone11,Sub3,0.58527
159,DC4,Zone12,Sub1,0.225474
160,DC4,Zone12,Sub2,0.823265
161,DC4,Zone12,Sub3,0.134301
162,DC4,Zone13,Sub1,0.58235
163,DC4,Zone13,Sub2,0.558136
164,DC4,Zone13,Sub3,0.608772
165,DC4,Zone14,Sub1,0.104618
166,DC4,Zone14,Sub2,0.4977
167,DC4,Zone14,Sub3,0.125138
168,DC5,Zone1,Sub1,0.8779
169,DC5,Zone1,Sub2,0.695489
170,DC5,Zone1,Sub3,0.65537
171,DC5,Zone2,Sub1,0.70564
172,DC5,Zone2,Sub2,0.16452
173,DC5,Zone2,Sub3,0.406937
174,DC5,Zone3,Sub1,0.831064
175,DC5,Zone3,Sub2,0.250612
176,DC5,Zone3,Sub3,0.830831
177,DC5,Zone4,Sub1,0.726361
178,DC5,Zone4,Sub2,0.823094
179,DC5,Zone4,Sub3,0.313729
180,DC5,Zone5,Sub1,0.238286
181,DC5,Zone5,Sub2,0.821322
182,DC5,Zone5,Sub3,0.396851
183,DC5,Zone6,Sub1,0.429469
184,DC5,Zone6,Sub2,0.436213
185,DC5,Zone6,Sub3,0.426045
186,DC5,Zone7,Sub1,0.509595
187,DC5,Zone7,Sub2,0.271178
188,DC5,Zone7,Sub3,0.745233
189,DC5,Zone8,Sub1,0.415076
190,DC5,Zone8,Sub2,0.641409
191,DC5,Zone8,Sub3,0.689486
192,DC5,Zone9,Sub1,0.764031
193,DC5,Zone9,Sub2,0.258768
194,DC5,Zone9,Sub3,0.615155
195,DC5,Zone10,Sub1,0.30648
196,DC5,Zone10,Sub2,0.874218
197,DC5,Zone10,Sub3,0.394937
198,DC5,Zone11,Sub1,0.262702
199,DC5,Zone11,Sub2,0.779662
200,DC5,Zone11,Sub3,0.12109
201,DC5,Zone12,Sub1,0.165556
202,DC5,Zone12,Sub2,0.328857
203,DC5,Zone12,Sub3,0.313186
204,DC5,Zone13,Sub1,0.311747
205,DC5,Zone13,Sub2,0.421435
206,DC5,Zone13,Sub3,0.448656
207,DC5,Zone14,Sub1,0.485165
208,DC5,Zone14,Sub2,0.687196
209,DC5,Zone14,Sub3,0.263336
210,DC6,Zone1,Sub1,0.238423
211,DC6,Zone1,Sub2,0.811877
212,DC6,Zone1,Sub3,0.388115
213,DC6,Zone2,Sub1,0.83718
214,DC6,Zone2,Sub2,0.139964
215,DC6,Zone2,Sub3,0.818322
216,DC6,Zone3,Sub1,0.727524
217,DC6,Zone3,Sub2,0.839612
218,DC6,Zone3,Sub3,0.172277
219,DC6,Zone4,Sub1,0.222492
220,DC6,Zone4,Sub2,0.264924
221,DC6,Zone4,Sub3,0.761928
222,DC6,Zone5,Sub1,0.165211
223,DC6,Zone5,Sub2,0.648049
224,DC6,Zone5,Sub3,0.884541
225,DC6,Zone6,Sub1,0.44182
226,DC6,Zone6,Sub2,0.828922
227,DC6,Zone6,Sub3,0.146685
228,DC6,Zone7,Sub1,0.277782
229,DC6,Zone7,Sub2,0.110138
230,DC6,Zone7,Sub3,0.198155
231,DC6,Zone8,Sub1,0.413319
232,DC6,Zone8,Sub2,0.88469
233,DC6,Zone8,Sub3,0.761436
234,DC6,Zone9,Sub1,0.870378
235,DC6,Zone9,Sub2,0.507271
236,DC6,Zone9,Sub3,0.660912
237,DC6,Zone10,Sub1,0.77787
238,DC6,Zone10,Sub2,0.319192
239,DC6,Zone10,Sub3,0.426109
240,DC6,Zone11,Sub1,0.27448
241,DC6,Zone11,Sub2,0.348602
242,DC6,Zone11,Sub3,0.710797
243,DC6,Zone12,Sub1,0.529614
244,DC6,Zone12,Sub2,0.512281
245,DC6,Zone12,Sub3,0.27308
246,DC6,Zone13,Sub1,0.426322
247,DC6,Zone13,Sub2,0.899324
248,DC6,Zone13,Sub3,0.305333
249,DC6,Zone14,Sub1,0.226318
250,DC6,Zone14,Sub2,0.818171
251,DC6,Zone14,Sub3,0.208631
