,Center,DemandZone,Subsection,CompositeRisk
49,DC2,Zone3,Sub2,0.23018
50,DC2,Zone3,Sub3,0.174501
51,DC2,Zone4,Sub1,0.869518
52,DC2,Zone4,Sub2,0.741775
53,DC2,Zone4,Sub3,0.149195
54,DC2,Zone5,Sub1,0.430781
55,DC2,Zone5,Sub2,0.139153
56,DC2,Zone5,Sub3,0.353367
57,DC2,Zone6,Sub1,0.495608
58,DC2,Zone6,Sub2,0.678552
59,DC2,Zone6,Sub3,0.369961
60,DC2,Zone7,Sub1,0.881797
61,DC2,Zone7,Sub2,0.268332
62,DC2,Zone7,Sub3,0.391817
63,DC2,Zone8,Sub1,0.330409
64,DC2,Zone8,Sub2,0.799838
65,DC2,Zone8,Sub3,0.508561
66,DC2,Zone9,Sub1,0.37954
67,DC2,Zone9,Sub2,0.205458
68,DC2,Zone9,Sub3,0.750629
69,DC2,Zone10,Sub1,0.128637
70,DC2,Zone10,Sub2,0.305765
71,DC2,Zone10,Sub3,0.762963
72,DC2,Zone11,Sub1,0.834606
73,DC2,Zone11,Sub2,0.476177
74,DC2,Zone11,Sub3,0.21073
75,DC2,Zone12,Sub1,0.422682
76,DC2,Zone12,Sub2,0.184135
77,DC2,Zone12,Sub3,0.833894
78,DC2,Zone13,Sub1,0.563673
79,DC2,Zone13,Sub2,0.702321
80,DC2,Zone13,Sub3,0.852753
81,DC2,Zone14,Sub1,0.427038
82,DC2,Zone14,Sub2,0.36082
83,DC2,Zone14,Sub3,0.254213
84,DC3,Zone1,Sub1,0.107128
85,DC3,Zone1,Sub2,0.59551
86,DC3,Zone1,Sub3,0.349576
87,DC3,Zone2,Sub1,0.158738
88,DC3,Zone2,Sub2,0.20493
89,DC3,Zone2,Sub3,0.81906
90,DC3,Zone3,Sub1,0.390533
91,DC3,Zone3,Sub2,0.802364
92,DC3,Zone3,Sub3,0.865403
93,DC3,Zone4,Sub1,0.646568
94,DC3,Zone4,Sub2,0.128824
95,DC3,Zone4,Sub3,0.709651
96,DC3,Zone5,Sub1,0.880546
97,DC3,Zone5,Sub2,0.625888
98,DC3,Zone5,Sub3,0.761862
99,DC3,Zone6,Sub1,0.602946
100,DC3,Zone6,Sub2,0.709798
101,DC3,Zone6,Sub3,0.135045
102,DC3,Zone7,Sub1,0.732402
103,DC3,Zone7,Sub2,0.499376
104,DC3,Zone7,Sub3,0.42171
105,DC3,Zone8,Sub1,0.13752
106,DC3,Zone8,Sub2,0.740355
107,DC3,Zone8,Sub3,0.54064
108,DC3,Zone9,Sub1,0.735933
109,DC3,Zone9,Sub2,0.160604
110,DC3,Zone9,Sub3,0.878851
111,DC3,Zone10,Sub1,0.646254
112,DC3,Zone10,Sub2,0.740392
113,DC3,Zone10,Sub3,0.405687
114,DC3,Zone11,Sub1,0.365736
115,DC3,Zone11,Sub2,0.245521
116,DC3,Zone11,Sub3,0.355159
117,DC3,Zone12,Sub1,0.475472
118,DC3,Zone12,Sub2,0.392217
119,DC3,Zone12,Sub3,0.493042
120,DC3,Zone13,Sub1,0.719692
121,DC3,Zone13,Sub2,0.739021
122,DC3,Zone13,Sub3,0.792968
123,DC3,Zone14,Sub1,0.509384
124,DC3,Zone14,Sub2,0.378959
125,DC3,Zone14,Sub3,0.182552
126,DC4,Zone1,Sub1,0.629619
127,DC4,Zone1,Sub2,0.259151
128,DC4,Zone1,Sub3,0.752307
129,DC4,Zone2,Sub1,0.747551
130,DC4,Zone2,Sub2,0.285792
131,DC4,Zone2,Sub3,0.46236
132,DC4,Zone3,Sub1,0.224422
133,DC4,Zone3,Sub2,0.876394
134,DC4,Zone3,Sub3,0.277974
135,DC4,Zone4,Sub1,0.410921
136,DC4,Zone4,Sub2,0.300679
137,DC4,Zone4,Sub3,0.467261
138,DC4,Zone5,Sub1,0.755656
139,DC4,Zone5,Sub2,0.58885
140,DC4,Zone5,Sub3,0.610793
141,DC4,Zone6,Sub1,0.270769
142,DC4,Zone6,Sub2,0.224113
143,DC4,Zone6,Sub3,0.168837
144,DC4,Zone7,Sub1,0.763782
145,DC4,Zone7,Sub2,0.66937
146,DC4,Zone7,Sub3,0.809005
147,DC4,Zone8,Sub1,0.282337
148,DC4,Zone8,Sub2,0.393758
149,DC4,Zone8,Sub3,0.377436
150,DC4,Zone9,Sub1,0.21599
151,DC4,Zone9,Sub2,0.710007
152,DC4,Zone9,Sub3,0.793294
153,DC4,Zone10,Sub1,0.370165
154,DC4,Zone10,Sub2,0.828162
155,DC4,Zone10,Sub3,0.324224
156,DC4,Zone11,Sub1,0.663277
157,DC4,Zone11,Sub2,0.81084
158,DC4,Zone11,Sub3,0.215442
159,DC4,Zone12,Sub1,0.146291
160,DC4,Zone12,Sub2,0.600126
161,DC4,Zone12,Sub3,0.61541
162,DC4,Zone13,Sub1,0.408274
163,DC4,Zone13,Sub2,0.418955
164,DC4,Zone13,Sub3,0.544209
165,DC4,Zone14,Sub1,0.273078
166,DC4,Zone14,Sub2,0.578662
167,DC4,Zone14,Sub3,0.235852
168,DC5,Zone1,Sub1,0.217514
169,DC5,Zone1,Sub2,0.15115
170,DC5,Zone1,Sub3,0.888186
171,DC5,Zone2,Sub1,0.108248
172,DC5,Zone2,Sub2,0.250254
173,DC5,Zone2,Sub3,0.521272
174,DC5,Zone3,Sub1,0.591476
175,DC5,Zone3,Sub2,0.842183
176,DC5,Zone3,Sub3,0.295146
177,DC5,Zone4,Sub1,0.898697
178,DC5,Zone4,Sub2,0.747184
179,DC5,Zone4,Sub3,0.751529
180,DC5,Zone5,Sub1,0.198276
181,DC5,Zone5,Sub2,0.239849
182,DC5,Zone5,Sub3,0.774384
183,DC5,Zone6,Sub1,0.643409
184,DC5,Zone6,Sub2,0.177599
185,DC5,Zone6,Sub3,0.122971
186,DC5,Zone7,Sub1,0.602287
187,DC5,Zone7,Sub2,0.666481
188,DC5,Zone7,Sub3,0.13279
189,DC5,Zone8,Sub1,0.144353
190,DC5,Zone8,Sub2,0.815617
191,DC5,Zone8,Sub3,0.799888
192,DC5,Zone9,Sub1,0.196854
193,DC5,Zone9,Sub2,0.730875
194,DC5,Zone9,Sub3,0.51771
195,DC5,Zone10,Sub1,0.516338
196,DC5,Zone10,Sub2,0.180135
197,DC5,Zone10,Sub3,0.329923
198,DC5,Zone11,Sub1,0.813224
199,DC5,Zone11,Sub2,0.717529
200,DC5,Zone11,Sub3,0.202766
201,DC5,Zone12,Sub1,0.530251
202,DC5,Zone12,Sub2,0.244686
203,DC5,Zone12,Sub3,0.25376
204,DC5,Zone13,Sub1,0.476843
205,DC5,Zone13,Sub2,0.183638
206,DC5,Zone13,Sub3,0.144342
207,DC5,Zone14,Sub1,0.213729
208,DC5,Zone14,Sub2,0.343203
209,DC5,Zone14,Sub3,0.758919
210,DC6,Zone1,Sub1,0.601502
211,DC6,Zone1,Sub2,0.515753
212,DC6,Zone1,Sub3,0.765981
213,DC6,Zone2,Sub1,0.285163
214,DC6,Zone2,Sub2,0.375274
215,DC6,Zone2,Sub3,0.104344
216,DC6,Zone3,Sub1,0.71326
217,DC6,Zone3,Sub2,0.806995
218,DC6,Zone3,Sub3,0.679787
219,DC6,Zone4,Sub1,0.131672
220,DC6,Zone4,Sub2,0.164253
221,DC6,Zone4,Sub3,0.430405
222,DC6,Zone5,Sub1,0.883066
223,DC6,Zone5,Sub2,0.270694
224,DC6,Zone5,Sub3,0.405542
225,DC6,Zone6,Sub1,0.244796
226,DC6,Zone6,Sub2,0.669195
227,DC6,Zone6,Sub3,0.875482
228,DC6,Zone7,Sub1,0.606507
229,DC6,Zone7,Sub2,0.230859
230,DC6,Zone7,Sub3,0.563582
231,DC6,Zone8,Sub1,0.853329
232,DC6,Zone8,Sub2,0.641513
233,DC6,Zone8,Sub3,0.503441
234,DC6,Zone9,Sub1,0.745859
235,DC6,Zone9,Sub2,0.361861
236,DC6,Zone9,Sub3,0.128312
237,DC6,Zone10,Sub1,0.834059
238,DC6,Zone10,Sub2,0.568085
239,DC6,Zone10,Sub3,0.788562
240,DC6,Zone11,Sub1,0.476936
241,DC6,Zone11,Sub2,0.18559
242,DC6,Zone11,Sub3,0.584197
243,DC6,Zone12,Sub1,0.453058
244,DC6,Zone12,Sub2,0.240612
245,DC6,Zone12,Sub3,0.516077
246,DC6,Zone13,Sub1,0.810387
247,DC6,Zone13,Sub2,0.255535
248,DC6,Zone13,Sub3,0.233359
249,DC6,Zone14,Sub1,0.83096
250,DC6,Zone14,Sub2,0.628696
251,DC6,Zone14,Sub3,0.155535
