,Center,DemandZone,Subsection,CompositeRisk
51,DC2,Zone4,Sub1,0.802278
52,DC2,Zone4,Sub2,0.657654
53,DC2,Zone4,Sub3,0.294556
54,DC2,Zone5,Sub1,0.840584
55,DC2,Zone5,Sub2,0.252688
56,DC2,Zone5,Sub3,0.126787
57,DC2,Zone6,Sub1,0.820827
58,DC2,Zone6,Sub2,0.884147
59,DC2,Zone6,Sub3,0.116836
60,DC2,Zone7,Sub1,0.145359
61,DC2,Zone7,Sub2,0.768175
62,DC2,Zone7,Sub3,0.736173
63,DC2,Zone8,Sub1,0.327635
64,DC2,Zone8,Sub2,0.490342
65,DC2,Zone8,Sub3,0.137404
66,DC2,Zone9,Sub1,0.491924
67,DC2,Zone9,Sub2,0.39196
68,DC2,Zone9,Sub3,0.694206
69,DC2,Zone10,Sub1,0.533038
70,DC2,Zone10,Sub2,0.764228
71,DC2,Zone10,Sub3,0.793087
72,DC2,Zone11,Sub1,0.433789
73,DC2,Zone11,Sub2,0.399865
74,DC2,Zone11,Sub3,0.756168
75,DC2,Zone12,Sub1,0.565503
76,DC2,Zone12,Sub2,0.651917
77,DC2,Zone12,Sub3,0.481053
78,DC2,Zone13,Sub1,0.248526
79,DC2,Zone13,Sub2,0.386774
80,DC2,Zone13,Sub3,0.103679
81,DC2,Zone14,Sub1,0.809395
82,DC2,Zone14,Sub2,0.296855
83,DC2,Zone14,Sub3,0.564718
84,DC3,Zone1,Sub1,0.558686
85,DC3,Zone1,Sub2,0.880373
86,DC3,Zone1,Sub3,0.108878
87,DC3,Zone2,Sub1,0.456396
88,DC3,Zone2,Sub2,0.431935
89,DC3,Zone2,Sub3,0.109295
90,DC3,Zone3,Sub1,0.667943
91,DC3,Zone3,Sub2,0.731038
92,DC3,Zone3,Sub3,0.100365
93,DC3,Zone4,Sub1,0.795135
94,DC3,Zone4,Sub2,0.22036
95,DC3,Zone4,Sub3,0.706733
96,DC3,Zone5,Sub1,0.43619
97,DC3,Zone5,Sub2,0.610634
98,DC3,Zone5,Sub3,0.557032
99,DC3,Zone6,Sub1,0.278466
100,DC3,Zone6,Sub2,0.823909
101,DC3,Zone6,Sub3,0.792396
102,DC3,Zone7,Sub1,0.122275
103,DC3,Zone7,Sub2,0.326119
104,DC3,Zone7,Sub3,0.506893
105,DC3,Zone8,Sub1,0.396745
106,DC3,Zone8,Sub2,0.236655
107,DC3,Zone8,Sub3,0.530928
108,DC3,Zone9,Sub1,0.127147
109,DC3,Zone9,Sub2,0.468033
110,DC3,Zone9,Sub3,0.409848
111,DC3,Zone10,Sub1,0.307367
112,DC3,Zone10,Sub2,0.258993
113,DC3,Zone10,Sub3,0.516589
114,DC3,Zone11,Sub1,0.404371
115,DC3,Zone11,Sub2,0.228251
116,DC3,Zone11,Sub3,0.826769
117,DC3,Zone12,Sub1,0.848745
118,DC3,Zone12,Sub2,0.621048
119,DC3,Zone12,Sub3,0.524299
120,DC3,Zone13,Sub1,0.255389
121,DC3,Zone13,Sub2,0.404209
122,DC3,Zone13,Sub3,0.789933
123,DC3,Zone14,Sub1,0.621232
124,DC3,Zone14,Sub2,0.697551
125,DC3,Zone14,Sub3,0.245542
126,DC4,Zone1,Sub1,0.144704
127,DC4,Zone1,Sub2,0.105066
128,DC4,Zone1,Sub3,0.198187
129,DC4,Zone2,Sub1,0.545977
130,DC4,Zone2,Sub2,0.78108
131,DC4,Zone2,Sub3,0.140788
132,DC4,Zone3,Sub1,0.739204
133,DC4,Zone3,Sub2,0.801183
134,DC4,Zone3,Sub3,0.416807
135,DC4,Zone4,Sub1,0.716121
136,DC4,Zone4,Sub2,0.497251
137,DC4,Zone4,Sub3,0.491074
138,DC4,Zone5,Sub1,0.6791
139,DC4,Zone5,Sub2,0.455936
140,DC4,Zone5,Sub3,0.605111
141,DC4,Zone6,Sub1,0.483605
142,DC4,Zone6,Sub2,0.467338
143,DC4,Zone6,Sub3,0.430918
144,DC4,Zone7,Sub1,0.244248
145,DC4,Zone7,Sub2,0.654357
146,DC4,Zone7,Sub3,0.868975
147,DC4,Zone8,Sub1,0.858238
148,DC4,Zone8,Sub2,0.668825
149,DC4,Zone8,Sub3,0.107143
150,DC4,Zone9,Sub1,0.551001
151,DC4,Zone9,Sub2,0.539716
152,DC4,Zone9,Sub3,0.882485
153,DC4,Zone10,Sub1,0.113633
154,DC4,Zone10,Sub2,0.875128
155,DC4,Zone10,Sub3,0.602312
156,DC4,Zone11,Sub1,0.887328
157,DC4,Zone11,Sub2,0.607401
158,DC4,Zone11,Sub3,0.490117
159,DC4,Zone12,Sub1,0.506808
160,DC4,Zone12,Sub2,0.482882
161,DC4,Zone12,Sub3,0.563903
162,DC4,Zone13,Sub1,0.635942
163,DC4,Zone13,Sub2,0.859597
164,DC4,Zone13,Sub3,0.536544
165,DC4,Zone14,Sub1,0.515545
166,DC4,Zone14,Sub2,0.399643
167,DC4,Zone14,Sub3,0.871103
168,DC5,Zone1,Sub1,0.668334
169,DC5,Zone1,Sub2,0.513514
170,DC5,Zone1,Sub3,0.438372
171,DC5,Zone2,Sub1,0.487273
172,DC5,Zone2,Sub2,0.52496
173,DC5,Zone2,Sub3,0.829277
174,DC5,Zone3,Sub1,0.694097
175,DC5,Zone3,Sub2,0.496663
176,DC5,Zone3,Sub3,0.15842
177,DC5,Zone4,Sub1,0.494972
178,DC5,Zone4,Sub2,0.482878
179,DC5,Zone4,Sub3,0.137133
180,DC5,Zone5,Sub1,0.53164
181,DC5,Zone5,Sub2,0.758031
182,DC5,Zone5,Sub3,0.428459
183,DC5,Zone6,Sub1,0.802736
184,DC5,Zone6,Sub2,0.233412
185,DC5,Zone6,Sub3,0.603585
186,DC5,Zone7,Sub1,0.525509
187,DC5,Zone7,Sub2,0.457379
188,DC5,Zone7,Sub3,0.601226
189,DC5,Zone8,Sub1,0.281943
190,DC5,Zone8,Sub2,0.742837
191,DC5,Zone8,Sub3,0.560543
192,DC5,Zone9,Sub1,0.500945
193,DC5,Zone9,Sub2,0.626489
194,DC5,Zone9,Sub3,0.136223
195,DC5,Zone10,Sub1,0.389304
196,DC5,Zone10,Sub2,0.249509
197,DC5,Zone10,Sub3,0.85246
198,DC5,Zone11,Sub1,0.739735
199,DC5,Zone11,Sub2,0.262655
200,DC5,Zone11,Sub3,0.696546
201,DC5,Zone12,Sub1,0.692409
202,DC5,Zone12,Sub2,0.183861
203,DC5,Zone12,Sub3,0.757479
204,DC5,Zone13,Sub1,0.174048
205,DC5,Zone13,Sub2,0.63119
206,DC5,Zone13,Sub3,0.880082
207,DC5,Zone14,Sub1,0.702847
208,DC5,Zone14,Sub2,0.69057
209,DC5,Zone14,Sub3,0.731611
210,DC6,Zone1,Sub1,0.618403
211,DC6,Zone1,Sub2,0.298135
212,DC6,Zone1,Sub3,0.185972
213,DC6,Zone2,Sub1,0.382702
214,DC6,Zone2,Sub2,0.697997
215,DC6,Zone2,Sub3,0.642771
216,DC6,Zone3,Sub1,0.845561
217,DC6,Zone3,Sub2,0.681954
218,DC6,Zone3,Sub3,0.149327
219,DC6,Zone4,Sub1,0.101623
220,DC6,Zone4,Sub2,0.751283
221,DC6,Zone4,Sub3,0.361314
222,DC6,Zone5,Sub1,0.754074
223,DC6,Zone5,Sub2,0.347714
224,DC6,Zone5,Sub3,0.209978
225,DC6,Zone6,Sub1,0.337517
226,DC6,Zone6,Sub2,0.169884
227,DC6,Zone6,Sub3,0.299122
228,DC6,Zone7,Sub1,0.191523
229,DC6,Zone7,Sub2,0.262683
230,DC6,Zone7,Sub3,0.197194
231,DC6,Zone8,Sub1,0.672512
232,DC6,Zone8,Sub2,0.152351
233,DC6,Zone8,Sub3,0.369474
234,DC6,Zone9,Sub1,0.370545
235,DC6,Zone9,Sub2,0.575252
236,DC6,Zone9,Sub3,0.860767
237,DC6,Zone10,Sub1,0.74994
238,DC6,Zone10,Sub2,0.855495
239,DC6,Zone10,Sub3,0.70143
240,DC6,Zone11,Sub1,0.630823
241,DC6,Zone11,Sub2,0.794267
242,DC6,Zone11,Sub3,0.189619
243,DC6,Zone12,Sub1,0.549263
244,DC6,Zone12,Sub2,0.423385
245,DC6,Zone12,Sub3,0.221962
246,DC6,Zone13,Sub1,0.58471
247,DC6,Zone13,Sub2,0.131482
248,DC6,Zone13,Sub3,0.368393
249,DC6,Zone14,Sub1,0.83874
250,DC6,Zone14,Sub2,0.678811
251,DC6,Zone14,Sub3,0.249822
