,Center,DemandZone,Subsection,TollCost
119,DC2,Zone15,Sub3,624
120,DC2,Zone16,Sub1,7154
121,DC2,Zone16,Sub2,7176
122,DC2,Zone16,Sub3,2418
123,DC2,Zone17,Sub1,5858
124,DC2,Zone17,Sub2,4743
125,DC2,Zone17,Sub3,6769
126,DC2,Zone18,Sub1,690
127,DC2,Zone18,Sub2,1441
128,DC2,Zone18,Sub3,1597
129,DC2,Zone19,Sub1,3800
130,DC2,Zone19,Sub2,3270
131,DC2,Zone19,Sub3,3971
132,DC2,Zone20,Sub1,2644
133,DC2,Zone20,Sub2,1237
134,DC2,Zone20,Sub3,2043
135,DC2,Zone21,Sub1,8254
136,DC2,Zone21,Sub2,5168
137,DC2,Zone21,Sub3,0
138,DC2,Zone22,Sub1,0
139,DC2,Zone22,Sub2,4965
140,DC2,Zone22,Sub3,1659
141,DC2,Zone23,Sub1,7216
142,DC2,Zone23,Sub2,3731
143,DC2,Zone23,Sub3,0
144,DC2,Zone24,Sub1,3198
145,DC2,Zone24,Sub2,1874
146,DC2,Zone24,Sub3,0
147,DC2,Zone25,Sub1,1766
148,DC2,Zone25,Sub2,1775
149,DC2,Zone25,Sub3,2325
150,DC3,Zone1,Sub1,0
151,DC3,Zone1,Sub2,6541
152,DC3,Zone1,Sub3,7949
153,DC3,Zone2,Sub1,1207
154,DC3,Zone2,Sub2,648
155,DC3,Zone2,Sub3,874
156,DC3,Zone3,Sub1,7854
157,DC3,Zone3,Sub2,4570
158,DC3,Zone3,Sub3,5207
159,DC3,Zone4,Sub1,1206
160,DC3,Zone4,Sub2,1827
161,DC3,Zone4,Sub3,790
162,DC3,Zone5,Sub1,6548
163,DC3,Zone5,Sub2,2671
164,DC3,Zone5,Sub3,0
165,DC3,Zone6,Sub1,8526
166,DC3,Zone6,Sub2,0
167,DC3,Zone6,Sub3,11239
168,DC3,Zone7,Sub1,5435
169,DC3,Zone7,Sub2,4156
170,DC3,Zone7,Sub3,2287
171,DC3,Zone8,Sub1,1579
172,DC3,Zone8,Sub2,2497
173,DC3,Zone8,Sub3,2725
174,DC3,Zone9,Sub1,979
175,DC3,Zone9,Sub2,514
176,DC3,Zone9,Sub3,0
177,DC3,Zone10,Sub1,5190
178,DC3,Zone10,Sub2,0
179,DC3,Zone10,Sub3,0
180,DC3,Zone11,Sub1,3726
181,DC3,Zone11,Sub2,6410
182,DC3,Zone11,Sub3,6341
183,DC3,Zone12,Sub1,2220
184,DC3,Zone12,Sub2,2975
185,DC3,Zone12,Sub3,2169
186,DC3,Zone13,Sub1,0
187,DC3,Zone13,Sub2,8051
188,DC3,Zone13,Sub3,7734
189,DC3,Zone14,Sub1,4300
190,DC3,Zone14,Sub2,9483
191,DC3,Zone14,Sub3,9666
192,DC3,Zone15,Sub1,725
193,DC3,Zone15,Sub2,1137
194,DC3,Zone15,Sub3,0
195,DC3,Zone16,Sub1,7885
196,DC3,Zone16,Sub2,0
197,DC3,Zone16,Sub3,0
198,DC3,Zone17,Sub1,4511
199,DC3,Zone17,Sub2,10616
200,DC3,Zone17,Sub3,0
201,DC3,Zone18,Sub1,6479
202,DC3,Zone18,Sub2,5764
203,DC3,Zone18,Sub3,3818
204,DC3,Zone19,Sub1,5650
205,DC3,Zone19,Sub2,3414
206,DC3,Zone19,Sub3,0
207,DC3,Zone20,Sub1,2962
208,DC3,Zone20,Sub2,2670
209,DC3,Zone20,Sub3,4169
210,DC3,Zone21,Sub1,9096
211,DC3,Zone21,Sub2,0
212,DC3,Zone21,Sub3,5286
213,DC3,Zone22,Sub1,3993
214,DC3,Zone22,Sub2,5834
215,DC3,Zone22,Sub3,4845
216,DC3,Zone23,Sub1,4126
217,DC3,Zone23,Sub2,6834
218,DC3,Zone23,Sub3,8650
219,DC3,Zone24,Sub1,7306
220,DC3,Zone24,Sub2,7822
221,DC3,Zone24,Sub3,4203
222,DC3,Zone25,Sub1,5247
223,DC3,Zone25,Sub2,0
224,DC3,Zone25,Sub3,6102
225,DC4,Zone1,Sub1,5664
226,DC4,Zone1,Sub2,6244
227,DC4,Zone1,Sub3,7546
228,DC4,Zone2,Sub1,652
229,DC4,Zone2,Sub2,354
230,DC4,Zone2,Sub3,1104
231,DC4,Zone3,Sub1,0
232,DC4,Zone3,Sub2,0
233,DC4,Zone3,Sub3,5770
234,DC4,Zone4,Sub1,1717
235,DC4,Zone4,Sub2,1081
236,DC4,Zone4,Sub3,1738
237,DC4,Zone5,Sub1,4579
238,DC4,Zone5,Sub2,4234
239,DC4,Zone5,Sub3,3873
240,DC4,Zone6,Sub1,6699
241,DC4,Zone6,Sub2,4196
242,DC4,Zone6,Sub3,0
243,DC4,Zone7,Sub1,7440
244,DC4,Zone7,Sub2,3241
245,DC4,Zone7,Sub3,4018
246,DC4,Zone8,Sub1,3304
247,DC4,Zone8,Sub2,5735
248,DC4,Zone8,Sub3,7084
249,DC4,Zone9,Sub1,2567
250,DC4,Zone9,Sub2,0
251,DC4,Zone9,Sub3,1944
252,DC4,Zone10,Sub1,1955
253,DC4,Zone10,Sub2,1478
254,DC4,Zone10,Sub3,1340
255,DC4,Zone11,Sub1,2509
256,DC4,Zone11,Sub2,1662
257,DC4,Zone11,Sub3,0
258,DC4,Zone12,Sub1,5208
259,DC4,Zone12,Sub2,0
260,DC4,Zone12,Sub3,4360
261,DC4,Zone13,Sub1,2568
262,DC4,Zone13,Sub2,2087
263,DC4,Zone13,Sub3,0
264,DC4,Zone14,Sub1,0
265,DC4,Zone14,Sub2,11014
266,DC4,Zone14,Sub3,6508
267,DC4,Zone15,Sub1,3234
268,DC4,Zone15,Sub2,3390
269,DC4,Zone15,Sub3,2885
270,DC4,Zone16,Sub1,4769
271,DC4,Zone16,Sub2,4508
272,DC4,Zone16,Sub3,4405
273,DC4,Zone17,Sub1,7857
274,DC4,Zone17,Sub2,7625
275,DC4,Zone17,Sub3,6745
276,DC4,Zone18,Sub1,2926
277,DC4,Zone18,Sub2,7713
278,DC4,Zone18,Sub3,7388
279,DC4,Zone19,Sub1,0
280,DC4,Zone19,Sub2,8350
281,DC4,Zone19,Sub3,0
282,DC4,Zone20,Sub1,0
283,DC4,Zone20,Sub2,2039
284,DC4,Zone20,Sub3,1068
285,DC4,Zone21,Sub1,892
286,DC4,Zone21,Sub2,758
287,DC4,Zone21,Sub3,2723
288,DC4,Zone22,Sub1,1552
289,DC4,Zone22,Sub2,963
290,DC4,Zone22,Sub3,1004
291,DC4,Zone23,Sub1,2710
292,DC4,Zone23,Sub2,0
293,DC4,Zone23,Sub3,2141
294,DC4,Zone24,Sub1,6733
295,DC4,Zone24,Sub2,5890
296,DC4,Zone24,Sub3,3695
297,DC4,Zone25,Sub1,2274
298,DC4,Zone25,Sub2,4329
299,DC4,Zone25,Sub3,2753
300,DC5,Zone1,Sub1,5905
301,DC5,Zone1,Sub2,8635
302,DC5,Zone1,Sub3,7187
303,DC5,Zone2,Sub1,7564
304,DC5,Zone2,Sub2,0
305,DC5,Zone2,Sub3,0
306,DC5,Zone3,Sub1,1260
307,DC5,Zone3,Sub2,2779
308,DC5,Zone3,Sub3,3493
309,DC5,Zone4,Sub1,4798
310,DC5,Zone4,Sub2,3185
311,DC5,Zone4,Sub3,9121
312,DC5,Zone5,Sub1,6163
313,DC5,Zone5,Sub2,5166
314,DC5,Zone5,Sub3,2989
315,DC5,Zone6,Sub1,4002
316,DC5,Zone6,Sub2,3587
317,DC5,Zone6,Sub3,2961
318,DC5,Zone7,Sub1,910
319,DC5,Zone7,Sub2,993
320,DC5,Zone7,Sub3,2210
321,DC5,Zone8,Sub1,554
322,DC5,Zone8,Sub2,0
323,DC5,Zone8,Sub3,570
324,DC5,Zone9,Sub1,0
325,DC5,Zone9,Sub2,3867
326,DC5,Zone9,Sub3,8212
327,DC5,Zone10,Sub1,0
328,DC5,Zone10,Sub2,1931
329,DC5,Zone10,Sub3,2240
330,DC5,Zone11,Sub1,4865
331,DC5,Zone11,Sub2,3309
332,DC5,Zone11,Sub3,9461
333,DC5,Zone12,Sub1,1099
334,DC5,Zone12,Sub2,0
335,DC5,Zone12,Sub3,2235
336,DC5,Zone13,Sub1,4254
337,DC5,Zone13,Sub2,4433
338,DC5,Zone13,Sub3,0
339,DC5,Zone14,Sub1,0
340,DC5,Zone14,Sub2,10947
341,DC5,Zone14,Sub3,4155
342,DC5,Zone15,Sub1,6582
343,DC5,Zone15,Sub2,8068
344,DC5,Zone15,Sub3,6329
345,DC5,Zone16,Sub1,0
346,DC5,Zone16,Sub2,0
347,DC5,Zone16,Sub3,4996
348,DC5,Zone17,Sub1,6117
349,DC5,Zone17,Sub2,10086
350,DC5,Zone17,Sub3,5287
351,DC5,Zone18,Sub1,4248
352,DC5,Zone18,Sub2,4412
353,DC5,Zone18,Sub3,0
354,DC5,Zone19,Sub1,3385
355,DC5,Zone19,Sub2,2647
356,DC5,Zone19,Sub3,0
357,DC5,Zone20,Sub1,0
358,DC5,Zone20,Sub2,8617
359,DC5,Zone20,Sub3,7548
360,DC5,Zone21,Sub1,5451
361,DC5,Zone21,Sub2,4851
362,DC5,Zone21,Sub3,0
363,DC5,Zone22,Sub1,0
364,DC5,Zone22,Sub2,6493
365,DC5,Zone22,Sub3,3742
366,DC5,Zone23,Sub1,6352
367,DC5,Zone23,Sub2,5001
368,DC5,Zone23,Sub3,6307
369,DC5,Zone24,Sub1,5248
370,DC5,Zone24,Sub2,0
371,DC5,Zone24,Sub3,7067
372,DC5,Zone25,Sub1,0
373,DC5,Zone25,Sub2,3836
374,DC5,Zone25,Sub3,5422
375,DC6,Zone1,Sub1,0
376,DC6,Zone1,Sub2,786
377,DC6,Zone1,Sub3,852
378,DC6,Zone2,Sub1,4087
379,DC6,Zone2,Sub2,7180
380,DC6,Zone2,Sub3,5668
381,DC6,Zone3,Sub1,0
382,DC6,Zone3,Sub2,8804
383,DC6,Zone3,Sub3,5629
384,DC6,Zone4,Sub1,3178
385,DC6,Zone4,Sub2,0
386,DC6,Zone4,Sub3,2337
387,DC6,Zone5,Sub1,0
388,DC6,Zone5,Sub2,2949
389,DC6,Zone5,Sub3,3979
390,DC6,Zone6,Sub1,5963
391,DC6,Zone6,Sub2,8557
392,DC6,Zone6,Sub3,10000
393,DC6,Zone7,Sub1,3488
394,DC6,Zone7,Sub2,6105
395,DC6,Zone7,Sub3,9074
396,DC6,Zone8,Sub1,1171
397,DC6,Zone8,Sub2,0
398,DC6,Zone8,Sub3,0
399,DC6,Zone9,Sub1,1891
400,DC6,Zone9,Sub2,1372
401,DC6,Zone9,Sub3,1302
402,DC6,Zone10,Sub1,4952
403,DC6,Zone10,Sub2,0
404,DC6,Zone10,Sub3,3876
405,DC6,Zone11,Sub1,4003
406,DC6,Zone11,Sub2,4251
407,DC6,Zone11,Sub3,0
408,DC6,Zone12,Sub1,0
409,DC6,Zone12,Sub2,2556
410,DC6,Zone12,Sub3,1444
411,DC6,Zone13,Sub1,6400
412,DC6,Zone13,Sub2,10140
413,DC6,Zone13,Sub3,6461
414,DC6,Zone14,Sub1,0
415,DC6,Zone14,Sub2,0
416,DC6,Zone14,Sub3,3678
417,DC6,Zone15,Sub1,2820
418,DC6,Zone15,Sub2,4030
419,DC6,Zone15,Sub3,4003
420,DC6,Zone16,Sub1,0
421,DC6,Zone16,Sub2,8395
422,DC6,Zone16,Sub3,5602
423,DC6,Zone17,Sub1,9036
424,DC6,Zone17,Sub2,0
425,DC6,Zone17,Sub3,4486
426,DC6,Zone18,Sub1,2244
427,DC6,Zone18,Sub2,0
428,DC6,Zone18,Sub3,4052
429,DC6,Zone19,Sub1,0
430,DC6,Zone19,Sub2,1243
431,DC6,Zone19,Sub3,0
432,DC6,Zone20,Sub1,0
433,DC6,Zone20,Sub2,3471
434,DC6,Zone20,Sub3,11343
435,DC6,Zone21,Sub1,0
436,DC6,Zone21,Sub2,0
437,DC6,Zone21,Sub3,3812
438,DC6,Zone22,Sub1,8086
439,DC6,Zone22,Sub2,0
440,DC6,Zone22,Sub3,5770
441,DC6,Zone23,Sub1,4626
442,DC6,Zone23,Sub2,5968
443,DC6,Zone23,Sub3,3364
444,DC6,Zone24,Sub1,2017
445,DC6,Zone24,Sub2,1746
446,DC6,Zone24,Sub3,1382
447,DC6,Zone25,Sub1,1386
448,DC6,Zone25,Sub2,0
449,DC6,Zone25,Sub3,1797
450,DC7,Zone1,Sub1,1836
451,DC7,Zone1,Sub2,3059
452,DC7,Zone1,Sub3,2634
453,DC7,Zone2,Sub1,6677
454,DC7,Zone2,Sub2,8744
455,DC7,Zone2,Sub3,0
456,DC7,Zone3,Sub1,3776
457,DC7,Zone3,Sub2,0
458,DC7,Zone3,Sub3,6269
459,DC7,Zone4,Sub1,0
460,DC7,Zone4,Sub2,0
461,DC7,Zone4,Sub3,2171
462,DC7,Zone5,Sub1,0
463,DC7,Zone5,Sub2,7708
464,DC7,Zone5,Sub3,9255
465,DC7,Zone6,Sub1,9559
466,DC7,Zone6,Sub2,2883
467,DC7,Zone6,Sub3,8764
468,DC7,Zone7,Sub1,4480
469,DC7,Zone7,Sub2,6349
470,DC7,Zone7,Sub3,5878
471,DC7,Zone8,Sub1,991
472,DC7,Zone8,Sub2,952
473,DC7,Zone8,Sub3,0
474,DC7,Zone9,Sub1,6433
475,DC7,Zone9,Sub2,12229
476,DC7,Zone9,Sub3,0
477,DC7,Zone10,Sub1,0
478,DC7,Zone10,Sub2,5677
479,DC7,Zone10,Sub3,0
480,DC7,Zone11,Sub1,4892
481,DC7,Zone11,Sub2,3057
482,DC7,Zone11,Sub3,3425
483,DC7,Zone12,Sub1,3400
484,DC7,Zone12,Sub2,8964
485,DC7,Zone12,Sub3,3422
486,DC7,Zone13,Sub1,3997
487,DC7,Zone13,Sub2,0
488,DC7,Zone13,Sub3,7392
489,DC7,Zone14,Sub1,0
490,DC7,Zone14,Sub2,3867
491,DC7,Zone14,Sub3,1765
492,DC7,Zone15,Sub1,994
493,DC7,Zone15,Sub2,1118
494,DC7,Zone15,Sub3,1014
495,DC7,Zone16,Sub1,3551
496,DC7,Zone16,Sub2,4131
497,DC7,Zone16,Sub3,2069
498,DC7,Zone17,Sub1,0
499,DC7,Zone17,Sub2,6186
500,DC7,Zone17,Sub3,7360
501,DC7,Zone18,Sub1,3126
502,DC7,Zone18,Sub2,2173
503,DC7,Zone18,Sub3,2413
504,DC7,Zone19,Sub1,3010
505,DC7,Zone19,Sub2,3634
506,DC7,Zone19,Sub3,3430
507,DC7,Zone20,Sub1,8043
508,DC7,Zone20,Sub2,0
509,DC7,Zone20,Sub3,11048
510,DC7,Zone21,Sub1,3286
511,DC7,Zone21,Sub2,5793
512,DC7,Zone21,Sub3,9507
513,DC7,Zone22,Sub1,5477
514,DC7,Zone22,Sub2,5325
515,DC7,Zone22,Sub3,6753
516,DC7,Zone23,Sub1,1116
517,DC7,Zone23,Sub2,1953
518,DC7,Zone23,Sub3,1158
519,DC7,Zone24,Sub1,0
520,DC7,Zone24,Sub2,4911
521,DC7,Zone24,Sub3,5516
522,DC7,Zone25,Sub1,3909
523,DC7,Zone25,Sub2,2470
524,DC7,Zone25,Sub3,2564
525,DC8,Zone1,Sub1,5298
526,DC8,Zone1,Sub2,3513
527,DC8,Zone1,Sub3,6798
528,DC8,Zone2,Sub1,3761
529,DC8,Zone2,Sub2,5509
530,DC8,Zone2,Sub3,5691
531,DC8,Zone3,Sub1,9623
532,DC8,Zone3,Sub2,9871
533,DC8,Zone3,Sub3,6905
534,DC8,Zone4,Sub1,0
535,DC8,Zone4,Sub2,7755
536,DC8,Zone4,Sub3,7084
537,DC8,Zone5,Sub1,0
538,DC8,Zone5,Sub2,5778
539,DC8,Zone5,Sub3,6302
540,DC8,Zone6,Sub1,6296
541,DC8,Zone6,Sub2,6483
542,DC8,Zone6,Sub3,2731
543,DC8,Zone7,Sub1,3287
544,DC8,Zone7,Sub2,0
545,DC8,Zone7,Sub3,3229
546,DC8,Zone8,Sub1,7283
547,DC8,Zone8,Sub2,4347
548,DC8,Zone8,Sub3,5943
549,DC8,Zone9,Sub1,630
550,DC8,Zone9,Sub2,0
551,DC8,Zone9,Sub3,638
552,DC8,Zone10,Sub1,0
553,DC8,Zone10,Sub2,5135
554,DC8,Zone10,Sub3,0
555,DC8,Zone11,Sub1,0
556,DC8,Zone11,Sub2,0
557,DC8,Zone11,Sub3,0
558,DC8,Zone12,Sub1,0
559,DC8,Zone12,Sub2,0
560,DC8,Zone12,Sub3,8746
561,DC8,Zone13,Sub1,0
562,DC8,Zone13,Sub2,0
563,DC8,Zone13,Sub3,4667
564,DC8,Zone14,Sub1,7721
565,DC8,Zone14,Sub2,0
566,DC8,Zone14,Sub3,8721
567,DC8,Zone15,Sub1,2438
568,DC8,Zone15,Sub2,2222
569,DC8,Zone15,Sub3,1681
570,DC8,Zone16,Sub1,4498
571,DC8,Zone16,Sub2,0
572,DC8,Zone16,Sub3,3782
573,DC8,Zone17,Sub1,7284
574,DC8,Zone17,Sub2,8502
575,DC8,Zone17,Sub3,6123
576,DC8,Zone18,Sub1,10990
577,DC8,Zone18,Sub2,5849
578,DC8,Zone18,Sub3,0
579,DC8,Zone19,Sub1,2273
580,DC8,Zone19,Sub2,2178
581,DC8,Zone19,Sub3,2922
582,DC8,Zone20,Sub1,2297
583,DC8,Zone20,Sub2,2880
584,DC8,Zone20,Sub3,4769
585,DC8,Zone21,Sub1,0
586,DC8,Zone21,Sub2,2376
587,DC8,Zone21,Sub3,1481
588,DC8,Zone22,Sub1,5808
589,DC8,Zone22,Sub2,4027
590,DC8,Zone22,Sub3,3516
591,DC8,Zone23,Sub1,5489
592,DC8,Zone23,Sub2,0
593,DC8,Zone23,Sub3,6470
594,DC8,Zone24,Sub1,3692
595,DC8,Zone24,Sub2,2299
596,DC8,Zone24,Sub3,1517
597,DC8,Zone25,Sub1,6186
598,DC8,Zone25,Sub2,4494
599,DC8,Zone25,Sub3,5199
600,DC9,Zone1,Sub1,1430
601,DC9,Zone1,Sub2,738
602,DC9,Zone1,Sub3,1633
603,DC9,Zone2,Sub1,8048
604,DC9,Zone2,Sub2,6103
605,DC9,Zone2,Sub3,0
606,DC9,Zone3,Sub1,11724
607,DC9,Zone3,Sub2,4022
608,DC9,Zone3,Sub3,12454
609,DC9,Zone4,Sub1,3105
610,DC9,Zone4,Sub2,2501
611,DC9,Zone4,Sub3,2716
612,DC9,Zone5,Sub1,572
613,DC9,Zone5,Sub2,659
614,DC9,Zone5,Sub3,1461
615,DC9,Zone6,Sub1,3671
616,DC9,Zone6,Sub2,1994
617,DC9,Zone6,Sub3,3552
618,DC9,Zone7,Sub1,4537
619,DC9,Zone7,Sub2,0
620,DC9,Zone7,Sub3,4240
621,DC9,Zone8,Sub1,4708
622,DC9,Zone8,Sub2,0
623,DC9,Zone8,Sub3,6487
624,DC9,Zone9,Sub1,7823
625,DC9,Zone9,Sub2,4048
626,DC9,Zone9,Sub3,6634
627,DC9,Zone10,Sub1,0
628,DC9,Zone10,Sub2,1266
629,DC9,Zone10,Sub3,3253
630,DC9,Zone11,Sub1,2784
631,DC9,Zone11,Sub2,2751
632,DC9,Zone11,Sub3,1446
633,DC9,Zone12,Sub1,5681
634,DC9,Zone12,Sub2,6698
635,DC9,Zone12,Sub3,8538
636,DC9,Zone13,Sub1,9355
637,DC9,Zone13,Sub2,9859
638,DC9,Zone13,Sub3,9103
639,DC9,Zone14,Sub1,3466
640,DC9,Zone14,Sub2,0
641,DC9,Zone14,Sub3,2121
642,DC9,Zone15,Sub1,3841
643,DC9,Zone15,Sub2,3560
644,DC9,Zone15,Sub3,0
645,DC9,Zone16,Sub1,0
646,DC9,Zone16,Sub2,9124
647,DC9,Zone16,Sub3,6378
648,DC9,Zone17,Sub1,4332
649,DC9,Zone17,Sub2,6384
650,DC9,Zone17,Sub3,7637
651,DC9,Zone18,Sub1,0
652,DC9,Zone18,Sub2,4123
653,DC9,Zone18,Sub3,4198
654,DC9,Zone19,Sub1,0
655,DC9,Zone19,Sub2,4723
656,DC9,Zone19,Sub3,5497
657,DC9,Zone20,Sub1,4264
658,DC9,Zone20,Sub2,0
659,DC9,Zone20,Sub3,0
660,DC9,Zone21,Sub1,7871
661,DC9,Zone21,Sub2,9455
662,DC9,Zone21,Sub3,3277
663,DC9,Zone22,Sub1,1154
664,DC9,Zone22,Sub2,1082
665,DC9,Zone22,Sub3,1343
666,DC9,Zone23,Sub1,6379
667,DC9,Zone23,Sub2,0
668,DC9,Zone23,Sub3,7678
669,DC9,Zone24,Sub1,2254
670,DC9,Zone24,Sub2,3452
671,DC9,Zone24,Sub3,4141
672,DC9,Zone25,Sub1,0
673,DC9,Zone25,Sub2,0
674,DC9,Zone25,Sub3,3359
