,Center,DemandZone,Subsection,Distance_km
85,DC2,Zone4,Sub2,1191
86,DC2,Zone4,Sub3,1340
87,DC2,Zone5,Sub1,2061
88,DC2,Zone5,Sub2,2114
89,DC2,Zone5,Sub3,1937
90,DC2,Zone6,Sub1,1517
91,DC2,Zone6,Sub2,1201
92,DC2,Zone6,Sub3,1323
93,DC2,Zone7,Sub1,2144
94,DC2,Zone7,Sub2,1978
95,DC2,Zone7,Sub3,2044
96,DC2,Zone8,Sub1,886
97,DC2,Zone8,Sub2,801
98,DC2,Zone8,Sub3,799
99,DC2,Zone9,Sub1,2767
100,DC2,Zone9,Sub2,2092
101,DC2,Zone9,Sub3,2157
102,DC2,Zone10,Sub1,608
103,DC2,Zone10,Sub2,684
104,DC2,Zone10,Sub3,761
105,DC2,Zone11,Sub1,1922
106,DC2,Zone11,Sub2,2371
107,DC2,Zone11,Sub3,1991
108,DC2,Zone12,Sub1,1247
109,DC2,Zone12,Sub2,1072
110,DC2,Zone12,Sub3,1043
111,DC2,Zone13,Sub1,1874
112,DC2,Zone13,Sub2,2443
113,DC2,Zone13,Sub3,2386
114,DC2,Zone14,Sub1,2329
115,DC2,Zone14,Sub2,2257
116,DC2,Zone14,Sub3,2558
117,DC2,Zone15,Sub1,327
118,DC2,Zone15,Sub2,369
119,DC2,Zone15,Sub3,420
120,DC2,Zone16,Sub1,1220
121,DC2,Zone16,Sub2,1029
122,DC2,Zone16,Sub3,1175
123,DC2,Zone17,Sub1,1572
124,DC2,Zone17,Sub2,1692
125,DC2,Zone17,Sub3,1930
126,DC2,Zone18,Sub1,1138
127,DC2,Zone18,Sub2,1169
128,DC2,Zone18,Sub3,1334
129,DC2,Zone19,Sub1,1921
130,DC2,Zone19,Sub2,1528
131,DC2,Zone19,Sub3,1730
132,DC2,Zone20,Sub1,2155
133,DC2,Zone20,Sub2,2239
134,DC2,Zone20,Sub3,2297
135,DC2,Zone21,Sub1,486
136,DC2,Zone21,Sub2,525
137,DC2,Zone21,Sub3,513
138,DC2,Zone22,Sub1,1061
139,DC2,Zone22,Sub2,1296
140,DC2,Zone22,Sub3,1121
141,DC2,Zone23,Sub1,1441
142,DC2,Zone23,Sub2,1332
143,DC2,Zone23,Sub3,1646
144,DC2,Zone24,Sub1,1413
145,DC2,Zone24,Sub2,1230
146,DC2,Zone24,Sub3,1299
147,DC2,Zone25,Sub1,2534
148,DC2,Zone25,Sub2,2152
149,DC2,Zone25,Sub3,2420
150,DC3,Zone1,Sub1,2559
151,DC3,Zone1,Sub2,2112
152,DC3,Zone1,Sub3,2166
153,DC3,Zone2,Sub1,691
154,DC3,Zone2,Sub2,867
155,DC3,Zone2,Sub3,733
156,DC3,Zone3,Sub1,2239
157,DC3,Zone3,Sub2,2222
158,DC3,Zone3,Sub3,1969
159,DC3,Zone4,Sub1,1702
160,DC3,Zone4,Sub2,1876
161,DC3,Zone4,Sub3,1966
162,DC3,Zone5,Sub1,532
163,DC3,Zone5,Sub2,512
164,DC3,Zone5,Sub3,495
165,DC3,Zone6,Sub1,1356
166,DC3,Zone6,Sub2,1477
167,DC3,Zone6,Sub3,1204
168,DC3,Zone7,Sub1,237
169,DC3,Zone7,Sub2,238
170,DC3,Zone7,Sub3,239
171,DC3,Zone8,Sub1,298
172,DC3,Zone8,Sub2,333
173,DC3,Zone8,Sub3,304
174,DC3,Zone9,Sub1,441
175,DC3,Zone9,Sub2,429
176,DC3,Zone9,Sub3,441
177,DC3,Zone10,Sub1,2173
178,DC3,Zone10,Sub2,2115
179,DC3,Zone10,Sub3,2454
180,DC3,Zone11,Sub1,1447
181,DC3,Zone11,Sub2,1309
182,DC3,Zone11,Sub3,1202
183,DC3,Zone12,Sub1,1238
184,DC3,Zone12,Sub2,1287
185,DC3,Zone12,Sub3,1143
186,DC3,Zone13,Sub1,1806
187,DC3,Zone13,Sub2,1893
188,DC3,Zone13,Sub3,1690
189,DC3,Zone14,Sub1,1078
190,DC3,Zone14,Sub2,1130
191,DC3,Zone14,Sub3,952
192,DC3,Zone15,Sub1,1403
193,DC3,Zone15,Sub2,1587
194,DC3,Zone15,Sub3,1312
195,DC3,Zone16,Sub1,299
196,DC3,Zone16,Sub2,287
197,DC3,Zone16,Sub3,261
198,DC3,Zone17,Sub1,1801
199,DC3,Zone17,Sub2,1419
200,DC3,Zone17,Sub3,1463
201,DC3,Zone18,Sub1,1685
202,DC3,Zone18,Sub2,1328
203,DC3,Zone18,Sub3,1450
204,DC3,Zone19,Sub1,714
205,DC3,Zone19,Sub2,887
206,DC3,Zone19,Sub3,763
207,DC3,Zone20,Sub1,2301
208,DC3,Zone20,Sub2,2147
209,DC3,Zone20,Sub3,2301
210,DC3,Zone21,Sub1,891
211,DC3,Zone21,Sub2,1056
212,DC3,Zone21,Sub3,936
213,DC3,Zone22,Sub1,1884
214,DC3,Zone22,Sub2,1558
215,DC3,Zone22,Sub3,1891
216,DC3,Zone23,Sub1,313
217,DC3,Zone23,Sub2,252
218,DC3,Zone23,Sub3,250
219,DC3,Zone24,Sub1,929
220,DC3,Zone24,Sub2,1003
221,DC3,Zone24,Sub3,1064
222,DC3,Zone25,Sub1,2485
223,DC3,Zone25,Sub2,2322
224,DC3,Zone25,Sub3,2424
225,DC4,Zone1,Sub1,1981
226,DC4,Zone1,Sub2,1710
227,DC4,Zone1,Sub3,1959
228,DC4,Zone2,Sub1,1309
229,DC4,Zone2,Sub2,1476
230,DC4,Zone2,Sub3,1185
231,DC4,Zone3,Sub1,424
232,DC4,Zone3,Sub2,443
233,DC4,Zone3,Sub3,416
234,DC4,Zone4,Sub1,531
235,DC4,Zone4,Sub2,514
236,DC4,Zone4,Sub3,608
237,DC4,Zone5,Sub1,2461
238,DC4,Zone5,Sub2,2481
239,DC4,Zone5,Sub3,2537
240,DC4,Zone6,Sub1,1904
241,DC4,Zone6,Sub2,2088
242,DC4,Zone6,Sub3,2015
243,DC4,Zone7,Sub1,570
244,DC4,Zone7,Sub2,520
245,DC4,Zone7,Sub3,448
246,DC4,Zone8,Sub1,2258
247,DC4,Zone8,Sub2,2251
248,DC4,Zone8,Sub3,2018
249,DC4,Zone9,Sub1,492
250,DC4,Zone9,Sub2,596
251,DC4,Zone9,Sub3,580
252,DC4,Zone10,Sub1,558
253,DC4,Zone10,Sub2,588
254,DC4,Zone10,Sub3,537
255,DC4,Zone11,Sub1,1863
256,DC4,Zone11,Sub2,1719
257,DC4,Zone11,Sub3,2000
258,DC4,Zone12,Sub1,1013
259,DC4,Zone12,Sub2,1151
260,DC4,Zone12,Sub3,897
261,DC4,Zone13,Sub1,1377
262,DC4,Zone13,Sub2,1501
263,DC4,Zone13,Sub3,1119
264,DC4,Zone14,Sub1,422
265,DC4,Zone14,Sub2,410
266,DC4,Zone14,Sub3,442
267,DC4,Zone15,Sub1,863
268,DC4,Zone15,Sub2,1005
269,DC4,Zone15,Sub3,946
270,DC4,Zone16,Sub1,1037
271,DC4,Zone16,Sub2,1043
272,DC4,Zone16,Sub3,1111
273,DC4,Zone17,Sub1,281
274,DC4,Zone17,Sub2,321
275,DC4,Zone17,Sub3,337
276,DC4,Zone18,Sub1,227
277,DC4,Zone18,Sub2,248
278,DC4,Zone18,Sub3,244
279,DC4,Zone19,Sub1,2081
280,DC4,Zone19,Sub2,2024
281,DC4,Zone19,Sub3,2302
282,DC4,Zone20,Sub1,1469
283,DC4,Zone20,Sub2,1366
284,DC4,Zone20,Sub3,1387
285,DC4,Zone21,Sub1,1245
286,DC4,Zone21,Sub2,1460
287,DC4,Zone21,Sub3,1427
288,DC4,Zone22,Sub1,1042
289,DC4,Zone22,Sub2,1119
290,DC4,Zone22,Sub3,1178
291,DC4,Zone23,Sub1,334
292,DC4,Zone23,Sub2,356
293,DC4,Zone23,Sub3,278
294,DC4,Zone24,Sub1,1060
295,DC4,Zone24,Sub2,849
296,DC4,Zone24,Sub3,957
297,DC4,Zone25,Sub1,1395
298,DC4,Zone25,Sub2,1432
299,DC4,Zone25,Sub3,1339
300,DC5,Zone1,Sub1,1572
301,DC5,Zone1,Sub2,1641
302,DC5,Zone1,Sub3,1283
303,DC5,Zone2,Sub1,1162
304,DC5,Zone2,Sub2,1239
305,DC5,Zone2,Sub3,1176
306,DC5,Zone3,Sub1,1311
307,DC5,Zone3,Sub2,1278
308,DC5,Zone3,Sub3,989
309,DC5,Zone4,Sub1,1354
310,DC5,Zone4,Sub2,1298
311,DC5,Zone4,Sub3,1348
312,DC5,Zone5,Sub1,2613
313,DC5,Zone5,Sub2,2714
314,DC5,Zone5,Sub3,2476
315,DC5,Zone6,Sub1,2193
316,DC5,Zone6,Sub2,2160
317,DC5,Zone6,Sub3,2473
318,DC5,Zone7,Sub1,449
319,DC5,Zone7,Sub2,547
320,DC5,Zone7,Sub3,571
321,DC5,Zone8,Sub1,1477
322,DC5,Zone8,Sub2,1690
323,DC5,Zone8,Sub3,1440
324,DC5,Zone9,Sub1,2633
325,DC5,Zone9,Sub2,2463
326,DC5,Zone9,Sub3,2295
327,DC5,Zone10,Sub1,418
328,DC5,Zone10,Sub2,361
329,DC5,Zone10,Sub3,346
330,DC5,Zone11,Sub1,706
331,DC5,Zone11,Sub2,873
332,DC5,Zone11,Sub3,759
333,DC5,Zone12,Sub1,1496
334,DC5,Zone12,Sub2,1509
335,DC5,Zone12,Sub3,1339
336,DC5,Zone13,Sub1,2115
337,DC5,Zone13,Sub2,2574
338,DC5,Zone13,Sub3,2669
339,DC5,Zone14,Sub1,838
340,DC5,Zone14,Sub2,892
341,DC5,Zone14,Sub3,829
342,DC5,Zone15,Sub1,1084
343,DC5,Zone15,Sub2,1181
344,DC5,Zone15,Sub3,1331
345,DC5,Zone16,Sub1,1589
346,DC5,Zone16,Sub2,1391
347,DC5,Zone16,Sub3,1550
348,DC5,Zone17,Sub1,2009
349,DC5,Zone17,Sub2,1900
350,DC5,Zone17,Sub3,2009
351,DC5,Zone18,Sub1,878
352,DC5,Zone18,Sub2,1003
353,DC5,Zone18,Sub3,944
354,DC5,Zone19,Sub1,1169
355,DC5,Zone19,Sub2,1231
356,DC5,Zone19,Sub3,985
357,DC5,Zone20,Sub1,1008
358,DC5,Zone20,Sub2,1020
359,DC5,Zone20,Sub3,1322
360,DC5,Zone21,Sub1,2321
361,DC5,Zone21,Sub2,2214
362,DC5,Zone21,Sub3,1825
363,DC5,Zone22,Sub1,1878
364,DC5,Zone22,Sub2,2058
365,DC5,Zone22,Sub3,2122
366,DC5,Zone23,Sub1,2076
367,DC5,Zone23,Sub2,1947
368,DC5,Zone23,Sub3,2416
369,DC5,Zone24,Sub1,2296
370,DC5,Zone24,Sub2,2028
371,DC5,Zone24,Sub3,2097
372,DC5,Zone25,Sub1,1924
373,DC5,Zone25,Sub2,2174
374,DC5,Zone25,Sub3,2301
375,DC6,Zone1,Sub1,298
376,DC6,Zone1,Sub2,240
377,DC6,Zone1,Sub3,291
378,DC6,Zone2,Sub1,1878
379,DC6,Zone2,Sub2,1650
380,DC6,Zone2,Sub3,1739
381,DC6,Zone3,Sub1,949
382,DC6,Zone3,Sub2,1024
383,DC6,Zone3,Sub3,890
384,DC6,Zone4,Sub1,1662
385,DC6,Zone4,Sub2,1539
386,DC6,Zone4,Sub3,1873
387,DC6,Zone5,Sub1,1557
388,DC6,Zone5,Sub2,1435
389,DC6,Zone5,Sub3,1534
390,DC6,Zone6,Sub1,262
391,DC6,Zone6,Sub2,237
392,DC6,Zone6,Sub3,254
393,DC6,Zone7,Sub1,2171
394,DC6,Zone7,Sub2,2255
395,DC6,Zone7,Sub3,2231
396,DC6,Zone8,Sub1,705
397,DC6,Zone8,Sub2,769
398,DC6,Zone8,Sub3,609
399,DC6,Zone9,Sub1,531
400,DC6,Zone9,Sub2,590
401,DC6,Zone9,Sub3,633
402,DC6,Zone10,Sub1,1800
403,DC6,Zone10,Sub2,1989
404,DC6,Zone10,Sub3,2205
405,DC6,Zone11,Sub1,1618
406,DC6,Zone11,Sub2,1475
407,DC6,Zone11,Sub3,1608
408,DC6,Zone12,Sub1,719
409,DC6,Zone12,Sub2,718
410,DC6,Zone12,Sub3,586
411,DC6,Zone13,Sub1,2129
412,DC6,Zone13,Sub2,2105
413,DC6,Zone13,Sub3,2456
414,DC6,Zone14,Sub1,2420
415,DC6,Zone14,Sub2,2385
416,DC6,Zone14,Sub3,2150
417,DC6,Zone15,Sub1,1952
418,DC6,Zone15,Sub2,1555
419,DC6,Zone15,Sub3,2027
420,DC6,Zone16,Sub1,1489
421,DC6,Zone16,Sub2,1889
422,DC6,Zone16,Sub3,1601
423,DC6,Zone17,Sub1,2294
424,DC6,Zone17,Sub2,1912
425,DC6,Zone17,Sub3,2180
426,DC6,Zone18,Sub1,222
427,DC6,Zone18,Sub2,221
428,DC6,Zone18,Sub3,283
429,DC6,Zone19,Sub1,910
430,DC6,Zone19,Sub2,975
431,DC6,Zone19,Sub3,749
432,DC6,Zone20,Sub1,1911
433,DC6,Zone20,Sub2,2129
434,DC6,Zone20,Sub3,2339
435,DC6,Zone21,Sub1,1654
436,DC6,Zone21,Sub2,1586
437,DC6,Zone21,Sub3,1958
438,DC6,Zone22,Sub1,751
439,DC6,Zone22,Sub2,871
440,DC6,Zone22,Sub3,892
441,DC6,Zone23,Sub1,1213
442,DC6,Zone23,Sub2,1515
443,DC6,Zone23,Sub3,1157
444,DC6,Zone24,Sub1,1168
445,DC6,Zone24,Sub2,1209
446,DC6,Zone24,Sub3,1369
447,DC6,Zone25,Sub1,1761
448,DC6,Zone25,Sub2,2257
449,DC6,Zone25,Sub3,1967
450,DC7,Zone1,Sub1,724
451,DC7,Zone1,Sub2,733
452,DC7,Zone1,Sub3,668
453,DC7,Zone2,Sub1,1991
454,DC7,Zone2,Sub2,2015
455,DC7,Zone2,Sub3,1948
456,DC7,Zone3,Sub1,1228
457,DC7,Zone3,Sub2,1254
458,DC7,Zone3,Sub3,1109
459,DC7,Zone4,Sub1,1380
460,DC7,Zone4,Sub2,1682
461,DC7,Zone4,Sub3,1501
462,DC7,Zone5,Sub1,1677
463,DC7,Zone5,Sub2,1452
464,DC7,Zone5,Sub3,1719
465,DC7,Zone6,Sub1,2069
466,DC7,Zone6,Sub2,2459
467,DC7,Zone6,Sub3,1927
468,DC7,Zone7,Sub1,1805
469,DC7,Zone7,Sub2,1835
470,DC7,Zone7,Sub3,1869
471,DC7,Zone8,Sub1,244
472,DC7,Zone8,Sub2,271
473,DC7,Zone8,Sub3,250
474,DC7,Zone9,Sub1,1607
475,DC7,Zone9,Sub2,1667
476,DC7,Zone9,Sub3,1356
477,DC7,Zone10,Sub1,2535
478,DC7,Zone10,Sub2,2396
479,DC7,Zone10,Sub3,2556
480,DC7,Zone11,Sub1,1229
481,DC7,Zone11,Sub2,1152
482,DC7,Zone11,Sub3,1391
483,DC7,Zone12,Sub1,1166
484,DC7,Zone12,Sub2,1496
485,DC7,Zone12,Sub3,1430
486,DC7,Zone13,Sub1,250
487,DC7,Zone13,Sub2,245
488,DC7,Zone13,Sub3,289
489,DC7,Zone14,Sub1,2568
490,DC7,Zone14,Sub2,2526
491,DC7,Zone14,Sub3,2428
492,DC7,Zone15,Sub1,1458
493,DC7,Zone15,Sub2,1545
494,DC7,Zone15,Sub3,1419
495,DC7,Zone16,Sub1,1448
496,DC7,Zone16,Sub2,1132
497,DC7,Zone16,Sub3,1214
498,DC7,Zone17,Sub1,1610
499,DC7,Zone17,Sub2,1620
500,DC7,Zone17,Sub3,1858
501,DC7,Zone18,Sub1,539
502,DC7,Zone18,Sub2,591
503,DC7,Zone18,Sub3,650
504,DC7,Zone19,Sub1,2432
505,DC7,Zone19,Sub2,2284
506,DC7,Zone19,Sub3,2433
507,DC7,Zone20,Sub1,317
508,DC7,Zone20,Sub2,334
509,DC7,Zone20,Sub3,307
510,DC7,Zone21,Sub1,536
511,DC7,Zone21,Sub2,545
512,DC7,Zone21,Sub3,475
513,DC7,Zone22,Sub1,1625
514,DC7,Zone22,Sub2,1790
515,DC7,Zone22,Sub3,1959
516,DC7,Zone23,Sub1,637
517,DC7,Zone23,Sub2,747
518,DC7,Zone23,Sub3,720
519,DC7,Zone24,Sub1,1548
520,DC7,Zone24,Sub2,1610
521,DC7,Zone24,Sub3,1488
522,DC7,Zone25,Sub1,1035
523,DC7,Zone25,Sub2,938
524,DC7,Zone25,Sub3,943
525,DC8,Zone1,Sub1,1489
526,DC8,Zone1,Sub2,1532
527,DC8,Zone1,Sub3,1736
528,DC8,Zone2,Sub1,1267
529,DC8,Zone2,Sub2,1153
530,DC8,Zone2,Sub3,1295
531,DC8,Zone3,Sub1,1105
532,DC8,Zone3,Sub2,1175
533,DC8,Zone3,Sub3,1143
534,DC8,Zone4,Sub1,336
535,DC8,Zone4,Sub2,287
536,DC8,Zone4,Sub3,312
537,DC8,Zone5,Sub1,852
538,DC8,Zone5,Sub2,969
539,DC8,Zone5,Sub3,796
540,DC8,Zone6,Sub1,2273
541,DC8,Zone6,Sub2,2415
542,DC8,Zone6,Sub3,1965
543,DC8,Zone7,Sub1,771
544,DC8,Zone7,Sub2,758
545,DC8,Zone7,Sub3,809
546,DC8,Zone8,Sub1,2399
547,DC8,Zone8,Sub2,2216
548,DC8,Zone8,Sub3,2274
549,DC8,Zone9,Sub1,193
550,DC8,Zone9,Sub2,193
551,DC8,Zone9,Sub3,239
552,DC8,Zone10,Sub1,1582
553,DC8,Zone10,Sub2,1385
554,DC8,Zone10,Sub3,1746
555,DC8,Zone11,Sub1,2398
556,DC8,Zone11,Sub2,2600
557,DC8,Zone11,Sub3,2542
558,DC8,Zone12,Sub1,544
559,DC8,Zone12,Sub2,442
560,DC8,Zone12,Sub3,472
561,DC8,Zone13,Sub1,2357
562,DC8,Zone13,Sub2,2353
563,DC8,Zone13,Sub3,2289
564,DC8,Zone14,Sub1,411
565,DC8,Zone14,Sub2,352
566,DC8,Zone14,Sub3,331
567,DC8,Zone15,Sub1,2622
568,DC8,Zone15,Sub2,2487
569,DC8,Zone15,Sub3,2374
570,DC8,Zone16,Sub1,423
571,DC8,Zone16,Sub2,429
572,DC8,Zone16,Sub3,512
573,DC8,Zone17,Sub1,2186
574,DC8,Zone17,Sub2,2146
575,DC8,Zone17,Sub3,2261
576,DC8,Zone18,Sub1,933
577,DC8,Zone18,Sub2,828
578,DC8,Zone18,Sub3,851
579,DC8,Zone19,Sub1,2046
580,DC8,Zone19,Sub2,2010
581,DC8,Zone19,Sub3,1754
582,DC8,Zone20,Sub1,1902
583,DC8,Zone20,Sub2,1961
584,DC8,Zone20,Sub3,1619
585,DC8,Zone21,Sub1,2199
586,DC8,Zone21,Sub2,2053
587,DC8,Zone21,Sub3,2156
588,DC8,Zone22,Sub1,362
589,DC8,Zone22,Sub2,340
590,DC8,Zone22,Sub3,326
591,DC8,Zone23,Sub1,719
592,DC8,Zone23,Sub2,617
593,DC8,Zone23,Sub3,661
594,DC8,Zone24,Sub1,1017
595,DC8,Zone24,Sub2,800
596,DC8,Zone24,Sub3,1005
597,DC8,Zone25,Sub1,556
598,DC8,Zone25,Sub2,591
599,DC8,Zone25,Sub3,654
600,DC9,Zone1,Sub1,987
601,DC9,Zone1,Sub2,1060
602,DC9,Zone1,Sub3,969
603,DC9,Zone2,Sub1,1131
604,DC9,Zone2,Sub2,989
605,DC9,Zone2,Sub3,1009
606,DC9,Zone3,Sub1,1100
607,DC9,Zone3,Sub2,1061
608,DC9,Zone3,Sub3,1035
609,DC9,Zone4,Sub1,1712
610,DC9,Zone4,Sub2,1987
611,DC9,Zone4,Sub3,1652
612,DC9,Zone5,Sub1,1565
613,DC9,Zone5,Sub2,1446
614,DC9,Zone5,Sub3,1279
615,DC9,Zone6,Sub1,2591
616,DC9,Zone6,Sub2,2084
617,DC9,Zone6,Sub3,2379
618,DC9,Zone7,Sub1,1962
619,DC9,Zone7,Sub2,1790
620,DC9,Zone7,Sub3,1530
621,DC9,Zone8,Sub1,1005
622,DC9,Zone8,Sub2,976
623,DC9,Zone8,Sub3,1045
624,DC9,Zone9,Sub1,2458
625,DC9,Zone9,Sub2,2030
626,DC9,Zone9,Sub3,2429
627,DC9,Zone10,Sub1,2185
628,DC9,Zone10,Sub2,2207
629,DC9,Zone10,Sub3,2136
630,DC9,Zone11,Sub1,418
631,DC9,Zone11,Sub2,422
632,DC9,Zone11,Sub3,471
633,DC9,Zone12,Sub1,1595
634,DC9,Zone12,Sub2,1517
635,DC9,Zone12,Sub3,1414
636,DC9,Zone13,Sub1,2331
637,DC9,Zone13,Sub2,2194
638,DC9,Zone13,Sub3,2240
639,DC9,Zone14,Sub1,2211
640,DC9,Zone14,Sub2,2388
641,DC9,Zone14,Sub3,2389
642,DC9,Zone15,Sub1,310
643,DC9,Zone15,Sub2,390
644,DC9,Zone15,Sub3,326
645,DC9,Zone16,Sub1,875
646,DC9,Zone16,Sub2,1074
647,DC9,Zone16,Sub3,965
648,DC9,Zone17,Sub1,387
649,DC9,Zone17,Sub2,404
650,DC9,Zone17,Sub3,382
651,DC9,Zone18,Sub1,1076
652,DC9,Zone18,Sub2,928
653,DC9,Zone18,Sub3,1000
654,DC9,Zone19,Sub1,2110
655,DC9,Zone19,Sub2,2035
656,DC9,Zone19,Sub3,2151
657,DC9,Zone20,Sub1,285
658,DC9,Zone20,Sub2,283
659,DC9,Zone20,Sub3,297
660,DC9,Zone21,Sub1,1420
661,DC9,Zone21,Sub2,1280
662,DC9,Zone21,Sub3,1356
663,DC9,Zone22,Sub1,496
664,DC9,Zone22,Sub2,461
665,DC9,Zone22,Sub3,560
666,DC9,Zone23,Sub1,376
667,DC9,Zone23,Sub2,447
668,DC9,Zone23,Sub3,363
669,DC9,Zone24,Sub1,2256
670,DC9,Zone24,Sub2,2326
671,DC9,Zone24,Sub3,2158
672,DC9,Zone25,Sub1,743
673,DC9,Zone25,Sub2,848
674,DC9,Zone25,Sub3,867
