,Center,DemandZone,Subsection,TollCost
195,DC3,Zone16,Sub1,1339
196,DC3,Zone16,Sub2,1292
197,DC3,Zone16,Sub3,1144
198,DC3,Zone17,Sub1,6058
199,DC3,Zone17,Sub2,4702
200,DC3,Zone17,Sub3,2588
201,DC3,Zone18,Sub1,7360
202,DC3,Zone18,Sub2,3102
203,DC3,Zone18,Sub3,2701
204,DC3,Zone19,Sub1,3379
205,DC3,Zone19,Sub2,0
206,DC3,Zone19,Sub3,0
207,DC3,Zone20,Sub1,7415
208,DC3,Zone20,Sub2,3927
209,DC3,Zone20,Sub3,11222
210,DC3,Zone21,Sub1,0
211,DC3,Zone21,Sub2,4310
212,DC3,Zone21,Sub3,0
213,DC3,Zone22,Sub1,7554
214,DC3,Zone22,Sub2,4152
215,DC3,Zone22,Sub3,0
216,DC3,Zone23,Sub1,1068
217,DC3,Zone23,Sub2,0
218,DC3,Zone23,Sub3,411
219,DC3,Zone24,Sub1,4029
220,DC3,Zone24,Sub2,4152
221,DC3,Zone24,Sub3,1966
222,DC3,Zone25,Sub1,11139
223,DC3,Zone25,Sub2,0
224,DC3,Zone25,Sub3,5220
225,DC4,Zone1,Sub1,7210
226,DC4,Zone1,Sub2,0
227,DC4,Zone1,Sub3,6552
228,DC4,Zone2,Sub1,0
229,DC4,Zone2,Sub2,4264
230,DC4,Zone2,Sub3,2018
231,DC4,Zone3,Sub1,1583
232,DC4,Zone3,Sub2,2083
233,DC4,Zone3,Sub3,2020
234,DC4,Zone4,Sub1,797
235,DC4,Zone4,Sub2,893
236,DC4,Zone4,Sub3,0
237,DC4,Zone5,Sub1,10101
238,DC4,Zone5,Sub2,8215
239,DC4,Zone5,Sub3,5883
240,DC4,Zone6,Sub1,6269
241,DC4,Zone6,Sub2,0
242,DC4,Zone6,Sub3,6496
243,DC4,Zone7,Sub1,1160
244,DC4,Zone7,Sub2,1536
245,DC4,Zone7,Sub3,1741
246,DC4,Zone8,Sub1,10800
247,DC4,Zone8,Sub2,0
248,DC4,Zone8,Sub3,8893
249,DC4,Zone9,Sub1,0
250,DC4,Zone9,Sub2,0
251,DC4,Zone9,Sub3,0
252,DC4,Zone10,Sub1,2774
253,DC4,Zone10,Sub2,2758
254,DC4,Zone10,Sub3,1931
255,DC4,Zone11,Sub1,0
256,DC4,Zone11,Sub2,0
257,DC4,Zone11,Sub3,5973
258,DC4,Zone12,Sub1,2675
259,DC4,Zone12,Sub2,4980
260,DC4,Zone12,Sub3,0
261,DC4,Zone13,Sub1,6482
262,DC4,Zone13,Sub2,5029
263,DC4,Zone13,Sub3,3811
264,DC4,Zone14,Sub1,724
265,DC4,Zone14,Sub2,1165
266,DC4,Zone14,Sub3,1961
267,DC4,Zone15,Sub1,2697
268,DC4,Zone15,Sub2,3500
269,DC4,Zone15,Sub3,3225
270,DC4,Zone16,Sub1,4583
271,DC4,Zone16,Sub2,5129
272,DC4,Zone16,Sub3,3907
273,DC4,Zone17,Sub1,1019
274,DC4,Zone17,Sub2,1012
275,DC4,Zone17,Sub3,1430
276,DC4,Zone18,Sub1,1109
277,DC4,Zone18,Sub2,817
278,DC4,Zone18,Sub3,675
279,DC4,Zone19,Sub1,6632
280,DC4,Zone19,Sub2,9291
281,DC4,Zone19,Sub3,8770
282,DC4,Zone20,Sub1,7012
283,DC4,Zone20,Sub2,4519
284,DC4,Zone20,Sub3,5118
285,DC4,Zone21,Sub1,2527
286,DC4,Zone21,Sub2,7036
287,DC4,Zone21,Sub3,5638
288,DC4,Zone22,Sub1,4063
289,DC4,Zone22,Sub2,2438
290,DC4,Zone22,Sub3,2459
291,DC4,Zone23,Sub1,1097
292,DC4,Zone23,Sub2,1517
293,DC4,Zone23,Sub3,927
294,DC4,Zone24,Sub1,3906
295,DC4,Zone24,Sub2,4119
296,DC4,Zone24,Sub3,2699
297,DC4,Zone25,Sub1,2893
298,DC4,Zone25,Sub2,0
299,DC4,Zone25,Sub3,2455
300,DC5,Zone1,Sub1,6010
301,DC5,Zone1,Sub2,6643
302,DC5,Zone1,Sub3,6231
303,DC5,Zone2,Sub1,0
304,DC5,Zone2,Sub2,2073
305,DC5,Zone2,Sub3,3264
306,DC5,Zone3,Sub1,6372
307,DC5,Zone3,Sub2,0
308,DC5,Zone3,Sub3,0
309,DC5,Zone4,Sub1,3608
310,DC5,Zone4,Sub2,0
311,DC5,Zone4,Sub3,0
312,DC5,Zone5,Sub1,5823
313,DC5,Zone5,Sub2,8829
314,DC5,Zone5,Sub3,0
315,DC5,Zone6,Sub1,0
316,DC5,Zone6,Sub2,7037
317,DC5,Zone6,Sub3,0
318,DC5,Zone7,Sub1,1383
319,DC5,Zone7,Sub2,2096
320,DC5,Zone7,Sub3,0
321,DC5,Zone8,Sub1,4483
322,DC5,Zone8,Sub2,5648
323,DC5,Zone8,Sub3,4216
324,DC5,Zone9,Sub1,5367
325,DC5,Zone9,Sub2,0
326,DC5,Zone9,Sub3,4068
327,DC5,Zone10,Sub1,1245
328,DC5,Zone10,Sub2,612
329,DC5,Zone10,Sub3,1416
330,DC5,Zone11,Sub1,2347
331,DC5,Zone11,Sub2,1925
332,DC5,Zone11,Sub3,2195
333,DC5,Zone12,Sub1,0
334,DC5,Zone12,Sub2,4857
335,DC5,Zone12,Sub3,2294
336,DC5,Zone13,Sub1,5671
337,DC5,Zone13,Sub2,5204
338,DC5,Zone13,Sub3,10378
339,DC5,Zone14,Sub1,3523
340,DC5,Zone14,Sub2,0
341,DC5,Zone14,Sub3,3117
342,DC5,Zone15,Sub1,0
343,DC5,Zone15,Sub2,5122
344,DC5,Zone15,Sub3,2330
345,DC5,Zone16,Sub1,4145
346,DC5,Zone16,Sub2,5641
347,DC5,Zone16,Sub3,0
348,DC5,Zone17,Sub1,3387
349,DC5,Zone17,Sub2,0
350,DC5,Zone17,Sub3,7910
351,DC5,Zone18,Sub1,0
352,DC5,Zone18,Sub2,4996
353,DC5,Zone18,Sub3,4575
354,DC5,Zone19,Sub1,3934
355,DC5,Zone19,Sub2,2859
356,DC5,Zone19,Sub3,0
357,DC5,Zone20,Sub1,3948
358,DC5,Zone20,Sub2,0
359,DC5,Zone20,Sub3,0
360,DC5,Zone21,Sub1,9483
361,DC5,Zone21,Sub2,4783
362,DC5,Zone21,Sub3,4943
363,DC5,Zone22,Sub1,5949
364,DC5,Zone22,Sub2,8156
365,DC5,Zone22,Sub3,0
366,DC5,Zone23,Sub1,5871
367,DC5,Zone23,Sub2,4333
368,DC5,Zone23,Sub3,4379
369,DC5,Zone24,Sub1,8827
370,DC5,Zone24,Sub2,6917
371,DC5,Zone24,Sub3,9439
372,DC5,Zone25,Sub1,4306
373,DC5,Zone25,Sub2,0
374,DC5,Zone25,Sub3,0
375,DC6,Zone1,Sub1,0
376,DC6,Zone1,Sub2,1046
377,DC6,Zone1,Sub3,821
378,DC6,Zone2,Sub1,7085
379,DC6,Zone2,Sub2,7877
380,DC6,Zone2,Sub3,3001
381,DC6,Zone3,Sub1,0
382,DC6,Zone3,Sub2,2746
383,DC6,Zone3,Sub3,3504
384,DC6,Zone4,Sub1,5113
385,DC6,Zone4,Sub2,3637
386,DC6,Zone4,Sub3,7155
387,DC6,Zone5,Sub1,0
388,DC6,Zone5,Sub2,0
389,DC6,Zone5,Sub3,5602
390,DC6,Zone6,Sub1,0
391,DC6,Zone6,Sub2,1138
392,DC6,Zone6,Sub3,721
393,DC6,Zone7,Sub1,0
394,DC6,Zone7,Sub2,9671
395,DC6,Zone7,Sub3,8320
396,DC6,Zone8,Sub1,2977
397,DC6,Zone8,Sub2,1343
398,DC6,Zone8,Sub3,0
399,DC6,Zone9,Sub1,2323
400,DC6,Zone9,Sub2,2646
401,DC6,Zone9,Sub3,1513
402,DC6,Zone10,Sub1,0
403,DC6,Zone10,Sub2,6281
404,DC6,Zone10,Sub3,0
405,DC6,Zone11,Sub1,0
406,DC6,Zone11,Sub2,5138
407,DC6,Zone11,Sub3,6828
408,DC6,Zone12,Sub1,2266
409,DC6,Zone12,Sub2,2626
410,DC6,Zone12,Sub3,1704
411,DC6,Zone13,Sub1,0
412,DC6,Zone13,Sub2,3277
413,DC6,Zone13,Sub3,9589
414,DC6,Zone14,Sub1,7828
415,DC6,Zone14,Sub2,7616
416,DC6,Zone14,Sub3,7701
417,DC6,Zone15,Sub1,0
418,DC6,Zone15,Sub2,0
419,DC6,Zone15,Sub3,7586
420,DC6,Zone16,Sub1,0
421,DC6,Zone16,Sub2,4000
422,DC6,Zone16,Sub3,5942
423,DC6,Zone17,Sub1,0
424,DC6,Zone17,Sub2,7823
425,DC6,Zone17,Sub3,0
426,DC6,Zone18,Sub1,790
427,DC6,Zone18,Sub2,872
428,DC6,Zone18,Sub3,0
429,DC6,Zone19,Sub1,2639
430,DC6,Zone19,Sub2,4835
431,DC6,Zone19,Sub3,1521
432,DC6,Zone20,Sub1,7464
433,DC6,Zone20,Sub2,0
434,DC6,Zone20,Sub3,0
435,DC6,Zone21,Sub1,3767
436,DC6,Zone21,Sub2,3569
437,DC6,Zone21,Sub3,4329
438,DC6,Zone22,Sub1,0
439,DC6,Zone22,Sub2,4101
440,DC6,Zone22,Sub3,2518
441,DC6,Zone23,Sub1,4155
442,DC6,Zone23,Sub2,6604
443,DC6,Zone23,Sub3,5490
444,DC6,Zone24,Sub1,2405
445,DC6,Zone24,Sub2,2935
446,DC6,Zone24,Sub3,4745
447,DC6,Zone25,Sub1,7628
448,DC6,Zone25,Sub2,10382
449,DC6,Zone25,Sub3,5118
450,DC7,Zone1,Sub1,2724
451,DC7,Zone1,Sub2,3129
452,DC7,Zone1,Sub3,2494
453,DC7,Zone2,Sub1,0
454,DC7,Zone2,Sub2,7715
455,DC7,Zone2,Sub3,0
456,DC7,Zone3,Sub1,0
457,DC7,Zone3,Sub2,6171
458,DC7,Zone3,Sub3,2529
459,DC7,Zone4,Sub1,2821
460,DC7,Zone4,Sub2,3009
461,DC7,Zone4,Sub3,2364
462,DC7,Zone5,Sub1,2635
463,DC7,Zone5,Sub2,3362
464,DC7,Zone5,Sub3,8109
465,DC7,Zone6,Sub1,0
466,DC7,Zone6,Sub2,0
467,DC7,Zone6,Sub3,4664
468,DC7,Zone7,Sub1,7735
469,DC7,Zone7,Sub2,0
470,DC7,Zone7,Sub3,7605
471,DC7,Zone8,Sub1,0
472,DC7,Zone8,Sub2,1061
473,DC7,Zone8,Sub3,465
474,DC7,Zone9,Sub1,3417
475,DC7,Zone9,Sub2,8006
476,DC7,Zone9,Sub3,0
477,DC7,Zone10,Sub1,5258
478,DC7,Zone10,Sub2,7858
479,DC7,Zone10,Sub3,5285
480,DC7,Zone11,Sub1,6002
481,DC7,Zone11,Sub2,3518
482,DC7,Zone11,Sub3,6658
483,DC7,Zone12,Sub1,2229
484,DC7,Zone12,Sub2,6957
485,DC7,Zone12,Sub3,3508
486,DC7,Zone13,Sub1,1228
487,DC7,Zone13,Sub2,952
488,DC7,Zone13,Sub3,480
489,DC7,Zone14,Sub1,7951
490,DC7,Zone14,Sub2,12089
491,DC7,Zone14,Sub3,5669
492,DC7,Zone15,Sub1,3140
493,DC7,Zone15,Sub2,6997
494,DC7,Zone15,Sub3,0
495,DC7,Zone16,Sub1,7222
496,DC7,Zone16,Sub2,4344
497,DC7,Zone16,Sub3,2726
498,DC7,Zone17,Sub1,3055
499,DC7,Zone17,Sub2,4878
500,DC7,Zone17,Sub3,0
501,DC7,Zone18,Sub1,2534
502,DC7,Zone18,Sub2,1207
503,DC7,Zone18,Sub3,1477
504,DC7,Zone19,Sub1,0
505,DC7,Zone19,Sub2,10464
506,DC7,Zone19,Sub3,5759
507,DC7,Zone20,Sub1,673
508,DC7,Zone20,Sub2,1572
509,DC7,Zone20,Sub3,909
510,DC7,Zone21,Sub1,1243
511,DC7,Zone21,Sub2,0
512,DC7,Zone21,Sub3,1605
513,DC7,Zone22,Sub1,2552
514,DC7,Zone22,Sub2,0
515,DC7,Zone22,Sub3,9639
516,DC7,Zone23,Sub1,2673
517,DC7,Zone23,Sub2,1513
518,DC7,Zone23,Sub3,2629
519,DC7,Zone24,Sub1,0
520,DC7,Zone24,Sub2,3862
521,DC7,Zone24,Sub3,0
522,DC7,Zone25,Sub1,3203
523,DC7,Zone25,Sub2,0
524,DC7,Zone25,Sub3,4273
525,DC8,Zone1,Sub1,0
526,DC8,Zone1,Sub2,4524
527,DC8,Zone1,Sub3,7537
528,DC8,Zone2,Sub1,3863
529,DC8,Zone2,Sub2,3526
530,DC8,Zone2,Sub3,6034
531,DC8,Zone3,Sub1,3154
532,DC8,Zone3,Sub2,2475
533,DC8,Zone3,Sub3,0
534,DC8,Zone4,Sub1,682
535,DC8,Zone4,Sub2,0
536,DC8,Zone4,Sub3,779
537,DC8,Zone5,Sub1,2525
538,DC8,Zone5,Sub2,4570
539,DC8,Zone5,Sub3,1368
540,DC8,Zone6,Sub1,4422
541,DC8,Zone6,Sub2,7319
542,DC8,Zone6,Sub3,8910
543,DC8,Zone7,Sub1,0
544,DC8,Zone7,Sub2,1535
545,DC8,Zone7,Sub3,2162
546,DC8,Zone8,Sub1,4714
547,DC8,Zone8,Sub2,6665
548,DC8,Zone8,Sub3,0
549,DC8,Zone9,Sub1,918
550,DC8,Zone9,Sub2,852
551,DC8,Zone9,Sub3,447
552,DC8,Zone10,Sub1,6818
553,DC8,Zone10,Sub2,3835
554,DC8,Zone10,Sub3,7260
555,DC8,Zone11,Sub1,0
556,DC8,Zone11,Sub2,11917
557,DC8,Zone11,Sub3,5157
558,DC8,Zone12,Sub1,1165
559,DC8,Zone12,Sub2,1826
560,DC8,Zone12,Sub3,1827
561,DC8,Zone13,Sub1,5420
562,DC8,Zone13,Sub2,7347
563,DC8,Zone13,Sub3,8593
564,DC8,Zone14,Sub1,0
565,DC8,Zone14,Sub2,0
566,DC8,Zone14,Sub3,0
567,DC8,Zone15,Sub1,0
568,DC8,Zone15,Sub2,10810
569,DC8,Zone15,Sub3,8271
570,DC8,Zone16,Sub1,2096
571,DC8,Zone16,Sub2,1129
572,DC8,Zone16,Sub3,1696
573,DC8,Zone17,Sub1,4959
574,DC8,Zone17,Sub2,4787
575,DC8,Zone17,Sub3,4802
576,DC8,Zone18,Sub1,1540
577,DC8,Zone18,Sub2,2434
578,DC8,Zone18,Sub3,0
579,DC8,Zone19,Sub1,0
580,DC8,Zone19,Sub2,4188
581,DC8,Zone19,Sub3,6815
582,DC8,Zone20,Sub1,6866
583,DC8,Zone20,Sub2,4339
584,DC8,Zone20,Sub3,6951
585,DC8,Zone21,Sub1,6455
586,DC8,Zone21,Sub2,0
587,DC8,Zone21,Sub3,3348
588,DC8,Zone22,Sub1,638
589,DC8,Zone22,Sub2,874
590,DC8,Zone22,Sub3,936
591,DC8,Zone23,Sub1,2226
592,DC8,Zone23,Sub2,1189
593,DC8,Zone23,Sub3,0
594,DC8,Zone24,Sub1,4547
595,DC8,Zone24,Sub2,1337
596,DC8,Zone24,Sub3,3816
597,DC8,Zone25,Sub1,1139
598,DC8,Zone25,Sub2,2368
599,DC8,Zone25,Sub3,1628
600,DC9,Zone1,Sub1,3810
601,DC9,Zone1,Sub2,3511
602,DC9,Zone1,Sub3,2001
603,DC9,Zone2,Sub1,2643
604,DC9,Zone2,Sub2,2856
605,DC9,Zone2,Sub3,4696
606,DC9,Zone3,Sub1,1848
607,DC9,Zone3,Sub2,2199
608,DC9,Zone3,Sub3,2280
609,DC9,Zone4,Sub1,0
610,DC9,Zone4,Sub2,8445
611,DC9,Zone4,Sub3,2511
612,DC9,Zone5,Sub1,4621
613,DC9,Zone5,Sub2,6278
614,DC9,Zone5,Sub3,4238
615,DC9,Zone6,Sub1,0
616,DC9,Zone6,Sub2,7405
617,DC9,Zone6,Sub3,6011
618,DC9,Zone7,Sub1,7552
619,DC9,Zone7,Sub2,6359
620,DC9,Zone7,Sub3,0
621,DC9,Zone8,Sub1,4699
622,DC9,Zone8,Sub2,2541
623,DC9,Zone8,Sub3,1682
624,DC9,Zone9,Sub1,0
625,DC9,Zone9,Sub2,5107
626,DC9,Zone9,Sub3,0
627,DC9,Zone10,Sub1,0
628,DC9,Zone10,Sub2,5145
629,DC9,Zone10,Sub3,9960
630,DC9,Zone11,Sub1,1340
631,DC9,Zone11,Sub2,1499
632,DC9,Zone11,Sub3,1859
633,DC9,Zone12,Sub1,5691
634,DC9,Zone12,Sub2,3416
635,DC9,Zone12,Sub3,4388
636,DC9,Zone13,Sub1,7363
637,DC9,Zone13,Sub2,3786
638,DC9,Zone13,Sub3,9557
639,DC9,Zone14,Sub1,9501
640,DC9,Zone14,Sub2,7159
641,DC9,Zone14,Sub3,7968
642,DC9,Zone15,Sub1,0
643,DC9,Zone15,Sub2,795
644,DC9,Zone15,Sub3,1122
645,DC9,Zone16,Sub1,0
646,DC9,Zone16,Sub2,0
647,DC9,Zone16,Sub3,2109
648,DC9,Zone17,Sub1,0
649,DC9,Zone17,Sub2,1337
650,DC9,Zone17,Sub3,855
651,DC9,Zone18,Sub1,4418
652,DC9,Zone18,Sub2,3786
653,DC9,Zone18,Sub3,3882
654,DC9,Zone19,Sub1,6337
655,DC9,Zone19,Sub2,9700
656,DC9,Zone19,Sub3,5940
657,DC9,Zone20,Sub1,788
658,DC9,Zone20,Sub2,493
659,DC9,Zone20,Sub3,0
660,DC9,Zone21,Sub1,0
661,DC9,Zone21,Sub2,2749
662,DC9,Zone21,Sub3,2292
663,DC9,Zone22,Sub1,1788
664,DC9,Zone22,Sub2,0
665,DC9,Zone22,Sub3,1446
666,DC9,Zone23,Sub1,0
667,DC9,Zone23,Sub2,1123
668,DC9,Zone23,Sub3,992
669,DC9,Zone24,Sub1,7386
670,DC9,Zone24,Sub2,8400
671,DC9,Zone24,Sub3,4381
672,DC9,Zone25,Sub1,1938
673,DC9,Zone25,Sub2,1793
674,DC9,Zone25,Sub3,3820
