,Center,DemandZone,Subsection,TollCost
111,DC2,Zone13,Sub1,0
112,DC2,Zone13,Sub2,5597
113,DC2,Zone13,Sub3,11069
114,DC2,Zone14,Sub1,849
115,DC2,Zone14,Sub2,1771
116,DC2,Zone14,Sub3,0
117,DC2,Zone15,Sub1,0
118,DC2,Zone15,Sub2,0
119,DC2,Zone15,Sub3,351
120,DC2,Zone16,Sub1,5888
121,DC2,Zone16,Sub2,4227
122,DC2,Zone16,Sub3,4127
123,DC2,Zone17,Sub1,5511
124,DC2,Zone17,Sub2,6560
125,DC2,Zone17,Sub3,3765
126,DC2,Zone18,Sub1,0
127,DC2,Zone18,Sub2,6672
128,DC2,Zone18,Sub3,3878
129,DC2,Zone19,Sub1,11773
130,DC2,Zone19,Sub2,4673
131,DC2,Zone19,Sub3,9849
132,DC2,Zone20,Sub1,3715
133,DC2,Zone20,Sub2,7104
134,DC2,Zone20,Sub3,7205
135,DC2,Zone21,Sub1,1180
136,DC2,Zone21,Sub2,883
137,DC2,Zone21,Sub3,1669
138,DC2,Zone22,Sub1,8129
139,DC2,Zone22,Sub2,7783
140,DC2,Zone22,Sub3,6641
141,DC2,Zone23,Sub1,6442
142,DC2,Zone23,Sub2,3109
143,DC2,Zone23,Sub3,0
144,DC2,Zone24,Sub1,3349
145,DC2,Zone24,Sub2,3590
146,DC2,Zone24,Sub3,4241
147,DC2,Zone25,Sub1,6163
148,DC2,Zone25,Sub2,6680
149,DC2,Zone25,Sub3,0
150,DC3,Zone1,Sub1,4983
151,DC3,Zone1,Sub2,5181
152,DC3,Zone1,Sub3,6315
153,DC3,Zone2,Sub1,0
154,DC3,Zone2,Sub2,0
155,DC3,Zone2,Sub3,998
156,DC3,Zone3,Sub1,6058
157,DC3,Zone3,Sub2,0
158,DC3,Zone3,Sub3,4631
159,DC3,Zone4,Sub1,3236
160,DC3,Zone4,Sub2,3613
161,DC3,Zone4,Sub3,0
162,DC3,Zone5,Sub1,1774
163,DC3,Zone5,Sub2,4855
164,DC3,Zone5,Sub3,3769
165,DC3,Zone6,Sub1,2585
166,DC3,Zone6,Sub2,3775
167,DC3,Zone6,Sub3,4611
168,DC3,Zone7,Sub1,0
169,DC3,Zone7,Sub2,7610
170,DC3,Zone7,Sub3,5536
171,DC3,Zone8,Sub1,4867
172,DC3,Zone8,Sub2,0
173,DC3,Zone8,Sub3,9190
174,DC3,Zone9,Sub1,12389
175,DC3,Zone9,Sub2,10280
176,DC3,Zone9,Sub3,11100
177,DC3,Zone10,Sub1,2914
178,DC3,Zone10,Sub2,5469
179,DC3,Zone10,Sub3,0
180,DC3,Zone11,Sub1,10288
181,DC3,Zone11,Sub2,6746
182,DC3,Zone11,Sub3,4796
183,DC3,Zone12,Sub1,5303
184,DC3,Zone12,Sub2,2492
185,DC3,Zone12,Sub3,5744
186,DC3,Zone13,Sub1,4645
187,DC3,Zone13,Sub2,7071
188,DC3,Zone13,Sub3,9965
189,DC3,Zone14,Sub1,5157
190,DC3,Zone14,Sub2,5990
191,DC3,Zone14,Sub3,3011
192,DC3,Zone15,Sub1,4180
193,DC3,Zone15,Sub2,5745
194,DC3,Zone15,Sub3,4554
195,DC3,Zone16,Sub1,6430
196,DC3,Zone16,Sub2,9735
197,DC3,Zone16,Sub3,9934
198,DC3,Zone17,Sub1,3306
199,DC3,Zone17,Sub2,2705
200,DC3,Zone17,Sub3,1910
201,DC3,Zone18,Sub1,4046
202,DC3,Zone18,Sub2,5313
203,DC3,Zone18,Sub3,5981
204,DC3,Zone19,Sub1,2722
205,DC3,Zone19,Sub2,2758
206,DC3,Zone19,Sub3,1227
207,DC3,Zone20,Sub1,1419
208,DC3,Zone20,Sub2,0
209,DC3,Zone20,Sub3,0
210,DC3,Zone21,Sub1,3379
211,DC3,Zone21,Sub2,2143
212,DC3,Zone21,Sub3,0
213,DC3,Zone22,Sub1,0
214,DC3,Zone22,Sub2,0
215,DC3,Zone22,Sub3,4688
216,DC3,Zone23,Sub1,5680
217,DC3,Zone23,Sub2,11074
218,DC3,Zone23,Sub3,6861
219,DC3,Zone24,Sub1,0
220,DC3,Zone24,Sub2,4704
221,DC3,Zone24,Sub3,0
222,DC3,Zone25,Sub1,2829
223,DC3,Zone25,Sub2,2898
224,DC3,Zone25,Sub3,3860
225,DC4,Zone1,Sub1,1959
226,DC4,Zone1,Sub2,0
227,DC4,Zone1,Sub3,2306
228,DC4,Zone2,Sub1,0
229,DC4,Zone2,Sub2,6508
230,DC4,Zone2,Sub3,10335
231,DC4,Zone3,Sub1,6703
232,DC4,Zone3,Sub2,9570
233,DC4,Zone3,Sub3,8222
234,DC4,Zone4,Sub1,8227
235,DC4,Zone4,Sub2,5144
236,DC4,Zone4,Sub3,0
237,DC4,Zone5,Sub1,540
238,DC4,Zone5,Sub2,577
239,DC4,Zone5,Sub3,589
240,DC4,Zone6,Sub1,7285
241,DC4,Zone6,Sub2,6002
242,DC4,Zone6,Sub3,4230
243,DC4,Zone7,Sub1,0
244,DC4,Zone7,Sub2,0
245,DC4,Zone7,Sub3,2923
246,DC4,Zone8,Sub1,3071
247,DC4,Zone8,Sub2,7334
248,DC4,Zone8,Sub3,3134
249,DC4,Zone9,Sub1,6834
250,DC4,Zone9,Sub2,8800
251,DC4,Zone9,Sub3,9856
252,DC4,Zone10,Sub1,11157
253,DC4,Zone10,Sub2,10582
254,DC4,Zone10,Sub3,10408
255,DC4,Zone11,Sub1,2790
256,DC4,Zone11,Sub2,3944
257,DC4,Zone11,Sub3,3730
258,DC4,Zone12,Sub1,1087
259,DC4,Zone12,Sub2,1682
260,DC4,Zone12,Sub3,779
261,DC4,Zone13,Sub1,7417
262,DC4,Zone13,Sub2,5448
263,DC4,Zone13,Sub3,0
264,DC4,Zone14,Sub1,0
265,DC4,Zone14,Sub2,1322
266,DC4,Zone14,Sub3,0
267,DC4,Zone15,Sub1,0
268,DC4,Zone15,Sub2,1083
269,DC4,Zone15,Sub3,997
270,DC4,Zone16,Sub1,2718
271,DC4,Zone16,Sub2,6066
272,DC4,Zone16,Sub3,4045
273,DC4,Zone17,Sub1,2002
274,DC4,Zone17,Sub2,579
275,DC4,Zone17,Sub3,1227
276,DC4,Zone18,Sub1,6910
277,DC4,Zone18,Sub2,0
278,DC4,Zone18,Sub3,5587
279,DC4,Zone19,Sub1,8757
280,DC4,Zone19,Sub2,8384
281,DC4,Zone19,Sub3,10183
282,DC4,Zone20,Sub1,2738
283,DC4,Zone20,Sub2,6738
284,DC4,Zone20,Sub3,4602
285,DC4,Zone21,Sub1,1574
286,DC4,Zone21,Sub2,1506
287,DC4,Zone21,Sub3,1350
288,DC4,Zone22,Sub1,4460
289,DC4,Zone22,Sub2,3723
290,DC4,Zone22,Sub3,0
291,DC4,Zone23,Sub1,6169
292,DC4,Zone23,Sub2,7489
293,DC4,Zone23,Sub3,3704
294,DC4,Zone24,Sub1,5247
295,DC4,Zone24,Sub2,0
296,DC4,Zone24,Sub3,2072
297,DC4,Zone25,Sub1,10887
298,DC4,Zone25,Sub2,7204
299,DC4,Zone25,Sub3,10707
300,DC5,Zone1,Sub1,2272
301,DC5,Zone1,Sub2,1720
302,DC5,Zone1,Sub3,1848
303,DC5,Zone2,Sub1,0
304,DC5,Zone2,Sub2,3080
305,DC5,Zone2,Sub3,3196
306,DC5,Zone3,Sub1,2747
307,DC5,Zone3,Sub2,3011
308,DC5,Zone3,Sub3,0
309,DC5,Zone4,Sub1,3960
310,DC5,Zone4,Sub2,0
311,DC5,Zone4,Sub3,0
312,DC5,Zone5,Sub1,8753
313,DC5,Zone5,Sub2,9667
314,DC5,Zone5,Sub3,4983
315,DC5,Zone6,Sub1,8078
316,DC5,Zone6,Sub2,10893
317,DC5,Zone6,Sub3,10671
318,DC5,Zone7,Sub1,3393
319,DC5,Zone7,Sub2,4793
320,DC5,Zone7,Sub3,4950
321,DC5,Zone8,Sub1,0
322,DC5,Zone8,Sub2,5392
323,DC5,Zone8,Sub3,1979
324,DC5,Zone9,Sub1,5522
325,DC5,Zone9,Sub2,7716
326,DC5,Zone9,Sub3,11771
327,DC5,Zone10,Sub1,0
328,DC5,Zone10,Sub2,0
329,DC5,Zone10,Sub3,1520
330,DC5,Zone11,Sub1,7235
331,DC5,Zone11,Sub2,7374
332,DC5,Zone11,Sub3,4613
333,DC5,Zone12,Sub1,6932
334,DC5,Zone12,Sub2,6859
335,DC5,Zone12,Sub3,4397
336,DC5,Zone13,Sub1,3428
337,DC5,Zone13,Sub2,11217
338,DC5,Zone13,Sub3,10135
339,DC5,Zone14,Sub1,11986
340,DC5,Zone14,Sub2,6429
341,DC5,Zone14,Sub3,10700
342,DC5,Zone15,Sub1,0
343,DC5,Zone15,Sub2,6145
344,DC5,Zone15,Sub3,5443
345,DC5,Zone16,Sub1,4371
346,DC5,Zone16,Sub2,0
347,DC5,Zone16,Sub3,7590
348,DC5,Zone17,Sub1,0
349,DC5,Zone17,Sub2,1072
350,DC5,Zone17,Sub3,1173
351,DC5,Zone18,Sub1,4254
352,DC5,Zone18,Sub2,2846
353,DC5,Zone18,Sub3,0
354,DC5,Zone19,Sub1,4283
355,DC5,Zone19,Sub2,7478
356,DC5,Zone19,Sub3,0
357,DC5,Zone20,Sub1,2581
358,DC5,Zone20,Sub2,2873
359,DC5,Zone20,Sub3,2505
360,DC5,Zone21,Sub1,6049
361,DC5,Zone21,Sub2,4338
362,DC5,Zone21,Sub3,4317
363,DC5,Zone22,Sub1,3385
364,DC5,Zone22,Sub2,3413
365,DC5,Zone22,Sub3,3570
366,DC5,Zone23,Sub1,8298
367,DC5,Zone23,Sub2,3567
368,DC5,Zone23,Sub3,0
369,DC5,Zone24,Sub1,4726
370,DC5,Zone24,Sub2,3902
371,DC5,Zone24,Sub3,3822
372,DC5,Zone25,Sub1,2163
373,DC5,Zone25,Sub2,2399
374,DC5,Zone25,Sub3,3683
375,DC6,Zone1,Sub1,4692
376,DC6,Zone1,Sub2,0
377,DC6,Zone1,Sub3,4394
378,DC6,Zone2,Sub1,7726
379,DC6,Zone2,Sub2,8458
380,DC6,Zone2,Sub3,12206
381,DC6,Zone3,Sub1,0
382,DC6,Zone3,Sub2,8555
383,DC6,Zone3,Sub3,6757
384,DC6,Zone4,Sub1,0
385,DC6,Zone4,Sub2,719
386,DC6,Zone4,Sub3,589
387,DC6,Zone5,Sub1,7616
388,DC6,Zone5,Sub2,0
389,DC6,Zone5,Sub3,5722
390,DC6,Zone6,Sub1,2131
391,DC6,Zone6,Sub2,1531
392,DC6,Zone6,Sub3,1941
393,DC6,Zone7,Sub1,2923
394,DC6,Zone7,Sub2,6627
395,DC6,Zone7,Sub3,5566
396,DC6,Zone8,Sub1,0
397,DC6,Zone8,Sub2,4318
398,DC6,Zone8,Sub3,4385
399,DC6,Zone9,Sub1,2506
400,DC6,Zone9,Sub2,1411
401,DC6,Zone9,Sub3,0
402,DC6,Zone10,Sub1,11056
403,DC6,Zone10,Sub2,8641
404,DC6,Zone10,Sub3,0
405,DC6,Zone11,Sub1,4228
406,DC6,Zone11,Sub2,3593
407,DC6,Zone11,Sub3,2149
408,DC6,Zone12,Sub1,0
409,DC6,Zone12,Sub2,2592
410,DC6,Zone12,Sub3,6829
411,DC6,Zone13,Sub1,0
412,DC6,Zone13,Sub2,972
413,DC6,Zone13,Sub3,1408
414,DC6,Zone14,Sub1,0
415,DC6,Zone14,Sub2,7355
416,DC6,Zone14,Sub3,0
417,DC6,Zone15,Sub1,8024
418,DC6,Zone15,Sub2,4114
419,DC6,Zone15,Sub3,0
420,DC6,Zone16,Sub1,3967
421,DC6,Zone16,Sub2,6478
422,DC6,Zone16,Sub3,3925
423,DC6,Zone17,Sub1,2866
424,DC6,Zone17,Sub2,3631
425,DC6,Zone17,Sub3,2844
426,DC6,Zone18,Sub1,2233
427,DC6,Zone18,Sub2,1020
428,DC6,Zone18,Sub3,2388
429,DC6,Zone19,Sub1,9255
430,DC6,Zone19,Sub2,3591
431,DC6,Zone19,Sub3,4835
432,DC6,Zone20,Sub1,1298
433,DC6,Zone20,Sub2,0
434,DC6,Zone20,Sub3,924
435,DC6,Zone21,Sub1,3655
436,DC6,Zone21,Sub2,0
437,DC6,Zone21,Sub3,6136
438,DC6,Zone22,Sub1,0
439,DC6,Zone22,Sub2,0
440,DC6,Zone22,Sub3,0
441,DC6,Zone23,Sub1,8392
442,DC6,Zone23,Sub2,9619
443,DC6,Zone23,Sub3,5841
444,DC6,Zone24,Sub1,0
445,DC6,Zone24,Sub2,1360
446,DC6,Zone24,Sub3,0
447,DC6,Zone25,Sub1,4449
448,DC6,Zone25,Sub2,6262
449,DC6,Zone25,Sub3,6789
450,DC7,Zone1,Sub1,0
451,DC7,Zone1,Sub2,2419
452,DC7,Zone1,Sub3,2276
453,DC7,Zone2,Sub1,0
454,DC7,Zone2,Sub2,10234
455,DC7,Zone2,Sub3,0
456,DC7,Zone3,Sub1,3811
457,DC7,Zone3,Sub2,6621
458,DC7,Zone3,Sub3,6012
459,DC7,Zone4,Sub1,0
460,DC7,Zone4,Sub2,2345
461,DC7,Zone4,Sub3,2755
462,DC7,Zone5,Sub1,5183
463,DC7,Zone5,Sub2,5988
464,DC7,Zone5,Sub3,5733
465,DC7,Zone6,Sub1,0
466,DC7,Zone6,Sub2,3353
467,DC7,Zone6,Sub3,1918
468,DC7,Zone7,Sub1,7571
469,DC7,Zone7,Sub2,9308
470,DC7,Zone7,Sub3,0
471,DC7,Zone8,Sub1,2297
472,DC7,Zone8,Sub2,4212
473,DC7,Zone8,Sub3,2028
474,DC7,Zone9,Sub1,2963
475,DC7,Zone9,Sub2,3507
476,DC7,Zone9,Sub3,2329
477,DC7,Zone10,Sub1,4103
478,DC7,Zone10,Sub2,0
479,DC7,Zone10,Sub3,8530
480,DC7,Zone11,Sub1,2808
481,DC7,Zone11,Sub2,2238
482,DC7,Zone11,Sub3,0
483,DC7,Zone12,Sub1,1194
484,DC7,Zone12,Sub2,544
485,DC7,Zone12,Sub3,1111
486,DC7,Zone13,Sub1,0
487,DC7,Zone13,Sub2,3887
488,DC7,Zone13,Sub3,8547
489,DC7,Zone14,Sub1,3728
490,DC7,Zone14,Sub2,0
491,DC7,Zone14,Sub3,4363
492,DC7,Zone15,Sub1,2656
493,DC7,Zone15,Sub2,2014
494,DC7,Zone15,Sub3,2203
495,DC7,Zone16,Sub1,0
496,DC7,Zone16,Sub2,0
497,DC7,Zone16,Sub3,3580
498,DC7,Zone17,Sub1,4126
499,DC7,Zone17,Sub2,3984
500,DC7,Zone17,Sub3,2315
501,DC7,Zone18,Sub1,0
502,DC7,Zone18,Sub2,1637
503,DC7,Zone18,Sub3,1823
504,DC7,Zone19,Sub1,7056
505,DC7,Zone19,Sub2,6412
506,DC7,Zone19,Sub3,2769
507,DC7,Zone20,Sub1,12420
508,DC7,Zone20,Sub2,3571
509,DC7,Zone20,Sub3,9437
510,DC7,Zone21,Sub1,2012
511,DC7,Zone21,Sub2,4750
512,DC7,Zone21,Sub3,0
513,DC7,Zone22,Sub1,4610
514,DC7,Zone22,Sub2,0
515,DC7,Zone22,Sub3,0
516,DC7,Zone23,Sub1,7870
517,DC7,Zone23,Sub2,7734
518,DC7,Zone23,Sub3,0
519,DC7,Zone24,Sub1,2225
520,DC7,Zone24,Sub2,2648
521,DC7,Zone24,Sub3,1081
522,DC7,Zone25,Sub1,2667
523,DC7,Zone25,Sub2,0
524,DC7,Zone25,Sub3,5148
525,DC8,Zone1,Sub1,509
526,DC8,Zone1,Sub2,1042
527,DC8,Zone1,Sub3,943
528,DC8,Zone2,Sub1,0
529,DC8,Zone2,Sub2,2961
530,DC8,Zone2,Sub3,0
531,DC8,Zone3,Sub1,6149
532,DC8,Zone3,Sub2,6573
533,DC8,Zone3,Sub3,2885
534,DC8,Zone4,Sub1,7047
535,DC8,Zone4,Sub2,0
536,DC8,Zone4,Sub3,5076
537,DC8,Zone5,Sub1,2407
538,DC8,Zone5,Sub2,3978
539,DC8,Zone5,Sub3,0
540,DC8,Zone6,Sub1,1413
541,DC8,Zone6,Sub2,1676
542,DC8,Zone6,Sub3,1481
543,DC8,Zone7,Sub1,0
544,DC8,Zone7,Sub2,0
545,DC8,Zone7,Sub3,0
546,DC8,Zone8,Sub1,5078
547,DC8,Zone8,Sub2,0
548,DC8,Zone8,Sub3,0
549,DC8,Zone9,Sub1,1325
550,DC8,Zone9,Sub2,1852
551,DC8,Zone9,Sub3,3984
552,DC8,Zone10,Sub1,9158
553,DC8,Zone10,Sub2,7875
554,DC8,Zone10,Sub3,6973
555,DC8,Zone11,Sub1,358
556,DC8,Zone11,Sub2,522
557,DC8,Zone11,Sub3,0
558,DC8,Zone12,Sub1,7836
559,DC8,Zone12,Sub2,4837
560,DC8,Zone12,Sub3,7297
561,DC8,Zone13,Sub1,1182
562,DC8,Zone13,Sub2,774
563,DC8,Zone13,Sub3,937
564,DC8,Zone14,Sub1,1464
565,DC8,Zone14,Sub2,1263
566,DC8,Zone14,Sub3,1506
567,DC8,Zone15,Sub1,0
568,DC8,Zone15,Sub2,2005
569,DC8,Zone15,Sub3,0
570,DC8,Zone16,Sub1,4072
571,DC8,Zone16,Sub2,0
572,DC8,Zone16,Sub3,0
573,DC8,Zone17,Sub1,6386
574,DC8,Zone17,Sub2,4601
575,DC8,Zone17,Sub3,6176
576,DC8,Zone18,Sub1,3801
577,DC8,Zone18,Sub2,4059
578,DC8,Zone18,Sub3,0
579,DC8,Zone19,Sub1,2986
580,DC8,Zone19,Sub2,3734
581,DC8,Zone19,Sub3,3729
582,DC8,Zone20,Sub1,9445
583,DC8,Zone20,Sub2,7895
584,DC8,Zone20,Sub3,0
585,DC8,Zone21,Sub1,6897
586,DC8,Zone21,Sub2,7294
587,DC8,Zone21,Sub3,8241
588,DC8,Zone22,Sub1,814
589,DC8,Zone22,Sub2,619
590,DC8,Zone22,Sub3,0
591,DC8,Zone23,Sub1,0
592,DC8,Zone23,Sub2,5976
593,DC8,Zone23,Sub3,8855
594,DC8,Zone24,Sub1,2756
595,DC8,Zone24,Sub2,8826
596,DC8,Zone24,Sub3,4867
597,DC8,Zone25,Sub1,7804
598,DC8,Zone25,Sub2,8229
599,DC8,Zone25,Sub3,5840
600,DC9,Zone1,Sub1,8466
601,DC9,Zone1,Sub2,9874
602,DC9,Zone1,Sub3,0
603,DC9,Zone2,Sub1,4317
604,DC9,Zone2,Sub2,4146
605,DC9,Zone2,Sub3,7293
606,DC9,Zone3,Sub1,0
607,DC9,Zone3,Sub2,9038
608,DC9,Zone3,Sub3,0
609,DC9,Zone4,Sub1,0
610,DC9,Zone4,Sub2,1964
611,DC9,Zone4,Sub3,2175
612,DC9,Zone5,Sub1,8132
613,DC9,Zone5,Sub2,4352
614,DC9,Zone5,Sub3,3528
615,DC9,Zone6,Sub1,3697
616,DC9,Zone6,Sub2,0
617,DC9,Zone6,Sub3,0
618,DC9,Zone7,Sub1,4302
619,DC9,Zone7,Sub2,2227
620,DC9,Zone7,Sub3,2053
621,DC9,Zone8,Sub1,2810
622,DC9,Zone8,Sub2,0
623,DC9,Zone8,Sub3,0
624,DC9,Zone9,Sub1,2609
625,DC9,Zone9,Sub2,3482
626,DC9,Zone9,Sub3,3853
627,DC9,Zone10,Sub1,4018
628,DC9,Zone10,Sub2,3946
629,DC9,Zone10,Sub3,6444
630,DC9,Zone11,Sub1,8310
631,DC9,Zone11,Sub2,10635
632,DC9,Zone11,Sub3,0
633,DC9,Zone12,Sub1,6439
634,DC9,Zone12,Sub2,8630
635,DC9,Zone12,Sub3,7052
636,DC9,Zone13,Sub1,6620
637,DC9,Zone13,Sub2,3302
638,DC9,Zone13,Sub3,8074
639,DC9,Zone14,Sub1,6038
640,DC9,Zone14,Sub2,5768
641,DC9,Zone14,Sub3,4293
642,DC9,Zone15,Sub1,0
643,DC9,Zone15,Sub2,1509
644,DC9,Zone15,Sub3,1294
645,DC9,Zone16,Sub1,877
646,DC9,Zone16,Sub2,1280
647,DC9,Zone16,Sub3,0
648,DC9,Zone17,Sub1,3341
649,DC9,Zone17,Sub2,0
650,DC9,Zone17,Sub3,1471
651,DC9,Zone18,Sub1,2981
652,DC9,Zone18,Sub2,1335
653,DC9,Zone18,Sub3,3032
654,DC9,Zone19,Sub1,0
655,DC9,Zone19,Sub2,643
656,DC9,Zone19,Sub3,946
657,DC9,Zone20,Sub1,6384
658,DC9,Zone20,Sub2,0
659,DC9,Zone20,Sub3,9823
660,DC9,Zone21,Sub1,8052
661,DC9,Zone21,Sub2,0
662,DC9,Zone21,Sub3,7656
663,DC9,Zone22,Sub1,0
664,DC9,Zone22,Sub2,3497
665,DC9,Zone22,Sub3,1393
666,DC9,Zone23,Sub1,8161
667,DC9,Zone23,Sub2,9424
668,DC9,Zone23,Sub3,5412
669,DC9,Zone24,Sub1,7340
670,DC9,Zone24,Sub2,4225
671,DC9,Zone24,Sub3,5707
672,DC9,Zone25,Sub1,6371
673,DC9,Zone25,Sub2,3765
674,DC9,Zone25,Sub3,6181
