,Center,DemandZone,Subsection,TollCost
233,DC4,Zone3,Sub3,7501
234,DC4,Zone4,Sub1,4195
235,DC4,Zone4,Sub2,0
236,DC4,Zone4,Sub3,4104
237,DC4,Zone5,Sub1,11181
238,DC4,Zone5,Sub2,5064
239,DC4,Zone5,Sub3,0
240,DC4,Zone6,Sub1,2027
241,DC4,Zone6,Sub2,0
242,DC4,Zone6,Sub3,0
243,DC4,Zone7,Sub1,524
244,DC4,Zone7,Sub2,707
245,DC4,Zone7,Sub3,992
246,DC4,Zone8,Sub1,0
247,DC4,Zone8,Sub2,681
248,DC4,Zone8,Sub3,508
249,DC4,Zone9,Sub1,5605
250,DC4,Zone9,Sub2,4692
251,DC4,Zone9,Sub3,7700
252,DC4,Zone10,Sub1,2877
253,DC4,Zone10,Sub2,6673
254,DC4,Zone10,Sub3,0
255,DC4,Zone11,Sub1,6900
256,DC4,Zone11,Sub2,0
257,DC4,Zone11,Sub3,9296
258,DC4,Zone12,Sub1,1632
259,DC4,Zone12,Sub2,0
260,DC4,Zone12,Sub3,0
261,DC4,Zone13,Sub1,3259
262,DC4,Zone13,Sub2,4583
263,DC4,Zone13,Sub3,0
264,DC4,Zone14,Sub1,6459
265,DC4,Zone14,Sub2,6028
266,DC4,Zone14,Sub3,7156
267,DC4,Zone15,Sub1,6811
268,DC4,Zone15,Sub2,7410
269,DC4,Zone15,Sub3,3633
270,DC4,Zone16,Sub1,0
271,DC4,Zone16,Sub2,4682
272,DC4,Zone16,Sub3,4621
273,DC4,Zone17,Sub1,3179
274,DC4,Zone17,Sub2,4321
275,DC4,Zone17,Sub3,2923
276,DC4,Zone18,Sub1,0
277,DC4,Zone18,Sub2,5334
278,DC4,Zone18,Sub3,0
279,DC4,Zone19,Sub1,1315
280,DC4,Zone19,Sub2,1182
281,DC4,Zone19,Sub3,942
282,DC4,Zone20,Sub1,1949
283,DC4,Zone20,Sub2,1002
284,DC4,Zone20,Sub3,750
285,DC4,Zone21,Sub1,453
286,DC4,Zone21,Sub2,988
287,DC4,Zone21,Sub3,428
288,DC4,Zone22,Sub1,4588
289,DC4,Zone22,Sub2,2181
290,DC4,Zone22,Sub3,3219
291,DC4,Zone23,Sub1,6883
292,DC4,Zone23,Sub2,6484
293,DC4,Zone23,Sub3,6729
294,DC4,Zone24,Sub1,3811
295,DC4,Zone24,Sub2,6659
296,DC4,Zone24,Sub3,4694
297,DC4,Zone25,Sub1,0
298,DC4,Zone25,Sub2,9109
299,DC4,Zone25,Sub3,4254
300,DC5,Zone1,Sub1,4820
301,DC5,Zone1,Sub2,8407
302,DC5,Zone1,Sub3,6583
303,DC5,Zone2,Sub1,0
304,DC5,Zone2,Sub2,3160
305,DC5,Zone2,Sub3,5353
306,DC5,Zone3,Sub1,0
307,DC5,Zone3,Sub2,2925
308,DC5,Zone3,Sub3,3190
309,DC5,Zone4,Sub1,2976
310,DC5,Zone4,Sub2,1918
311,DC5,Zone4,Sub3,1069
312,DC5,Zone5,Sub1,6756
313,DC5,Zone5,Sub2,5188
314,DC5,Zone5,Sub3,5121
315,DC5,Zone6,Sub1,1737
316,DC5,Zone6,Sub2,967
317,DC5,Zone6,Sub3,1206
318,DC5,Zone7,Sub1,4736
319,DC5,Zone7,Sub2,5514
320,DC5,Zone7,Sub3,3051
321,DC5,Zone8,Sub1,2307
322,DC5,Zone8,Sub2,0
323,DC5,Zone8,Sub3,0
324,DC5,Zone9,Sub1,4051
325,DC5,Zone9,Sub2,2788
326,DC5,Zone9,Sub3,1975
327,DC5,Zone10,Sub1,832
328,DC5,Zone10,Sub2,1393
329,DC5,Zone10,Sub3,1556
330,DC5,Zone11,Sub1,5851
331,DC5,Zone11,Sub2,0
332,DC5,Zone11,Sub3,7513
333,DC5,Zone12,Sub1,6476
334,DC5,Zone12,Sub2,9056
335,DC5,Zone12,Sub3,8647
336,DC5,Zone13,Sub1,0
337,DC5,Zone13,Sub2,5613
338,DC5,Zone13,Sub3,8801
339,DC5,Zone14,Sub1,1506
340,DC5,Zone14,Sub2,1536
341,DC5,Zone14,Sub3,0
342,DC5,Zone15,Sub1,0
343,DC5,Zone15,Sub2,0
344,DC5,Zone15,Sub3,1583
345,DC5,Zone16,Sub1,0
346,DC5,Zone16,Sub2,1586
347,DC5,Zone16,Sub3,2328
348,DC5,Zone17,Sub1,0
349,DC5,Zone17,Sub2,1425
350,DC5,Zone17,Sub3,2416
351,DC5,Zone18,Sub1,2098
352,DC5,Zone18,Sub2,0
353,DC5,Zone18,Sub3,2938
354,DC5,Zone19,Sub1,4380
355,DC5,Zone19,Sub2,8849
356,DC5,Zone19,Sub3,10237
357,DC5,Zone20,Sub1,7019
358,DC5,Zone20,Sub2,12883
359,DC5,Zone20,Sub3,8758
360,DC5,Zone21,Sub1,3376
361,DC5,Zone21,Sub2,7943
362,DC5,Zone21,Sub3,6121
363,DC5,Zone22,Sub1,776
364,DC5,Zone22,Sub2,1199
365,DC5,Zone22,Sub3,737
366,DC5,Zone23,Sub1,4147
367,DC5,Zone23,Sub2,7176
368,DC5,Zone23,Sub3,4196
369,DC5,Zone24,Sub1,5309
370,DC5,Zone24,Sub2,2200
371,DC5,Zone24,Sub3,3936
372,DC5,Zone25,Sub1,0
373,DC5,Zone25,Sub2,0
374,DC5,Zone25,Sub3,2923
375,DC6,Zone1,Sub1,596
376,DC6,Zone1,Sub2,1324
377,DC6,Zone1,Sub3,1537
378,DC6,Zone2,Sub1,0
379,DC6,Zone2,Sub2,0
380,DC6,Zone2,Sub3,2014
381,DC6,Zone3,Sub1,4707
382,DC6,Zone3,Sub2,4586
383,DC6,Zone3,Sub3,2417
384,DC6,Zone4,Sub1,0
385,DC6,Zone4,Sub2,1219
386,DC6,Zone4,Sub3,2639
387,DC6,Zone5,Sub1,975
388,DC6,Zone5,Sub2,1136
389,DC6,Zone5,Sub3,2150
390,DC6,Zone6,Sub1,10331
391,DC6,Zone6,Sub2,6036
392,DC6,Zone6,Sub3,12345
393,DC6,Zone7,Sub1,0
394,DC6,Zone7,Sub2,3892
395,DC6,Zone7,Sub3,3733
396,DC6,Zone8,Sub1,5814
397,DC6,Zone8,Sub2,8890
398,DC6,Zone8,Sub3,5721
399,DC6,Zone9,Sub1,0
400,DC6,Zone9,Sub2,5875
401,DC6,Zone9,Sub3,4537
402,DC6,Zone10,Sub1,3906
403,DC6,Zone10,Sub2,5895
404,DC6,Zone10,Sub3,3526
405,DC6,Zone11,Sub1,7585
406,DC6,Zone11,Sub2,4529
407,DC6,Zone11,Sub3,0
408,DC6,Zone12,Sub1,4309
409,DC6,Zone12,Sub2,4053
410,DC6,Zone12,Sub3,5151
411,DC6,Zone13,Sub1,1609
412,DC6,Zone13,Sub2,4847
413,DC6,Zone13,Sub3,2820
414,DC6,Zone14,Sub1,7258
415,DC6,Zone14,Sub2,0
416,DC6,Zone14,Sub3,0
417,DC6,Zone15,Sub1,723
418,DC6,Zone15,Sub2,1738
419,DC6,Zone15,Sub3,1385
420,DC6,Zone16,Sub1,0
421,DC6,Zone16,Sub2,2018
422,DC6,Zone16,Sub3,2382
423,DC6,Zone17,Sub1,2980
424,DC6,Zone17,Sub2,4624
425,DC6,Zone17,Sub3,2385
426,DC6,Zone18,Sub1,2832
427,DC6,Zone18,Sub2,1993
428,DC6,Zone18,Sub3,3990
429,DC6,Zone19,Sub1,3584
430,DC6,Zone19,Sub2,7698
431,DC6,Zone19,Sub3,7785
432,DC6,Zone20,Sub1,5990
433,DC6,Zone20,Sub2,0
434,DC6,Zone20,Sub3,4351
435,DC6,Zone21,Sub1,3452
436,DC6,Zone21,Sub2,1963
437,DC6,Zone21,Sub3,2680
438,DC6,Zone22,Sub1,3934
439,DC6,Zone22,Sub2,3028
440,DC6,Zone22,Sub3,0
441,DC6,Zone23,Sub1,0
442,DC6,Zone23,Sub2,1413
443,DC6,Zone23,Sub3,4106
444,DC6,Zone24,Sub1,0
445,DC6,Zone24,Sub2,0
446,DC6,Zone24,Sub3,8773
447,DC6,Zone25,Sub1,9007
448,DC6,Zone25,Sub2,10106
449,DC6,Zone25,Sub3,0
450,DC7,Zone1,Sub1,9050
451,DC7,Zone1,Sub2,3675
452,DC7,Zone1,Sub3,8786
453,DC7,Zone2,Sub1,0
454,DC7,Zone2,Sub2,1668
455,DC7,Zone2,Sub3,1233
456,DC7,Zone3,Sub1,0
457,DC7,Zone3,Sub2,3420
458,DC7,Zone3,Sub3,5327
459,DC7,Zone4,Sub1,0
460,DC7,Zone4,Sub2,908
461,DC7,Zone4,Sub3,1058
462,DC7,Zone5,Sub1,5499
463,DC7,Zone5,Sub2,0
464,DC7,Zone5,Sub3,3242
465,DC7,Zone6,Sub1,5459
466,DC7,Zone6,Sub2,0
467,DC7,Zone6,Sub3,3949
468,DC7,Zone7,Sub1,6066
469,DC7,Zone7,Sub2,4140
470,DC7,Zone7,Sub3,2630
471,DC7,Zone8,Sub1,4529
472,DC7,Zone8,Sub2,5742
473,DC7,Zone8,Sub3,8122
474,DC7,Zone9,Sub1,8204
475,DC7,Zone9,Sub2,7920
476,DC7,Zone9,Sub3,7956
477,DC7,Zone10,Sub1,4297
478,DC7,Zone10,Sub2,0
479,DC7,Zone10,Sub3,0
480,DC7,Zone11,Sub1,954
481,DC7,Zone11,Sub2,0
482,DC7,Zone11,Sub3,1095
483,DC7,Zone12,Sub1,644
484,DC7,Zone12,Sub2,776
485,DC7,Zone12,Sub3,1006
486,DC7,Zone13,Sub1,5647
487,DC7,Zone13,Sub2,4161
488,DC7,Zone13,Sub3,3314
489,DC7,Zone14,Sub1,3731
490,DC7,Zone14,Sub2,2396
491,DC7,Zone14,Sub3,3476
492,DC7,Zone15,Sub1,0
493,DC7,Zone15,Sub2,3085
494,DC7,Zone15,Sub3,0
495,DC7,Zone16,Sub1,8153
496,DC7,Zone16,Sub2,6861
497,DC7,Zone16,Sub3,6807
498,DC7,Zone17,Sub1,0
499,DC7,Zone17,Sub2,0
500,DC7,Zone17,Sub3,2589
501,DC7,Zone18,Sub1,3015
502,DC7,Zone18,Sub2,3929
503,DC7,Zone18,Sub3,4370
504,DC7,Zone19,Sub1,3525
505,DC7,Zone19,Sub2,1312
506,DC7,Zone19,Sub3,1653
507,DC7,Zone20,Sub1,8410
508,DC7,Zone20,Sub2,3542
509,DC7,Zone20,Sub3,7516
510,DC7,Zone21,Sub1,6077
511,DC7,Zone21,Sub2,0
512,DC7,Zone21,Sub3,8820
513,DC7,Zone22,Sub1,4797
514,DC7,Zone22,Sub2,4902
515,DC7,Zone22,Sub3,0
516,DC7,Zone23,Sub1,1654
517,DC7,Zone23,Sub2,0
518,DC7,Zone23,Sub3,3102
519,DC7,Zone24,Sub1,0
520,DC7,Zone24,Sub2,4910
521,DC7,Zone24,Sub3,7422
522,DC7,Zone25,Sub1,1745
523,DC7,Zone25,Sub2,0
524,DC7,Zone25,Sub3,0
525,DC8,Zone1,Sub1,5825
526,DC8,Zone1,Sub2,7669
527,DC8,Zone1,Sub3,4071
528,DC8,Zone2,Sub1,1208
529,DC8,Zone2,Sub2,1972
530,DC8,Zone2,Sub3,1230
531,DC8,Zone3,Sub1,4268
532,DC8,Zone3,Sub2,0
533,DC8,Zone3,Sub3,0
534,DC8,Zone4,Sub1,3943
535,DC8,Zone4,Sub2,0
536,DC8,Zone4,Sub3,3745
537,DC8,Zone5,Sub1,0
538,DC8,Zone5,Sub2,3852
539,DC8,Zone5,Sub3,2650
540,DC8,Zone6,Sub1,1470
541,DC8,Zone6,Sub2,1489
542,DC8,Zone6,Sub3,1046
543,DC8,Zone7,Sub1,1368
544,DC8,Zone7,Sub2,2855
545,DC8,Zone7,Sub3,0
546,DC8,Zone8,Sub1,991
547,DC8,Zone8,Sub2,446
548,DC8,Zone8,Sub3,530
549,DC8,Zone9,Sub1,6347
550,DC8,Zone9,Sub2,5942
551,DC8,Zone9,Sub3,6834
552,DC8,Zone10,Sub1,1638
553,DC8,Zone10,Sub2,4269
554,DC8,Zone10,Sub3,0
555,DC8,Zone11,Sub1,4415
556,DC8,Zone11,Sub2,8650
557,DC8,Zone11,Sub3,6943
558,DC8,Zone12,Sub1,10654
559,DC8,Zone12,Sub2,9270
560,DC8,Zone12,Sub3,5586
561,DC8,Zone13,Sub1,6780
562,DC8,Zone13,Sub2,8956
563,DC8,Zone13,Sub3,4626
564,DC8,Zone14,Sub1,1869
565,DC8,Zone14,Sub2,1634
566,DC8,Zone14,Sub3,0
567,DC8,Zone15,Sub1,4895
568,DC8,Zone15,Sub2,8207
569,DC8,Zone15,Sub3,7479
570,DC8,Zone16,Sub1,2614
571,DC8,Zone16,Sub2,1609
572,DC8,Zone16,Sub3,1109
573,DC8,Zone17,Sub1,0
574,DC8,Zone17,Sub2,0
575,DC8,Zone17,Sub3,1655
576,DC8,Zone18,Sub1,978
577,DC8,Zone18,Sub2,2150
578,DC8,Zone18,Sub3,2477
579,DC8,Zone19,Sub1,0
580,DC8,Zone19,Sub2,1056
581,DC8,Zone19,Sub3,583
582,DC8,Zone20,Sub1,11261
583,DC8,Zone20,Sub2,5541
584,DC8,Zone20,Sub3,9866
585,DC8,Zone21,Sub1,0
586,DC8,Zone21,Sub2,753
587,DC8,Zone21,Sub3,1088
588,DC8,Zone22,Sub1,5855
589,DC8,Zone22,Sub2,6666
590,DC8,Zone22,Sub3,0
591,DC8,Zone23,Sub1,4842
592,DC8,Zone23,Sub2,2523
593,DC8,Zone23,Sub3,0
594,DC8,Zone24,Sub1,1884
595,DC8,Zone24,Sub2,2998
596,DC8,Zone24,Sub3,2880
597,DC8,Zone25,Sub1,7860
598,DC8,Zone25,Sub2,5488
599,DC8,Zone25,Sub3,0
600,DC9,Zone1,Sub1,966
601,DC9,Zone1,Sub2,519
602,DC9,Zone1,Sub3,618
603,DC9,Zone2,Sub1,0
604,DC9,Zone2,Sub2,2566
605,DC9,Zone2,Sub3,0
606,DC9,Zone3,Sub1,2663
607,DC9,Zone3,Sub2,4593
608,DC9,Zone3,Sub3,3103
609,DC9,Zone4,Sub1,1223
610,DC9,Zone4,Sub2,541
611,DC9,Zone4,Sub3,1193
612,DC9,Zone5,Sub1,2063
613,DC9,Zone5,Sub2,4415
614,DC9,Zone5,Sub3,5005
615,DC9,Zone6,Sub1,5395
616,DC9,Zone6,Sub2,0
617,DC9,Zone6,Sub3,2845
618,DC9,Zone7,Sub1,3690
619,DC9,Zone7,Sub2,2085
620,DC9,Zone7,Sub3,3314
621,DC9,Zone8,Sub1,6142
622,DC9,Zone8,Sub2,5208
623,DC9,Zone8,Sub3,4434
624,DC9,Zone9,Sub1,4766
625,DC9,Zone9,Sub2,0
626,DC9,Zone9,Sub3,2760
627,DC9,Zone10,Sub1,1630
628,DC9,Zone10,Sub2,1535
629,DC9,Zone10,Sub3,1229
630,DC9,Zone11,Sub1,3154
631,DC9,Zone11,Sub2,4792
632,DC9,Zone11,Sub3,5144
633,DC9,Zone12,Sub1,1080
634,DC9,Zone12,Sub2,1099
635,DC9,Zone12,Sub3,1485
636,DC9,Zone13,Sub1,9930
637,DC9,Zone13,Sub2,8926
638,DC9,Zone13,Sub3,0
639,DC9,Zone14,Sub1,3332
640,DC9,Zone14,Sub2,2349
641,DC9,Zone14,Sub3,0
642,DC9,Zone15,Sub1,6159
643,DC9,Zone15,Sub2,3215
644,DC9,Zone15,Sub3,0
645,DC9,Zone16,Sub1,2925
646,DC9,Zone16,Sub2,5996
647,DC9,Zone16,Sub3,4666
648,DC9,Zone17,Sub1,0
649,DC9,Zone17,Sub2,1674
650,DC9,Zone17,Sub3,0
651,DC9,Zone18,Sub1,5371
652,DC9,Zone18,Sub2,9702
653,DC9,Zone18,Sub3,0
654,DC9,Zone19,Sub1,0
655,DC9,Zone19,Sub2,0
656,DC9,Zone19,Sub3,0
657,DC9,Zone20,Sub1,0
658,DC9,Zone20,Sub2,6014
659,DC9,Zone20,Sub3,8287
660,DC9,Zone21,Sub1,7321
661,DC9,Zone21,Sub2,0
662,DC9,Zone21,Sub3,7188
663,DC9,Zone22,Sub1,8271
664,DC9,Zone22,Sub2,7144
665,DC9,Zone22,Sub3,3283
666,DC9,Zone23,Sub1,7462
667,DC9,Zone23,Sub2,6849
668,DC9,Zone23,Sub3,4462
669,DC9,Zone24,Sub1,11839
670,DC9,Zone24,Sub2,0
671,DC9,Zone24,Sub3,6641
672,DC9,Zone25,Sub1,5774
673,DC9,Zone25,Sub2,7784
674,DC9,Zone25,Sub3,0
