,Center,DemandZone,Subsection,Distance_km
340,DC5,Zone14,Sub2,2355
341,DC5,Zone14,Sub3,2672
342,DC5,Zone15,Sub1,1946
343,DC5,Zone15,Sub2,1865
344,DC5,Zone15,Sub3,2333
345,DC5,Zone16,Sub1,2298
346,DC5,Zone16,Sub2,1739
347,DC5,Zone16,Sub3,2039
348,DC5,Zone17,Sub1,2242
349,DC5,Zone17,Sub2,2117
350,DC5,Zone17,Sub3,2416
351,DC5,Zone18,Sub1,1197
352,DC5,Zone18,Sub2,1016
353,DC5,Zone18,Sub3,1141
354,DC5,Zone19,Sub1,1026
355,DC5,Zone19,Sub2,855
356,DC5,Zone19,Sub3,1084
357,DC5,Zone20,Sub1,1720
358,DC5,Zone20,Sub2,1890
359,DC5,Zone20,Sub3,1835
360,DC5,Zone21,Sub1,1406
361,DC5,Zone21,Sub2,1168
362,DC5,Zone21,Sub3,1528
363,DC5,Zone22,Sub1,2698
364,DC5,Zone22,Sub2,2345
365,DC5,Zone22,Sub3,2172
366,DC5,Zone23,Sub1,1501
367,DC5,Zone23,Sub2,1470
368,DC5,Zone23,Sub3,1354
369,DC5,Zone24,Sub1,1624
370,DC5,Zone24,Sub2,2004
371,DC5,Zone24,Sub3,2017
372,DC5,Zone25,Sub1,1538
373,DC5,Zone25,Sub2,1484
374,DC5,Zone25,Sub3,1336
375,DC6,Zone1,Sub1,229
376,DC6,Zone1,Sub2,175
377,DC6,Zone1,Sub3,193
378,DC6,Zone2,Sub1,2099
379,DC6,Zone2,Sub2,2246
380,DC6,Zone2,Sub3,2543
381,DC6,Zone3,Sub1,2541
382,DC6,Zone3,Sub2,2320
383,DC6,Zone3,Sub3,2236
384,DC6,Zone4,Sub1,896
385,DC6,Zone4,Sub2,693
386,DC6,Zone4,Sub3,852
387,DC6,Zone5,Sub1,1596
388,DC6,Zone5,Sub2,1940
389,DC6,Zone5,Sub3,1980
390,DC6,Zone6,Sub1,2049
391,DC6,Zone6,Sub2,2026
392,DC6,Zone6,Sub3,2391
393,DC6,Zone7,Sub1,2054
394,DC6,Zone7,Sub2,2193
395,DC6,Zone7,Sub3,2024
396,DC6,Zone8,Sub1,734
397,DC6,Zone8,Sub2,600
398,DC6,Zone8,Sub3,737
399,DC6,Zone9,Sub1,397
400,DC6,Zone9,Sub2,387
401,DC6,Zone9,Sub3,347
402,DC6,Zone10,Sub1,1255
403,DC6,Zone10,Sub2,1070
404,DC6,Zone10,Sub3,1181
405,DC6,Zone11,Sub1,1358
406,DC6,Zone11,Sub2,1174
407,DC6,Zone11,Sub3,1239
408,DC6,Zone12,Sub1,753
409,DC6,Zone12,Sub2,593
410,DC6,Zone12,Sub3,718
411,DC6,Zone13,Sub1,1932
412,DC6,Zone13,Sub2,2240
413,DC6,Zone13,Sub3,1771
414,DC6,Zone14,Sub1,1942
415,DC6,Zone14,Sub2,1562
416,DC6,Zone14,Sub3,1779
417,DC6,Zone15,Sub1,1342
418,DC6,Zone15,Sub2,1333
419,DC6,Zone15,Sub3,1309
420,DC6,Zone16,Sub1,2195
421,DC6,Zone16,Sub2,2134
422,DC6,Zone16,Sub3,2043
423,DC6,Zone17,Sub1,2041
424,DC6,Zone17,Sub2,1894
425,DC6,Zone17,Sub3,1885
426,DC6,Zone18,Sub1,1421
427,DC6,Zone18,Sub2,1421
428,DC6,Zone18,Sub3,1344
429,DC6,Zone19,Sub1,370
430,DC6,Zone19,Sub2,365
431,DC6,Zone19,Sub3,378
432,DC6,Zone20,Sub1,2047
433,DC6,Zone20,Sub2,2113
434,DC6,Zone20,Sub3,2359
435,DC6,Zone21,Sub1,1170
436,DC6,Zone21,Sub2,1080
437,DC6,Zone21,Sub3,1314
438,DC6,Zone22,Sub1,2213
439,DC6,Zone22,Sub2,2329
440,DC6,Zone22,Sub3,2240
441,DC6,Zone23,Sub1,1229
442,DC6,Zone23,Sub2,1440
443,DC6,Zone23,Sub3,1462
444,DC6,Zone24,Sub1,471
445,DC6,Zone24,Sub2,532
446,DC6,Zone24,Sub3,463
447,DC6,Zone25,Sub1,528
448,DC6,Zone25,Sub2,469
449,DC6,Zone25,Sub3,554
450,DC7,Zone1,Sub1,661
451,DC7,Zone1,Sub2,710
452,DC7,Zone1,Sub3,646
453,DC7,Zone2,Sub1,2230
454,DC7,Zone2,Sub2,2446
455,DC7,Zone2,Sub3,2366
456,DC7,Zone3,Sub1,2122
457,DC7,Zone3,Sub2,2007
458,DC7,Zone3,Sub3,2065
459,DC7,Zone4,Sub1,514
460,DC7,Zone4,Sub2,515
461,DC7,Zone4,Sub3,513
462,DC7,Zone5,Sub1,2045
463,DC7,Zone5,Sub2,1861
464,DC7,Zone5,Sub3,1950
465,DC7,Zone6,Sub1,2043
466,DC7,Zone6,Sub2,1771
467,DC7,Zone6,Sub3,1836
468,DC7,Zone7,Sub1,2737
469,DC7,Zone7,Sub2,2591
470,DC7,Zone7,Sub3,2787
471,DC7,Zone8,Sub1,462
472,DC7,Zone8,Sub2,354
473,DC7,Zone8,Sub3,424
474,DC7,Zone9,Sub1,2519
475,DC7,Zone9,Sub2,2536
476,DC7,Zone9,Sub3,2697
477,DC7,Zone10,Sub1,1682
478,DC7,Zone10,Sub2,1724
479,DC7,Zone10,Sub3,1368
480,DC7,Zone11,Sub1,1158
481,DC7,Zone11,Sub2,1200
482,DC7,Zone11,Sub3,1207
483,DC7,Zone12,Sub1,2264
484,DC7,Zone12,Sub2,2183
485,DC7,Zone12,Sub3,2004
486,DC7,Zone13,Sub1,1337
487,DC7,Zone13,Sub2,1365
488,DC7,Zone13,Sub3,1525
489,DC7,Zone14,Sub1,840
490,DC7,Zone14,Sub2,877
491,DC7,Zone14,Sub3,805
492,DC7,Zone15,Sub1,399
493,DC7,Zone15,Sub2,395
494,DC7,Zone15,Sub3,353
495,DC7,Zone16,Sub1,1012
496,DC7,Zone16,Sub2,1160
497,DC7,Zone16,Sub3,1227
498,DC7,Zone17,Sub1,2152
499,DC7,Zone17,Sub2,1975
500,DC7,Zone17,Sub3,2135
501,DC7,Zone18,Sub1,1185
502,DC7,Zone18,Sub2,1443
503,DC7,Zone18,Sub3,1358
504,DC7,Zone19,Sub1,848
505,DC7,Zone19,Sub2,733
506,DC7,Zone19,Sub3,816
507,DC7,Zone20,Sub1,1980
508,DC7,Zone20,Sub2,2032
509,DC7,Zone20,Sub3,2236
510,DC7,Zone21,Sub1,1919
511,DC7,Zone21,Sub2,1648
512,DC7,Zone21,Sub3,2116
513,DC7,Zone22,Sub1,1185
514,DC7,Zone22,Sub2,1127
515,DC7,Zone22,Sub3,1434
516,DC7,Zone23,Sub1,549
517,DC7,Zone23,Sub2,594
518,DC7,Zone23,Sub3,487
519,DC7,Zone24,Sub1,1665
520,DC7,Zone24,Sub2,1507
521,DC7,Zone24,Sub3,1546
522,DC7,Zone25,Sub1,1397
523,DC7,Zone25,Sub2,1148
524,DC7,Zone25,Sub3,1207
525,DC8,Zone1,Sub1,1688
526,DC8,Zone1,Sub2,1813
527,DC8,Zone1,Sub3,1827
528,DC8,Zone2,Sub1,1189
529,DC8,Zone2,Sub2,1110
530,DC8,Zone2,Sub3,1169
531,DC8,Zone3,Sub1,2138
532,DC8,Zone3,Sub2,1983
533,DC8,Zone3,Sub3,2452
534,DC8,Zone4,Sub1,1588
535,DC8,Zone4,Sub2,1696
536,DC8,Zone4,Sub3,1836
537,DC8,Zone5,Sub1,1920
538,DC8,Zone5,Sub2,1840
539,DC8,Zone5,Sub3,1690
540,DC8,Zone6,Sub1,1520
541,DC8,Zone6,Sub2,1393
542,DC8,Zone6,Sub3,1438
543,DC8,Zone7,Sub1,1498
544,DC8,Zone7,Sub2,1511
545,DC8,Zone7,Sub3,1784
546,DC8,Zone8,Sub1,1677
547,DC8,Zone8,Sub2,1741
548,DC8,Zone8,Sub3,1798
549,DC8,Zone9,Sub1,276
550,DC8,Zone9,Sub2,248
551,DC8,Zone9,Sub3,258
552,DC8,Zone10,Sub1,1241
553,DC8,Zone10,Sub2,1377
554,DC8,Zone10,Sub3,1036
555,DC8,Zone11,Sub1,862
556,DC8,Zone11,Sub2,741
557,DC8,Zone11,Sub3,885
558,DC8,Zone12,Sub1,1851
559,DC8,Zone12,Sub2,1862
560,DC8,Zone12,Sub3,2023
561,DC8,Zone13,Sub1,1630
562,DC8,Zone13,Sub2,1584
563,DC8,Zone13,Sub3,1707
564,DC8,Zone14,Sub1,1959
565,DC8,Zone14,Sub2,2097
566,DC8,Zone14,Sub3,2074
567,DC8,Zone15,Sub1,506
568,DC8,Zone15,Sub2,568
569,DC8,Zone15,Sub3,596
570,DC8,Zone16,Sub1,1172
571,DC8,Zone16,Sub2,1302
572,DC8,Zone16,Sub3,1027
573,DC8,Zone17,Sub1,1464
574,DC8,Zone17,Sub2,1785
575,DC8,Zone17,Sub3,1854
576,DC8,Zone18,Sub1,2252
577,DC8,Zone18,Sub2,2278
578,DC8,Zone18,Sub3,2031
579,DC8,Zone19,Sub1,785
580,DC8,Zone19,Sub2,845
581,DC8,Zone19,Sub3,642
582,DC8,Zone20,Sub1,1448
583,DC8,Zone20,Sub2,1492
584,DC8,Zone20,Sub3,1380
585,DC8,Zone21,Sub1,783
586,DC8,Zone21,Sub2,676
587,DC8,Zone21,Sub3,714
588,DC8,Zone22,Sub1,1438
589,DC8,Zone22,Sub2,1451
590,DC8,Zone22,Sub3,1264
591,DC8,Zone23,Sub1,1797
592,DC8,Zone23,Sub2,1839
593,DC8,Zone23,Sub3,1810
594,DC8,Zone24,Sub1,833
595,DC8,Zone24,Sub2,957
596,DC8,Zone24,Sub3,877
597,DC8,Zone25,Sub1,1338
598,DC8,Zone25,Sub2,1353
599,DC8,Zone25,Sub3,1580
600,DC9,Zone1,Sub1,363
601,DC9,Zone1,Sub2,411
602,DC9,Zone1,Sub3,367
603,DC9,Zone2,Sub1,2289
604,DC9,Zone2,Sub2,2112
605,DC9,Zone2,Sub3,2320
606,DC9,Zone3,Sub1,2363
607,DC9,Zone3,Sub2,2098
608,DC9,Zone3,Sub3,2658
609,DC9,Zone4,Sub1,1103
610,DC9,Zone4,Sub2,1024
611,DC9,Zone4,Sub3,831
612,DC9,Zone5,Sub1,308
613,DC9,Zone5,Sub2,376
614,DC9,Zone5,Sub3,357
615,DC9,Zone6,Sub1,900
616,DC9,Zone6,Sub2,886
617,DC9,Zone6,Sub3,753
618,DC9,Zone7,Sub1,1188
619,DC9,Zone7,Sub2,1311
620,DC9,Zone7,Sub3,1191
621,DC9,Zone8,Sub1,1076
622,DC9,Zone8,Sub2,1031
623,DC9,Zone8,Sub3,1307
624,DC9,Zone9,Sub1,2167
625,DC9,Zone9,Sub2,2247
626,DC9,Zone9,Sub3,1802
627,DC9,Zone10,Sub1,752
628,DC9,Zone10,Sub2,644
629,DC9,Zone10,Sub3,741
630,DC9,Zone11,Sub1,616
631,DC9,Zone11,Sub2,577
632,DC9,Zone11,Sub3,556
633,DC9,Zone12,Sub1,1898
634,DC9,Zone12,Sub2,2077
635,DC9,Zone12,Sub3,2309
636,DC9,Zone13,Sub1,2272
637,DC9,Zone13,Sub2,2166
638,DC9,Zone13,Sub3,2069
639,DC9,Zone14,Sub1,1095
640,DC9,Zone14,Sub2,1322
641,DC9,Zone14,Sub3,1097
642,DC9,Zone15,Sub1,950
643,DC9,Zone15,Sub2,996
644,DC9,Zone15,Sub3,1134
645,DC9,Zone16,Sub1,2606
646,DC9,Zone16,Sub2,2391
647,DC9,Zone16,Sub3,2207
648,DC9,Zone17,Sub1,1612
649,DC9,Zone17,Sub2,1938
650,DC9,Zone17,Sub3,1913
651,DC9,Zone18,Sub1,1020
652,DC9,Zone18,Sub2,1191
653,DC9,Zone18,Sub3,1079
654,DC9,Zone19,Sub1,1802
655,DC9,Zone19,Sub2,1981
656,DC9,Zone19,Sub3,1694
657,DC9,Zone20,Sub1,1566
658,DC9,Zone20,Sub2,1450
659,DC9,Zone20,Sub3,1654
660,DC9,Zone21,Sub1,2699
661,DC9,Zone21,Sub2,2208
662,DC9,Zone21,Sub3,2143
663,DC9,Zone22,Sub1,559
664,DC9,Zone22,Sub2,447
665,DC9,Zone22,Sub3,476
666,DC9,Zone23,Sub1,2064
667,DC9,Zone23,Sub2,2123
668,DC9,Zone23,Sub3,1853
669,DC9,Zone24,Sub1,1040
670,DC9,Zone24,Sub2,1050
671,DC9,Zone24,Sub3,1271
672,DC9,Zone25,Sub1,1184
673,DC9,Zone25,Sub2,1305
674,DC9,Zone25,Sub3,1248
