,Center,DemandZone,Subsection,CompositeRisk
52,DC1,Zone18,Sub2,0.815209
53,DC1,Zone18,Sub3,0.456623
54,DC1,Zone19,Sub1,0.339213
55,DC1,Zone19,Sub2,0.454786
56,DC1,Zone19,Sub3,0.332975
57,DC1,Zone20,Sub1,0.435669
58,DC1,Zone20,Sub2,0.680827
59,DC1,Zone20,Sub3,0.225491
60,DC1,Zone21,Sub1,0.159974
61,DC1,Zone21,Sub2,0.577018
62,DC1,Zone21,Sub3,0.403938
63,DC1,Zone22,Sub1,0.564271
64,DC1,Zone22,Sub2,0.545145
65,DC1,Zone22,Sub3,0.442713
66,DC1,Zone23,Sub1,0.351395
67,DC1,Zone23,Sub2,0.309368
68,DC1,Zone23,Sub3,0.444228
69,DC1,Zone24,Sub1,0.183744
70,DC1,Zone24,Sub2,0.772818
71,DC1,Zone24,Sub3,0.137447
72,DC1,Zone25,Sub1,0.465468
73,DC1,Zone25,Sub2,0.761623
74,DC1,Zone25,Sub3,0.711668
75,DC2,Zone1,Sub1,0.800024
76,DC2,Zone1,Sub2,0.35494
77,DC2,Zone1,Sub3,0.58572
78,DC2,Zone2,Sub1,0.712676
79,DC2,Zone2,Sub2,0.830086
80,DC2,Zone2,Sub3,0.462135
81,DC2,Zone3,Sub1,0.112307
82,DC2,Zone3,Sub2,0.60425
83,DC2,Zone3,Sub3,0.249833
84,DC2,Zone4,Sub1,0.538227
85,DC2,Zone4,Sub2,0.325768
86,DC2,Zone4,Sub3,0.838151
87,DC2,Zone5,Sub1,0.75004
88,DC2,Zone5,Sub2,0.481787
89,DC2,Zone5,Sub3,0.41308
90,DC2,Zone6,Sub1,0.317909
91,DC2,Zone6,Sub2,0.681821
92,DC2,Zone6,Sub3,0.657927
93,DC2,Zone7,Sub1,0.526235
94,DC2,Zone7,Sub2,0.606578
95,DC2,Zone7,Sub3,0.770327
96,DC2,Zone8,Sub1,0.776515
97,DC2,Zone8,Sub2,0.584836
98,DC2,Zone8,Sub3,0.731399
99,DC2,Zone9,Sub1,0.662725
100,DC2,Zone9,Sub2,0.818372
101,DC2,Zone9,Sub3,0.134549
102,DC2,Zone10,Sub1,0.165546
103,DC2,Zone10,Sub2,0.510081
104,DC2,Zone10,Sub3,0.467267
105,DC2,Zone11,Sub1,0.722576
106,DC2,Zone11,Sub2,0.781342
107,DC2,Zone11,Sub3,0.457267
108,DC2,Zone12,Sub1,0.208811
109,DC2,Zone12,Sub2,0.764761
110,DC2,Zone12,Sub3,0.821095
111,DC2,Zone13,Sub1,0.585334
112,DC2,Zone13,Sub2,0.857564
113,DC2,Zone13,Sub3,0.843269
114,DC2,Zone14,Sub1,0.459878
115,DC2,Zone14,Sub2,0.454549
116,DC2,Zone14,Sub3,0.596882
117,DC2,Zone15,Sub1,0.78321
118,DC2,Zone15,Sub2,0.506942
119,DC2,Zone15,Sub3,0.780796
120,DC2,Zone16,Sub1,0.545422
121,DC2,Zone16,Sub2,0.562755
122,DC2,Zone16,Sub3,0.475672
123,DC2,Zone17,Sub1,0.799909
124,DC2,Zone17,Sub2,0.141544
125,DC2,Zone17,Sub3,0.823904
126,DC2,Zone18,Sub1,0.311752
127,DC2,Zone18,Sub2,0.584816
128,DC2,Zone18,Sub3,0.375473
129,DC2,Zone19,Sub1,0.451244
130,DC2,Zone19,Sub2,0.29024
131,DC2,Zone19,Sub3,0.596318
132,DC2,Zone20,Sub1,0.175493
133,DC2,Zone20,Sub2,0.512265
134,DC2,Zone20,Sub3,0.782153
135,DC2,Zone21,Sub1,0.191573
136,DC2,Zone21,Sub2,0.105451
137,DC2,Zone21,Sub3,0.127112
138,DC2,Zone22,Sub1,0.74936
139,DC2,Zone22,Sub2,0.298905
140,DC2,Zone22,Sub3,0.508698
141,DC2,Zone23,Sub1,0.420077
142,DC2,Zone23,Sub2,0.753071
143,DC2,Zone23,Sub3,0.52917
144,DC2,Zone24,Sub1,0.296126
145,DC2,Zone24,Sub2,0.454988
146,DC2,Zone24,Sub3,0.611252
147,DC2,Zone25,Sub1,0.523265
148,DC2,Zone25,Sub2,0.605621
149,DC2,Zone25,Sub3,0.528501
150,DC3,Zone1,Sub1,0.42714
151,DC3,Zone1,Sub2,0.499106
152,DC3,Zone1,Sub3,0.704728
153,DC3,Zone2,Sub1,0.241543
154,DC3,Zone2,Sub2,0.228992
155,DC3,Zone2,Sub3,0.178322
156,DC3,Zone3,Sub1,0.374046
157,DC3,Zone3,Sub2,0.808527
158,DC3,Zone3,Sub3,0.293922
159,DC3,Zone4,Sub1,0.543343
160,DC3,Zone4,Sub2,0.555255
161,DC3,Zone4,Sub3,0.48195
162,DC3,Zone5,Sub1,0.707969
163,DC3,Zone5,Sub2,0.866475
164,DC3,Zone5,Sub3,0.548938
165,DC3,Zone6,Sub1,0.201268
166,DC3,Zone6,Sub2,0.717819
167,DC3,Zone6,Sub3,0.865659
168,DC3,Zone7,Sub1,0.455742
169,DC3,Zone7,Sub2,0.769007
170,DC3,Zone7,Sub3,0.693689
171,DC3,Zone8,Sub1,0.105162
172,DC3,Zone8,Sub2,0.263908
173,DC3,Zone8,Sub3,0.887861
174,DC3,Zone9,Sub1,0.105648
175,DC3,Zone9,Sub2,0.513055
176,DC3,Zone9,Sub3,0.661402
177,DC3,Zone10,Sub1,0.787747
178,DC3,Zone10,Sub2,0.768647
179,DC3,Zone10,Sub3,0.874498
180,DC3,Zone11,Sub1,0.527422
181,DC3,Zone11,Sub2,0.111296
182,DC3,Zone11,Sub3,0.656184
183,DC3,Zone12,Sub1,0.696642
184,DC3,Zone12,Sub2,0.81649
185,DC3,Zone12,Sub3,0.655938
186,DC3,Zone13,Sub1,0.213771
187,DC3,Zone13,Sub2,0.574503
188,DC3,Zone13,Sub3,0.382676
189,DC3,Zone14,Sub1,0.328612
190,DC3,Zone14,Sub2,0.888854
191,DC3,Zone14,Sub3,0.89378
192,DC3,Zone15,Sub1,0.437787
193,DC3,Zone15,Sub2,0.782377
194,DC3,Zone15,Sub3,0.695672
195,DC3,Zone16,Sub1,0.611937
196,DC3,Zone16,Sub2,0.382747
197,DC3,Zone16,Sub3,0.713213
198,DC3,Zone17,Sub1,0.594693
199,DC3,Zone17,Sub2,0.584179
200,DC3,Zone17,Sub3,0.666258
201,DC3,Zone18,Sub1,0.508895
202,DC3,Zone18,Sub2,0.115693
203,DC3,Zone18,Sub3,0.46362
204,DC3,Zone19,Sub1,0.444706
205,DC3,Zone19,Sub2,0.139029
206,DC3,Zone19,Sub3,0.267985
207,DC3,Zone20,Sub1,0.836526
208,DC3,Zone20,Sub2,0.110641
209,DC3,Zone20,Sub3,0.585057
210,DC3,Zone21,Sub1,0.272335
211,DC3,Zone21,Sub2,0.804508
212,DC3,Zone21,Sub3,0.680856
213,DC3,Zone22,Sub1,0.636761
214,DC3,Zone22,Sub2,0.167351
215,DC3,Zone22,Sub3,0.574002
216,DC3,Zone23,Sub1,0.800028
217,DC3,Zone23,Sub2,0.715336
218,DC3,Zone23,Sub3,0.845694
219,DC3,Zone24,Sub1,0.468391
220,DC3,Zone24,Sub2,0.41393
221,DC3,Zone24,Sub3,0.641726
222,DC3,Zone25,Sub1,0.181274
223,DC3,Zone25,Sub2,0.741532
224,DC3,Zone25,Sub3,0.329177
225,DC4,Zone1,Sub1,0.558631
226,DC4,Zone1,Sub2,0.492739
227,DC4,Zone1,Sub3,0.84264
228,DC4,Zone2,Sub1,0.202239
229,DC4,Zone2,Sub2,0.661718
230,DC4,Zone2,Sub3,0.735844
231,DC4,Zone3,Sub1,0.846973
232,DC4,Zone3,Sub2,0.533522
233,DC4,Zone3,Sub3,0.881965
234,DC4,Zone4,Sub1,0.198551
235,DC4,Zone4,Sub2,0.173759
236,DC4,Zone4,Sub3,0.497639
237,DC4,Zone5,Sub1,0.407263
238,DC4,Zone5,Sub2,0.217661
239,DC4,Zone5,Sub3,0.795411
240,DC4,Zone6,Sub1,0.20872
241,DC4,Zone6,Sub2,0.276479
242,DC4,Zone6,Sub3,0.886173
243,DC4,Zone7,Sub1,0.645215
244,DC4,Zone7,Sub2,0.54413
245,DC4,Zone7,Sub3,0.622812
246,DC4,Zone8,Sub1,0.448137
247,DC4,Zone8,Sub2,0.53344
248,DC4,Zone8,Sub3,0.879586
249,DC4,Zone9,Sub1,0.652297
250,DC4,Zone9,Sub2,0.477696
251,DC4,Zone9,Sub3,0.113341
252,DC4,Zone10,Sub1,0.408476
253,DC4,Zone10,Sub2,0.837351
254,DC4,Zone10,Sub3,0.706955
255,DC4,Zone11,Sub1,0.467767
256,DC4,Zone11,Sub2,0.396706
257,DC4,Zone11,Sub3,0.230716
258,DC4,Zone12,Sub1,0.241931
259,DC4,Zone12,Sub2,0.338325
260,DC4,Zone12,Sub3,0.448145
261,DC4,Zone13,Sub1,0.734251
262,DC4,Zone13,Sub2,0.485275
263,DC4,Zone13,Sub3,0.385724
264,DC4,Zone14,Sub1,0.812118
265,DC4,Zone14,Sub2,0.660975
266,DC4,Zone14,Sub3,0.588429
267,DC4,Zone15,Sub1,0.222352
268,DC4,Zone15,Sub2,0.136739
269,DC4,Zone15,Sub3,0.854274
270,DC4,Zone16,Sub1,0.732585
271,DC4,Zone16,Sub2,0.484101
272,DC4,Zone16,Sub3,0.174996
273,DC4,Zone17,Sub1,0.366146
274,DC4,Zone17,Sub2,0.238674
275,DC4,Zone17,Sub3,0.501956
276,DC4,Zone18,Sub1,0.889733
277,DC4,Zone18,Sub2,0.428272
278,DC4,Zone18,Sub3,0.833349
279,DC4,Zone19,Sub1,0.170831
280,DC4,Zone19,Sub2,0.338411
281,DC4,Zone19,Sub3,0.169705
282,DC4,Zone20,Sub1,0.353461
283,DC4,Zone20,Sub2,0.579201
284,DC4,Zone20,Sub3,0.737552
285,DC4,Zone21,Sub1,0.595022
286,DC4,Zone21,Sub2,0.41022
287,DC4,Zone21,Sub3,0.357227
288,DC4,Zone22,Sub1,0.33374
289,DC4,Zone22,Sub2,0.835476
290,DC4,Zone22,Sub3,0.842198
291,DC4,Zone23,Sub1,0.382568
292,DC4,Zone23,Sub2,0.246009
293,DC4,Zone23,Sub3,0.605229
294,DC4,Zone24,Sub1,0.647049
295,DC4,Zone24,Sub2,0.886527
296,DC4,Zone24,Sub3,0.224912
297,DC4,Zone25,Sub1,0.774354
298,DC4,Zone25,Sub2,0.313296
299,DC4,Zone25,Sub3,0.119327
300,DC5,Zone1,Sub1,0.340876
301,DC5,Zone1,Sub2,0.585967
302,DC5,Zone1,Sub3,0.496705
303,DC5,Zone2,Sub1,0.255622
304,DC5,Zone2,Sub2,0.308713
305,DC5,Zone2,Sub3,0.754895
306,DC5,Zone3,Sub1,0.776345
307,DC5,Zone3,Sub2,0.607073
308,DC5,Zone3,Sub3,0.896748
309,DC5,Zone4,Sub1,0.423236
310,DC5,Zone4,Sub2,0.898533
311,DC5,Zone4,Sub3,0.220652
312,DC5,Zone5,Sub1,0.763435
313,DC5,Zone5,Sub2,0.637214
314,DC5,Zone5,Sub3,0.710144
315,DC5,Zone6,Sub1,0.642035
316,DC5,Zone6,Sub2,0.542481
317,DC5,Zone6,Sub3,0.130631
318,DC5,Zone7,Sub1,0.58687
319,DC5,Zone7,Sub2,0.342612
320,DC5,Zone7,Sub3,0.519515
321,DC5,Zone8,Sub1,0.366281
322,DC5,Zone8,Sub2,0.620875
323,DC5,Zone8,Sub3,0.749903
324,DC5,Zone9,Sub1,0.121534
325,DC5,Zone9,Sub2,0.844443
326,DC5,Zone9,Sub3,0.539058
327,DC5,Zone10,Sub1,0.258471
328,DC5,Zone10,Sub2,0.499559
329,DC5,Zone10,Sub3,0.691099
330,DC5,Zone11,Sub1,0.141534
331,DC5,Zone11,Sub2,0.620894
332,DC5,Zone11,Sub3,0.618321
333,DC5,Zone12,Sub1,0.595677
334,DC5,Zone12,Sub2,0.190047
335,DC5,Zone12,Sub3,0.605953
336,DC5,Zone13,Sub1,0.345889
337,DC5,Zone13,Sub2,0.648264
338,DC5,Zone13,Sub3,0.525947
339,DC5,Zone14,Sub1,0.479572
340,DC5,Zone14,Sub2,0.468983
341,DC5,Zone14,Sub3,0.174295
342,DC5,Zone15,Sub1,0.695523
343,DC5,Zone15,Sub2,0.499561
344,DC5,Zone15,Sub3,0.65495
345,DC5,Zone16,Sub1,0.503698
346,DC5,Zone16,Sub2,0.239708
347,DC5,Zone16,Sub3,0.730624
348,DC5,Zone17,Sub1,0.637291
349,DC5,Zone17,Sub2,0.195477
350,DC5,Zone17,Sub3,0.38215
351,DC5,Zone18,Sub1,0.404665
352,DC5,Zone18,Sub2,0.48665
353,DC5,Zone18,Sub3,0.792769
354,DC5,Zone19,Sub1,0.891557
355,DC5,Zone19,Sub2,0.170868
356,DC5,Zone19,Sub3,0.319328
357,DC5,Zone20,Sub1,0.151265
358,DC5,Zone20,Sub2,0.338787
359,DC5,Zone20,Sub3,0.309113
360,DC5,Zone21,Sub1,0.793135
361,DC5,Zone21,Sub2,0.436581
362,DC5,Zone21,Sub3,0.249617
363,DC5,Zone22,Sub1,0.496668
364,DC5,Zone22,Sub2,0.691249
365,DC5,Zone22,Sub3,0.784776
366,DC5,Zone23,Sub1,0.47958
367,DC5,Zone23,Sub2,0.221696
368,DC5,Zone23,Sub3,0.527326
369,DC5,Zone24,Sub1,0.66458
370,DC5,Zone24,Sub2,0.238284
371,DC5,Zone24,Sub3,0.253077
372,DC5,Zone25,Sub1,0.528103
373,DC5,Zone25,Sub2,0.440384
374,DC5,Zone25,Sub3,0.527186
375,DC6,Zone1,Sub1,0.435061
376,DC6,Zone1,Sub2,0.767733
377,DC6,Zone1,Sub3,0.607442
378,DC6,Zone2,Sub1,0.874576
379,DC6,Zone2,Sub2,0.314541
380,DC6,Zone2,Sub3,0.786175
381,DC6,Zone3,Sub1,0.818964
382,DC6,Zone3,Sub2,0.877617
383,DC6,Zone3,Sub3,0.508397
384,DC6,Zone4,Sub1,0.761693
385,DC6,Zone4,Sub2,0.729726
386,DC6,Zone4,Sub3,0.662351
387,DC6,Zone5,Sub1,0.124482
388,DC6,Zone5,Sub2,0.725764
389,DC6,Zone5,Sub3,0.501207
390,DC6,Zone6,Sub1,0.610555
391,DC6,Zone6,Sub2,0.64752
392,DC6,Zone6,Sub3,0.247183
393,DC6,Zone7,Sub1,0.376306
394,DC6,Zone7,Sub2,0.238667
395,DC6,Zone7,Sub3,0.261446
396,DC6,Zone8,Sub1,0.190562
397,DC6,Zone8,Sub2,0.832975
398,DC6,Zone8,Sub3,0.320066
399,DC6,Zone9,Sub1,0.277941
400,DC6,Zone9,Sub2,0.780931
401,DC6,Zone9,Sub3,0.760638
402,DC6,Zone10,Sub1,0.335438
403,DC6,Zone10,Sub2,0.807611
404,DC6,Zone10,Sub3,0.89012
405,DC6,Zone11,Sub1,0.109484
406,DC6,Zone11,Sub2,0.611839
407,DC6,Zone11,Sub3,0.64751
408,DC6,Zone12,Sub1,0.724869
409,DC6,Zone12,Sub2,0.356029
410,DC6,Zone12,Sub3,0.394582
411,DC6,Zone13,Sub1,0.685748
412,DC6,Zone13,Sub2,0.640566
413,DC6,Zone13,Sub3,0.309297
414,DC6,Zone14,Sub1,0.428028
415,DC6,Zone14,Sub2,0.172043
416,DC6,Zone14,Sub3,0.658957
417,DC6,Zone15,Sub1,0.895898
418,DC6,Zone15,Sub2,0.428666
419,DC6,Zone15,Sub3,0.338975
420,DC6,Zone16,Sub1,0.88272
421,DC6,Zone16,Sub2,0.26102
422,DC6,Zone16,Sub3,0.668399
423,DC6,Zone17,Sub1,0.218372
424,DC6,Zone17,Sub2,0.565439
425,DC6,Zone17,Sub3,0.780489
426,DC6,Zone18,Sub1,0.646522
427,DC6,Zone18,Sub2,0.568619
428,DC6,Zone18,Sub3,0.767783
429,DC6,Zone19,Sub1,0.444072
430,DC6,Zone19,Sub2,0.636218
431,DC6,Zone19,Sub3,0.328987
432,DC6,Zone20,Sub1,0.323878
433,DC6,Zone20,Sub2,0.501997
434,DC6,Zone20,Sub3,0.652579
435,DC6,Zone21,Sub1,0.688135
436,DC6,Zone21,Sub2,0.882904
437,DC6,Zone21,Sub3,0.431562
438,DC6,Zone22,Sub1,0.153751
439,DC6,Zone22,Sub2,0.43614
440,DC6,Zone22,Sub3,0.574356
441,DC6,Zone23,Sub1,0.793956
442,DC6,Zone23,Sub2,0.55595
443,DC6,Zone23,Sub3,0.731388
444,DC6,Zone24,Sub1,0.507756
445,DC6,Zone24,Sub2,0.171998
446,DC6,Zone24,Sub3,0.755103
447,DC6,Zone25,Sub1,0.210745
448,DC6,Zone25,Sub2,0.273823
449,DC6,Zone25,Sub3,0.295978
450,DC7,Zone1,Sub1,0.891339
451,DC7,Zone1,Sub2,0.213266
452,DC7,Zone1,Sub3,0.792411
453,DC7,Zone2,Sub1,0.690201
454,DC7,Zone2,Sub2,0.600164
455,DC7,Zone2,Sub3,0.225892
456,DC7,Zone3,Sub1,0.821084
457,DC7,Zone3,Sub2,0.18006
458,DC7,Zone3,Sub3,0.341076
459,DC7,Zone4,Sub1,0.794499
460,DC7,Zone4,Sub2,0.624586
461,DC7,Zone4,Sub3,0.763867
462,DC7,Zone5,Sub1,0.679467
463,DC7,Zone5,Sub2,0.316535
464,DC7,Zone5,Sub3,0.846892
465,DC7,Zone6,Sub1,0.12844
466,DC7,Zone6,Sub2,0.155473
467,DC7,Zone6,Sub3,0.60645
468,DC7,Zone7,Sub1,0.487941
469,DC7,Zone7,Sub2,0.710377
470,DC7,Zone7,Sub3,0.518487
471,DC7,Zone8,Sub1,0.481354
472,DC7,Zone8,Sub2,0.483077
473,DC7,Zone8,Sub3,0.288736
474,DC7,Zone9,Sub1,0.873792
475,DC7,Zone9,Sub2,0.804176
476,DC7,Zone9,Sub3,0.386192
477,DC7,Zone10,Sub1,0.685872
478,DC7,Zone10,Sub2,0.288114
479,DC7,Zone10,Sub3,0.861769
480,DC7,Zone11,Sub1,0.436142
481,DC7,Zone11,Sub2,0.721936
482,DC7,Zone11,Sub3,0.888561
483,DC7,Zone12,Sub1,0.3209
484,DC7,Zone12,Sub2,0.441799
485,DC7,Zone12,Sub3,0.841128
486,DC7,Zone13,Sub1,0.140809
487,DC7,Zone13,Sub2,0.750632
488,DC7,Zone13,Sub3,0.120113
489,DC7,Zone14,Sub1,0.558455
490,DC7,Zone14,Sub2,0.150715
491,DC7,Zone14,Sub3,0.404613
492,DC7,Zone15,Sub1,0.551495
493,DC7,Zone15,Sub2,0.343824
494,DC7,Zone15,Sub3,0.60309
495,DC7,Zone16,Sub1,0.459241
496,DC7,Zone16,Sub2,0.455323
497,DC7,Zone16,Sub3,0.613464
498,DC7,Zone17,Sub1,0.137981
499,DC7,Zone17,Sub2,0.168649
500,DC7,Zone17,Sub3,0.166384
501,DC7,Zone18,Sub1,0.879647
502,DC7,Zone18,Sub2,0.460484
503,DC7,Zone18,Sub3,0.253665
504,DC7,Zone19,Sub1,0.147559
505,DC7,Zone19,Sub2,0.49313
506,DC7,Zone19,Sub3,0.229341
507,DC7,Zone20,Sub1,0.101715
508,DC7,Zone20,Sub2,0.888531
509,DC7,Zone20,Sub3,0.232527
510,DC7,Zone21,Sub1,0.157502
511,DC7,Zone21,Sub2,0.796887
512,DC7,Zone21,Sub3,0.239088
513,DC7,Zone22,Sub1,0.690026
514,DC7,Zone22,Sub2,0.208624
515,DC7,Zone22,Sub3,0.168486
516,DC7,Zone23,Sub1,0.27492
517,DC7,Zone23,Sub2,0.881347
518,DC7,Zone23,Sub3,0.13704
519,DC7,Zone24,Sub1,0.401754
520,DC7,Zone24,Sub2,0.164738
521,DC7,Zone24,Sub3,0.770683
522,DC7,Zone25,Sub1,0.716626
523,DC7,Zone25,Sub2,0.145896
524,DC7,Zone25,Sub3,0.27929
525,DC8,Zone1,Sub1,0.689224
526,DC8,Zone1,Sub2,0.301916
527,DC8,Zone1,Sub3,0.86639
528,DC8,Zone2,Sub1,0.827148
529,DC8,Zone2,Sub2,0.386028
530,DC8,Zone2,Sub3,0.676788
531,DC8,Zone3,Sub1,0.477965
532,DC8,Zone3,Sub2,0.237018
533,DC8,Zone3,Sub3,0.236714
534,DC8,Zone4,Sub1,0.296678
535,DC8,Zone4,Sub2,0.268233
536,DC8,Zone4,Sub3,0.71604
537,DC8,Zone5,Sub1,0.830735
538,DC8,Zone5,Sub2,0.685597
539,DC8,Zone5,Sub3,0.313645
540,DC8,Zone6,Sub1,0.235336
541,DC8,Zone6,Sub2,0.629248
542,DC8,Zone6,Sub3,0.572764
543,DC8,Zone7,Sub1,0.381583
544,DC8,Zone7,Sub2,0.743744
545,DC8,Zone7,Sub3,0.157095
546,DC8,Zone8,Sub1,0.394999
547,DC8,Zone8,Sub2,0.823657
548,DC8,Zone8,Sub3,0.156184
549,DC8,Zone9,Sub1,0.170707
550,DC8,Zone9,Sub2,0.294593
551,DC8,Zone9,Sub3,0.533286
552,DC8,Zone10,Sub1,0.721552
553,DC8,Zone10,Sub2,0.654989
554,DC8,Zone10,Sub3,0.268435
555,DC8,Zone11,Sub1,0.500752
556,DC8,Zone11,Sub2,0.483056
557,DC8,Zone11,Sub3,0.254371
558,DC8,Zone12,Sub1,0.651811
559,DC8,Zone12,Sub2,0.679027
560,DC8,Zone12,Sub3,0.279905
561,DC8,Zone13,Sub1,0.114604
562,DC8,Zone13,Sub2,0.646169
563,DC8,Zone13,Sub3,0.561465
564,DC8,Zone14,Sub1,0.336408
565,DC8,Zone14,Sub2,0.550452
566,DC8,Zone14,Sub3,0.506277
567,DC8,Zone15,Sub1,0.805944
568,DC8,Zone15,Sub2,0.554476
569,DC8,Zone15,Sub3,0.428641
570,DC8,Zone16,Sub1,0.664026
571,DC8,Zone16,Sub2,0.838101
572,DC8,Zone16,Sub3,0.360186
573,DC8,Zone17,Sub1,0.149871
574,DC8,Zone17,Sub2,0.184417
575,DC8,Zone17,Sub3,0.698288
576,DC8,Zone18,Sub1,0.768369
577,DC8,Zone18,Sub2,0.633826
578,DC8,Zone18,Sub3,0.614619
579,DC8,Zone19,Sub1,0.43158
580,DC8,Zone19,Sub2,0.141706
581,DC8,Zone19,Sub3,0.664225
582,DC8,Zone20,Sub1,0.379885
583,DC8,Zone20,Sub2,0.69459
584,DC8,Zone20,Sub3,0.396634
585,DC8,Zone21,Sub1,0.738179
586,DC8,Zone21,Sub2,0.443328
587,DC8,Zone21,Sub3,0.40602
588,DC8,Zone22,Sub1,0.85214
589,DC8,Zone22,Sub2,0.159184
590,DC8,Zone22,Sub3,0.730074
591,DC8,Zone23,Sub1,0.172158
592,DC8,Zone23,Sub2,0.318939
593,DC8,Zone23,Sub3,0.304449
594,DC8,Zone24,Sub1,0.861505
595,DC8,Zone24,Sub2,0.237747
596,DC8,Zone24,Sub3,0.616061
597,DC8,Zone25,Sub1,0.527141
598,DC8,Zone25,Sub2,0.184452
599,DC8,Zone25,Sub3,0.262246
600,DC9,Zone1,Sub1,0.376994
601,DC9,Zone1,Sub2,0.585046
602,DC9,Zone1,Sub3,0.731778
603,DC9,Zone2,Sub1,0.850183
604,DC9,Zone2,Sub2,0.137743
605,DC9,Zone2,Sub3,0.878295
606,DC9,Zone3,Sub1,0.181323
607,DC9,Zone3,Sub2,0.767346
608,DC9,Zone3,Sub3,0.723465
609,DC9,Zone4,Sub1,0.423765
610,DC9,Zone4,Sub2,0.855449
611,DC9,Zone4,Sub3,0.550998
612,DC9,Zone5,Sub1,0.830734
613,DC9,Zone5,Sub2,0.402767
614,DC9,Zone5,Sub3,0.768568
615,DC9,Zone6,Sub1,0.414564
616,DC9,Zone6,Sub2,0.240946
617,DC9,Zone6,Sub3,0.543458
618,DC9,Zone7,Sub1,0.874509
619,DC9,Zone7,Sub2,0.667311
620,DC9,Zone7,Sub3,0.357901
621,DC9,Zone8,Sub1,0.522589
622,DC9,Zone8,Sub2,0.115818
623,DC9,Zone8,Sub3,0.416577
624,DC9,Zone9,Sub1,0.473982
625,DC9,Zone9,Sub2,0.400943
626,DC9,Zone9,Sub3,0.781984
627,DC9,Zone10,Sub1,0.402933
628,DC9,Zone10,Sub2,0.523412
629,DC9,Zone10,Sub3,0.574933
630,DC9,Zone11,Sub1,0.13026
631,DC9,Zone11,Sub2,0.392804
632,DC9,Zone11,Sub3,0.668779
633,DC9,Zone12,Sub1,0.343974
634,DC9,Zone12,Sub2,0.136785
635,DC9,Zone12,Sub3,0.658594
636,DC9,Zone13,Sub1,0.33799
637,DC9,Zone13,Sub2,0.481471
638,DC9,Zone13,Sub3,0.780847
639,DC9,Zone14,Sub1,0.768199
640,DC9,Zone14,Sub2,0.544431
641,DC9,Zone14,Sub3,0.818183
642,DC9,Zone15,Sub1,0.44375
643,DC9,Zone15,Sub2,0.614498
644,DC9,Zone15,Sub3,0.118233
645,DC9,Zone16,Sub1,0.632395
646,DC9,Zone16,Sub2,0.120343
647,DC9,Zone16,Sub3,0.85645
648,DC9,Zone17,Sub1,0.443676
649,DC9,Zone17,Sub2,0.620156
650,DC9,Zone17,Sub3,0.568432
651,DC9,Zone18,Sub1,0.408209
652,DC9,Zone18,Sub2,0.634353
653,DC9,Zone18,Sub3,0.171166
654,DC9,Zone19,Sub1,0.398404
655,DC9,Zone19,Sub2,0.149275
656,DC9,Zone19,Sub3,0.164054
657,DC9,Zone20,Sub1,0.501561
658,DC9,Zone20,Sub2,0.785879
659,DC9,Zone20,Sub3,0.526447
660,DC9,Zone21,Sub1,0.117582
661,DC9,Zone21,Sub2,0.416133
662,DC9,Zone21,Sub3,0.898212
663,DC9,Zone22,Sub1,0.523854
