,Center,DemandZone,Subsection,Distance_km
77,DC2,Zone1,Sub3,427
78,DC2,Zone2,Sub1,2173
79,DC2,Zone2,Sub2,2073
80,DC2,Zone2,Sub3,2271
81,DC2,Zone3,Sub1,1384
82,DC2,Zone3,Sub2,1775
83,DC2,Zone3,Sub3,1746
84,DC2,Zone4,Sub1,1430
85,DC2,Zone4,Sub2,1608
86,DC2,Zone4,Sub3,1506
87,DC2,Zone5,Sub1,1179
88,DC2,Zone5,Sub2,976
89,DC2,Zone5,Sub3,909
90,DC2,Zone6,Sub1,272
91,DC2,Zone6,Sub2,300
92,DC2,Zone6,Sub3,274
93,DC2,Zone7,Sub1,1400
94,DC2,Zone7,Sub2,1563
95,DC2,Zone7,Sub3,1548
96,DC2,Zone8,Sub1,1446
97,DC2,Zone8,Sub2,1299
98,DC2,Zone8,Sub3,1568
99,DC2,Zone9,Sub1,395
100,DC2,Zone9,Sub2,485
101,DC2,Zone9,Sub3,472
102,DC2,Zone10,Sub1,2482
103,DC2,Zone10,Sub2,2248
104,DC2,Zone10,Sub3,2386
105,DC2,Zone11,Sub1,1939
106,DC2,Zone11,Sub2,1957
107,DC2,Zone11,Sub3,2074
108,DC2,Zone12,Sub1,2263
109,DC2,Zone12,Sub2,1927
110,DC2,Zone12,Sub3,1963
111,DC2,Zone13,Sub1,1759
112,DC2,Zone13,Sub2,1984
113,DC2,Zone13,Sub3,2244
114,DC2,Zone14,Sub1,2182
115,DC2,Zone14,Sub2,2153
116,DC2,Zone14,Sub3,2800
117,DC2,Zone15,Sub1,1197
118,DC2,Zone15,Sub2,1440
119,DC2,Zone15,Sub3,1319
120,DC2,Zone16,Sub1,1023
121,DC2,Zone16,Sub2,935
122,DC2,Zone16,Sub3,1017
123,DC2,Zone17,Sub1,647
124,DC2,Zone17,Sub2,703
125,DC2,Zone17,Sub3,688
126,DC2,Zone18,Sub1,1851
127,DC2,Zone18,Sub2,2010
128,DC2,Zone18,Sub3,1907
129,DC2,Zone19,Sub1,1120
130,DC2,Zone19,Sub2,1166
131,DC2,Zone19,Sub3,1042
132,DC2,Zone20,Sub1,1247
133,DC2,Zone20,Sub2,1548
134,DC2,Zone20,Sub3,1381
135,DC2,Zone21,Sub1,2458
136,DC2,Zone21,Sub2,2621
137,DC2,Zone21,Sub3,2750
138,DC2,Zone22,Sub1,1996
139,DC2,Zone22,Sub2,1959
140,DC2,Zone22,Sub3,2574
141,DC2,Zone23,Sub1,1433
142,DC2,Zone23,Sub2,1688
143,DC2,Zone23,Sub3,1857
144,DC2,Zone24,Sub1,1880
145,DC2,Zone24,Sub2,2316
146,DC2,Zone24,Sub3,2011
147,DC2,Zone25,Sub1,391
148,DC2,Zone25,Sub2,361
149,DC2,Zone25,Sub3,434
150,DC3,Zone1,Sub1,443
151,DC3,Zone1,Sub2,387
152,DC3,Zone1,Sub3,411
153,DC3,Zone2,Sub1,1594
154,DC3,Zone2,Sub2,1672
155,DC3,Zone2,Sub3,1378
156,DC3,Zone3,Sub1,652
157,DC3,Zone3,Sub2,805
158,DC3,Zone3,Sub3,708
159,DC3,Zone4,Sub1,1759
160,DC3,Zone4,Sub2,1820
161,DC3,Zone4,Sub3,1463
162,DC3,Zone5,Sub1,595
163,DC3,Zone5,Sub2,609
164,DC3,Zone5,Sub3,537
165,DC3,Zone6,Sub1,1174
166,DC3,Zone6,Sub2,1380
167,DC3,Zone6,Sub3,1217
168,DC3,Zone7,Sub1,247
169,DC3,Zone7,Sub2,231
170,DC3,Zone7,Sub3,241
171,DC3,Zone8,Sub1,1677
172,DC3,Zone8,Sub2,1691
173,DC3,Zone8,Sub3,1704
174,DC3,Zone9,Sub1,1263
175,DC3,Zone9,Sub2,1413
176,DC3,Zone9,Sub3,1380
177,DC3,Zone10,Sub1,1023
178,DC3,Zone10,Sub2,1212
179,DC3,Zone10,Sub3,1230
180,DC3,Zone11,Sub1,1645
181,DC3,Zone11,Sub2,1420
182,DC3,Zone11,Sub3,1655
183,DC3,Zone12,Sub1,1981
184,DC3,Zone12,Sub2,1900
185,DC3,Zone12,Sub3,2389
186,DC3,Zone13,Sub1,903
187,DC3,Zone13,Sub2,1131
188,DC3,Zone13,Sub3,1153
189,DC3,Zone14,Sub1,790
190,DC3,Zone14,Sub2,666
191,DC3,Zone14,Sub3,736
192,DC3,Zone15,Sub1,280
193,DC3,Zone15,Sub2,238
194,DC3,Zone15,Sub3,276
195,DC3,Zone16,Sub1,1406
196,DC3,Zone16,Sub2,1125
197,DC3,Zone16,Sub3,1303
198,DC3,Zone17,Sub1,1950
199,DC3,Zone17,Sub2,1912
200,DC3,Zone17,Sub3,2093
201,DC3,Zone18,Sub1,794
202,DC3,Zone18,Sub2,679
203,DC3,Zone18,Sub3,748
204,DC3,Zone19,Sub1,1564
205,DC3,Zone19,Sub2,1461
206,DC3,Zone19,Sub3,1466
207,DC3,Zone20,Sub1,424
208,DC3,Zone20,Sub2,387
209,DC3,Zone20,Sub3,401
210,DC3,Zone21,Sub1,745
211,DC3,Zone21,Sub2,653
212,DC3,Zone21,Sub3,786
213,DC3,Zone22,Sub1,1281
214,DC3,Zone22,Sub2,967
215,DC3,Zone22,Sub3,967
216,DC3,Zone23,Sub1,845
217,DC3,Zone23,Sub2,863
218,DC3,Zone23,Sub3,926
219,DC3,Zone24,Sub1,2486
220,DC3,Zone24,Sub2,2647
221,DC3,Zone24,Sub3,2411
222,DC3,Zone25,Sub1,705
223,DC3,Zone25,Sub2,773
224,DC3,Zone25,Sub3,813
225,DC4,Zone1,Sub1,2650
226,DC4,Zone1,Sub2,2596
227,DC4,Zone1,Sub3,2197
228,DC4,Zone2,Sub1,2246
229,DC4,Zone2,Sub2,2023
230,DC4,Zone2,Sub3,1981
231,DC4,Zone3,Sub1,307
232,DC4,Zone3,Sub2,314
233,DC4,Zone3,Sub3,280
234,DC4,Zone4,Sub1,1433
235,DC4,Zone4,Sub2,1284
236,DC4,Zone4,Sub3,1525
237,DC4,Zone5,Sub1,513
238,DC4,Zone5,Sub2,577
239,DC4,Zone5,Sub3,570
240,DC4,Zone6,Sub1,2047
241,DC4,Zone6,Sub2,1945
242,DC4,Zone6,Sub3,1753
243,DC4,Zone7,Sub1,2070
244,DC4,Zone7,Sub2,1756
245,DC4,Zone7,Sub3,1827
246,DC4,Zone8,Sub1,1493
247,DC4,Zone8,Sub2,1429
248,DC4,Zone8,Sub3,1301
249,DC4,Zone9,Sub1,1056
250,DC4,Zone9,Sub2,1284
251,DC4,Zone9,Sub3,1146
252,DC4,Zone10,Sub1,1902
253,DC4,Zone10,Sub2,2300
254,DC4,Zone10,Sub3,1920
255,DC4,Zone11,Sub1,1601
256,DC4,Zone11,Sub2,1247
257,DC4,Zone11,Sub3,1359
258,DC4,Zone12,Sub1,1835
259,DC4,Zone12,Sub2,1691
260,DC4,Zone12,Sub3,1842
261,DC4,Zone13,Sub1,215
262,DC4,Zone13,Sub2,239
263,DC4,Zone13,Sub3,250
264,DC4,Zone14,Sub1,321
265,DC4,Zone14,Sub2,282
266,DC4,Zone14,Sub3,289
267,DC4,Zone15,Sub1,214
268,DC4,Zone15,Sub2,262
269,DC4,Zone15,Sub3,246
270,DC4,Zone16,Sub1,2006
271,DC4,Zone16,Sub2,1956
272,DC4,Zone16,Sub3,1862
273,DC4,Zone17,Sub1,1382
274,DC4,Zone17,Sub2,1338
275,DC4,Zone17,Sub3,1224
276,DC4,Zone18,Sub1,307
277,DC4,Zone18,Sub2,347
278,DC4,Zone18,Sub3,323
279,DC4,Zone19,Sub1,2705
280,DC4,Zone19,Sub2,2634
281,DC4,Zone19,Sub3,2852
282,DC4,Zone20,Sub1,445
283,DC4,Zone20,Sub2,479
284,DC4,Zone20,Sub3,411
285,DC4,Zone21,Sub1,2162
286,DC4,Zone21,Sub2,2319
287,DC4,Zone21,Sub3,2542
288,DC4,Zone22,Sub1,802
289,DC4,Zone22,Sub2,869
290,DC4,Zone22,Sub3,856
291,DC4,Zone23,Sub1,778
292,DC4,Zone23,Sub2,760
293,DC4,Zone23,Sub3,738
294,DC4,Zone24,Sub1,1509
295,DC4,Zone24,Sub2,1372
296,DC4,Zone24,Sub3,1321
297,DC4,Zone25,Sub1,196
298,DC4,Zone25,Sub2,206
299,DC4,Zone25,Sub3,225
300,DC5,Zone1,Sub1,1287
301,DC5,Zone1,Sub2,1639
302,DC5,Zone1,Sub3,1631
303,DC5,Zone2,Sub1,1532
304,DC5,Zone2,Sub2,1615
305,DC5,Zone2,Sub3,1720
306,DC5,Zone3,Sub1,2300
307,DC5,Zone3,Sub2,2077
308,DC5,Zone3,Sub3,2059
309,DC5,Zone4,Sub1,1039
310,DC5,Zone4,Sub2,933
311,DC5,Zone4,Sub3,892
312,DC5,Zone5,Sub1,1608
313,DC5,Zone5,Sub2,1532
314,DC5,Zone5,Sub3,1600
315,DC5,Zone6,Sub1,2122
316,DC5,Zone6,Sub2,2166
317,DC5,Zone6,Sub3,2544
318,DC5,Zone7,Sub1,436
319,DC5,Zone7,Sub2,451
320,DC5,Zone7,Sub3,471
321,DC5,Zone8,Sub1,2011
322,DC5,Zone8,Sub2,1826
323,DC5,Zone8,Sub3,2165
324,DC5,Zone9,Sub1,2065
325,DC5,Zone9,Sub2,2534
326,DC5,Zone9,Sub3,2468
327,DC5,Zone10,Sub1,692
328,DC5,Zone10,Sub2,723
329,DC5,Zone10,Sub3,776
330,DC5,Zone11,Sub1,1408
331,DC5,Zone11,Sub2,1367
332,DC5,Zone11,Sub3,1508
333,DC5,Zone12,Sub1,2254
334,DC5,Zone12,Sub2,2234
335,DC5,Zone12,Sub3,2415
336,DC5,Zone13,Sub1,2179
337,DC5,Zone13,Sub2,1938
338,DC5,Zone13,Sub3,2028
339,DC5,Zone14,Sub1,569
340,DC5,Zone14,Sub2,633
341,DC5,Zone14,Sub3,633
342,DC5,Zone15,Sub1,502
343,DC5,Zone15,Sub2,508
344,DC5,Zone15,Sub3,664
345,DC5,Zone16,Sub1,1279
346,DC5,Zone16,Sub2,1351
347,DC5,Zone16,Sub3,1496
348,DC5,Zone17,Sub1,831
349,DC5,Zone17,Sub2,1013
350,DC5,Zone17,Sub3,812
351,DC5,Zone18,Sub1,1354
352,DC5,Zone18,Sub2,1597
353,DC5,Zone18,Sub3,1295
354,DC5,Zone19,Sub1,1509
355,DC5,Zone19,Sub2,1310
356,DC5,Zone19,Sub3,1450
357,DC5,Zone20,Sub1,1448
358,DC5,Zone20,Sub2,1443
359,DC5,Zone20,Sub3,1625
360,DC5,Zone21,Sub1,2263
361,DC5,Zone21,Sub2,2734
362,DC5,Zone21,Sub3,2323
363,DC5,Zone22,Sub1,2155
364,DC5,Zone22,Sub2,2014
365,DC5,Zone22,Sub3,2308
366,DC5,Zone23,Sub1,2300
367,DC5,Zone23,Sub2,2156
368,DC5,Zone23,Sub3,2485
369,DC5,Zone24,Sub1,2354
370,DC5,Zone24,Sub2,2108
371,DC5,Zone24,Sub3,1830
372,DC5,Zone25,Sub1,1067
373,DC5,Zone25,Sub2,1122
374,DC5,Zone25,Sub3,1398
375,DC6,Zone1,Sub1,1782
376,DC6,Zone1,Sub2,1736
377,DC6,Zone1,Sub3,1832
378,DC6,Zone2,Sub1,1485
379,DC6,Zone2,Sub2,1998
380,DC6,Zone2,Sub3,1827
381,DC6,Zone3,Sub1,257
382,DC6,Zone3,Sub2,265
383,DC6,Zone3,Sub3,275
384,DC6,Zone4,Sub1,1976
385,DC6,Zone4,Sub2,1864
386,DC6,Zone4,Sub3,1830
387,DC6,Zone5,Sub1,1237
388,DC6,Zone5,Sub2,1377
389,DC6,Zone5,Sub3,1535
390,DC6,Zone6,Sub1,2793
391,DC6,Zone6,Sub2,2632
392,DC6,Zone6,Sub3,2363
393,DC6,Zone7,Sub1,310
394,DC6,Zone7,Sub2,308
395,DC6,Zone7,Sub3,353
396,DC6,Zone8,Sub1,1349
397,DC6,Zone8,Sub2,1449
398,DC6,Zone8,Sub3,1173
399,DC6,Zone9,Sub1,309
400,DC6,Zone9,Sub2,377
401,DC6,Zone9,Sub3,287
402,DC6,Zone10,Sub1,1042
403,DC6,Zone10,Sub2,967
404,DC6,Zone10,Sub3,1151
405,DC6,Zone11,Sub1,1768
406,DC6,Zone11,Sub2,1672
407,DC6,Zone11,Sub3,2187
408,DC6,Zone12,Sub1,869
409,DC6,Zone12,Sub2,1003
410,DC6,Zone12,Sub3,965
411,DC6,Zone13,Sub1,1615
412,DC6,Zone13,Sub2,1375
413,DC6,Zone13,Sub3,1663
414,DC6,Zone14,Sub1,1441
415,DC6,Zone14,Sub2,1492
416,DC6,Zone14,Sub3,1536
417,DC6,Zone15,Sub1,782
418,DC6,Zone15,Sub2,870
419,DC6,Zone15,Sub3,843
420,DC6,Zone16,Sub1,2052
421,DC6,Zone16,Sub2,1890
422,DC6,Zone16,Sub3,1991
423,DC6,Zone17,Sub1,1066
424,DC6,Zone17,Sub2,846
425,DC6,Zone17,Sub3,949
426,DC6,Zone18,Sub1,824
427,DC6,Zone18,Sub2,874
428,DC6,Zone18,Sub3,803
429,DC6,Zone19,Sub1,2160
430,DC6,Zone19,Sub2,2206
431,DC6,Zone19,Sub3,2721
432,DC6,Zone20,Sub1,1788
433,DC6,Zone20,Sub2,2191
434,DC6,Zone20,Sub3,2270
435,DC6,Zone21,Sub1,725
436,DC6,Zone21,Sub2,621
437,DC6,Zone21,Sub3,602
438,DC6,Zone22,Sub1,2718
439,DC6,Zone22,Sub2,2087
440,DC6,Zone22,Sub3,2469
441,DC6,Zone23,Sub1,1747
442,DC6,Zone23,Sub2,1773
443,DC6,Zone23,Sub3,1922
444,DC6,Zone24,Sub1,2512
445,DC6,Zone24,Sub2,2376
446,DC6,Zone24,Sub3,2557
447,DC6,Zone25,Sub1,1295
448,DC6,Zone25,Sub2,1200
449,DC6,Zone25,Sub3,1162
450,DC7,Zone1,Sub1,2110
451,DC7,Zone1,Sub2,2548
452,DC7,Zone1,Sub3,2547
453,DC7,Zone2,Sub1,651
454,DC7,Zone2,Sub2,625
455,DC7,Zone2,Sub3,528
456,DC7,Zone3,Sub1,1444
457,DC7,Zone3,Sub2,1356
458,DC7,Zone3,Sub3,1347
459,DC7,Zone4,Sub1,1329
460,DC7,Zone4,Sub2,1252
461,DC7,Zone4,Sub3,1303
462,DC7,Zone5,Sub1,2380
463,DC7,Zone5,Sub2,2602
464,DC7,Zone5,Sub3,2304
465,DC7,Zone6,Sub1,2424
466,DC7,Zone6,Sub2,2254
467,DC7,Zone6,Sub3,2261
468,DC7,Zone7,Sub1,2025
469,DC7,Zone7,Sub2,2358
470,DC7,Zone7,Sub3,2234
471,DC7,Zone8,Sub1,2390
472,DC7,Zone8,Sub2,1844
473,DC7,Zone8,Sub3,2075
474,DC7,Zone9,Sub1,1299
475,DC7,Zone9,Sub2,1438
476,DC7,Zone9,Sub3,1418
477,DC7,Zone10,Sub1,958
478,DC7,Zone10,Sub2,893
479,DC7,Zone10,Sub3,932
480,DC7,Zone11,Sub1,773
481,DC7,Zone11,Sub2,853
482,DC7,Zone11,Sub3,996
483,DC7,Zone12,Sub1,894
484,DC7,Zone12,Sub2,1011
485,DC7,Zone12,Sub3,936
486,DC7,Zone13,Sub1,2030
487,DC7,Zone13,Sub2,1691
488,DC7,Zone13,Sub3,2055
489,DC7,Zone14,Sub1,457
490,DC7,Zone14,Sub2,551
491,DC7,Zone14,Sub3,439
492,DC7,Zone15,Sub1,2004
493,DC7,Zone15,Sub2,2258
494,DC7,Zone15,Sub3,2388
495,DC7,Zone16,Sub1,2731
496,DC7,Zone16,Sub2,2132
497,DC7,Zone16,Sub3,2523
498,DC7,Zone17,Sub1,932
499,DC7,Zone17,Sub2,817
500,DC7,Zone17,Sub3,818
501,DC7,Zone18,Sub1,1993
502,DC7,Zone18,Sub2,1793
503,DC7,Zone18,Sub3,1568
504,DC7,Zone19,Sub1,2365
505,DC7,Zone19,Sub2,2285
506,DC7,Zone19,Sub3,2256
507,DC7,Zone20,Sub1,1783
508,DC7,Zone20,Sub2,2009
509,DC7,Zone20,Sub3,1870
510,DC7,Zone21,Sub1,2091
511,DC7,Zone21,Sub2,1913
512,DC7,Zone21,Sub3,1887
513,DC7,Zone22,Sub1,406
514,DC7,Zone22,Sub2,348
515,DC7,Zone22,Sub3,412
516,DC7,Zone23,Sub1,1385
517,DC7,Zone23,Sub2,1286
518,DC7,Zone23,Sub3,1587
519,DC7,Zone24,Sub1,336
520,DC7,Zone24,Sub2,430
521,DC7,Zone24,Sub3,356
522,DC7,Zone25,Sub1,1721
523,DC7,Zone25,Sub2,1779
524,DC7,Zone25,Sub3,1736
525,DC8,Zone1,Sub1,895
526,DC8,Zone1,Sub2,1050
527,DC8,Zone1,Sub3,1111
528,DC8,Zone2,Sub1,1099
529,DC8,Zone2,Sub2,1223
530,DC8,Zone2,Sub3,1182
531,DC8,Zone3,Sub1,1164
532,DC8,Zone3,Sub2,1385
533,DC8,Zone3,Sub3,1196
534,DC8,Zone4,Sub1,2136
535,DC8,Zone4,Sub2,2205
536,DC8,Zone4,Sub3,2264
537,DC8,Zone5,Sub1,1633
538,DC8,Zone5,Sub2,1735
539,DC8,Zone5,Sub3,1666
540,DC8,Zone6,Sub1,1251
541,DC8,Zone6,Sub2,1245
542,DC8,Zone6,Sub3,1292
543,DC8,Zone7,Sub1,2184
544,DC8,Zone7,Sub2,2208
545,DC8,Zone7,Sub3,2363
546,DC8,Zone8,Sub1,1421
547,DC8,Zone8,Sub2,1652
548,DC8,Zone8,Sub3,1486
549,DC8,Zone9,Sub1,2132
550,DC8,Zone9,Sub2,2528
551,DC8,Zone9,Sub3,2596
552,DC8,Zone10,Sub1,2619
553,DC8,Zone10,Sub2,2442
554,DC8,Zone10,Sub3,2293
555,DC8,Zone11,Sub1,1413
556,DC8,Zone11,Sub2,1602
557,DC8,Zone11,Sub3,1634
558,DC8,Zone12,Sub1,1213
559,DC8,Zone12,Sub2,952
560,DC8,Zone12,Sub3,1234
561,DC8,Zone13,Sub1,2078
562,DC8,Zone13,Sub2,2047
563,DC8,Zone13,Sub3,1990
564,DC8,Zone14,Sub1,1599
565,DC8,Zone14,Sub2,1441
566,DC8,Zone14,Sub3,1343
567,DC8,Zone15,Sub1,1476
568,DC8,Zone15,Sub2,1428
569,DC8,Zone15,Sub3,1775
570,DC8,Zone16,Sub1,326
571,DC8,Zone16,Sub2,301
572,DC8,Zone16,Sub3,352
573,DC8,Zone17,Sub1,1080
574,DC8,Zone17,Sub2,1022
575,DC8,Zone17,Sub3,1115
576,DC8,Zone18,Sub1,429
577,DC8,Zone18,Sub2,518
578,DC8,Zone18,Sub3,535
579,DC8,Zone19,Sub1,775
580,DC8,Zone19,Sub2,1010
581,DC8,Zone19,Sub3,775
582,DC8,Zone20,Sub1,1307
583,DC8,Zone20,Sub2,1249
584,DC8,Zone20,Sub3,1213
585,DC8,Zone21,Sub1,1670
586,DC8,Zone21,Sub2,1344
587,DC8,Zone21,Sub3,1777
588,DC8,Zone22,Sub1,273
589,DC8,Zone22,Sub2,249
590,DC8,Zone22,Sub3,264
591,DC8,Zone23,Sub1,2070
592,DC8,Zone23,Sub2,1892
593,DC8,Zone23,Sub3,1797
594,DC8,Zone24,Sub1,908
595,DC8,Zone24,Sub2,1070
596,DC8,Zone24,Sub3,1004
597,DC8,Zone25,Sub1,2084
598,DC8,Zone25,Sub2,1650
599,DC8,Zone25,Sub3,1582
600,DC9,Zone1,Sub1,1996
601,DC9,Zone1,Sub2,1607
602,DC9,Zone1,Sub3,1735
603,DC9,Zone2,Sub1,1156
604,DC9,Zone2,Sub2,1061
605,DC9,Zone2,Sub3,1146
606,DC9,Zone3,Sub1,1128
607,DC9,Zone3,Sub2,1026
608,DC9,Zone3,Sub3,1131
609,DC9,Zone4,Sub1,1374
610,DC9,Zone4,Sub2,1094
611,DC9,Zone4,Sub3,1352
612,DC9,Zone5,Sub1,1196
613,DC9,Zone5,Sub2,976
614,DC9,Zone5,Sub3,1165
615,DC9,Zone6,Sub1,429
616,DC9,Zone6,Sub2,497
617,DC9,Zone6,Sub3,518
618,DC9,Zone7,Sub1,1008
619,DC9,Zone7,Sub2,974
620,DC9,Zone7,Sub3,817
621,DC9,Zone8,Sub1,2013
622,DC9,Zone8,Sub2,2503
623,DC9,Zone8,Sub3,2693
624,DC9,Zone9,Sub1,1562
625,DC9,Zone9,Sub2,1752
626,DC9,Zone9,Sub3,1732
627,DC9,Zone10,Sub1,1709
628,DC9,Zone10,Sub2,1730
629,DC9,Zone10,Sub3,1846
630,DC9,Zone11,Sub1,1340
631,DC9,Zone11,Sub2,1292
632,DC9,Zone11,Sub3,1408
633,DC9,Zone12,Sub1,603
634,DC9,Zone12,Sub2,503
635,DC9,Zone12,Sub3,579
636,DC9,Zone13,Sub1,1888
637,DC9,Zone13,Sub2,1878
638,DC9,Zone13,Sub3,1760
639,DC9,Zone14,Sub1,535
640,DC9,Zone14,Sub2,454
641,DC9,Zone14,Sub3,452
642,DC9,Zone15,Sub1,1277
643,DC9,Zone15,Sub2,1248
644,DC9,Zone15,Sub3,1153
645,DC9,Zone16,Sub1,1246
646,DC9,Zone16,Sub2,1112
647,DC9,Zone16,Sub3,1002
648,DC9,Zone17,Sub1,1019
649,DC9,Zone17,Sub2,1009
650,DC9,Zone17,Sub3,814
651,DC9,Zone18,Sub1,1107
652,DC9,Zone18,Sub2,1074
653,DC9,Zone18,Sub3,1380
654,DC9,Zone19,Sub1,2044
655,DC9,Zone19,Sub2,1928
656,DC9,Zone19,Sub3,1690
657,DC9,Zone20,Sub1,763
658,DC9,Zone20,Sub2,743
659,DC9,Zone20,Sub3,763
660,DC9,Zone21,Sub1,2144
661,DC9,Zone21,Sub2,1868
662,DC9,Zone21,Sub3,2200
663,DC9,Zone22,Sub1,505
664,DC9,Zone22,Sub2,540
665,DC9,Zone22,Sub3,616
666,DC9,Zone23,Sub1,2140
667,DC9,Zone23,Sub2,2127
668,DC9,Zone23,Sub3,2209
669,DC9,Zone24,Sub1,1304
670,DC9,Zone24,Sub2,1395
671,DC9,Zone24,Sub3,1744
672,DC9,Zone25,Sub1,1344
673,DC9,Zone25,Sub2,1467
674,DC9,Zone25,Sub3,1490
