,Center,DemandZone,Subsection,TollCost
95,DC2,Zone7,Sub3,5433
96,DC2,Zone8,Sub1,5524
97,DC2,Zone8,Sub2,5155
98,DC2,Zone8,Sub3,5748
99,DC2,Zone9,Sub1,0
100,DC2,Zone9,Sub2,2279
101,DC2,Zone9,Sub3,1884
102,DC2,Zone10,Sub1,0
103,DC2,Zone10,Sub2,0
104,DC2,Zone10,Sub3,8010
105,DC2,Zone11,Sub1,3380
106,DC2,Zone11,Sub2,0
107,DC2,Zone11,Sub3,4796
108,DC2,Zone12,Sub1,8259
109,DC2,Zone12,Sub2,4038
110,DC2,Zone12,Sub3,0
111,DC2,Zone13,Sub1,6821
112,DC2,Zone13,Sub2,9250
113,DC2,Zone13,Sub3,6458
114,DC2,Zone14,Sub1,0
115,DC2,Zone14,Sub2,8752
116,DC2,Zone14,Sub3,9656
117,DC2,Zone15,Sub1,2612
118,DC2,Zone15,Sub2,6126
119,DC2,Zone15,Sub3,5425
120,DC2,Zone16,Sub1,3922
121,DC2,Zone16,Sub2,2770
122,DC2,Zone16,Sub3,4922
123,DC2,Zone17,Sub1,2412
124,DC2,Zone17,Sub2,3202
125,DC2,Zone17,Sub3,0
126,DC2,Zone18,Sub1,4578
127,DC2,Zone18,Sub2,4990
128,DC2,Zone18,Sub3,0
129,DC2,Zone19,Sub1,0
130,DC2,Zone19,Sub2,4133
131,DC2,Zone19,Sub3,5053
132,DC2,Zone20,Sub1,3232
133,DC2,Zone20,Sub2,7680
134,DC2,Zone20,Sub3,5739
135,DC2,Zone21,Sub1,4626
136,DC2,Zone21,Sub2,11220
137,DC2,Zone21,Sub3,8812
138,DC2,Zone22,Sub1,0
139,DC2,Zone22,Sub2,5721
140,DC2,Zone22,Sub3,8199
141,DC2,Zone23,Sub1,6159
142,DC2,Zone23,Sub2,6702
143,DC2,Zone23,Sub3,4080
144,DC2,Zone24,Sub1,3910
145,DC2,Zone24,Sub2,10308
146,DC2,Zone24,Sub3,5233
147,DC2,Zone25,Sub1,1394
148,DC2,Zone25,Sub2,1047
149,DC2,Zone25,Sub3,0
150,DC3,Zone1,Sub1,1803
151,DC3,Zone1,Sub2,1109
152,DC3,Zone1,Sub3,1426
153,DC3,Zone2,Sub1,3598
154,DC3,Zone2,Sub2,7105
155,DC3,Zone2,Sub3,6452
156,DC3,Zone3,Sub1,3172
157,DC3,Zone3,Sub2,0
158,DC3,Zone3,Sub3,3465
159,DC3,Zone4,Sub1,0
160,DC3,Zone4,Sub2,5214
161,DC3,Zone4,Sub3,4967
162,DC3,Zone5,Sub1,1182
163,DC3,Zone5,Sub2,2872
164,DC3,Zone5,Sub3,1002
165,DC3,Zone6,Sub1,0
166,DC3,Zone6,Sub2,2549
167,DC3,Zone6,Sub3,4360
168,DC3,Zone7,Sub1,0
169,DC3,Zone7,Sub2,1073
170,DC3,Zone7,Sub3,646
171,DC3,Zone8,Sub1,6168
172,DC3,Zone8,Sub2,0
173,DC3,Zone8,Sub3,5829
174,DC3,Zone9,Sub1,5705
175,DC3,Zone9,Sub2,3057
176,DC3,Zone9,Sub3,5149
177,DC3,Zone10,Sub1,0
178,DC3,Zone10,Sub2,4466
179,DC3,Zone10,Sub3,0
180,DC3,Zone11,Sub1,4551
181,DC3,Zone11,Sub2,2340
182,DC3,Zone11,Sub3,4913
183,DC3,Zone12,Sub1,9136
184,DC3,Zone12,Sub2,7419
185,DC3,Zone12,Sub3,11822
186,DC3,Zone13,Sub1,0
187,DC3,Zone13,Sub2,3008
188,DC3,Zone13,Sub3,4030
189,DC3,Zone14,Sub1,1211
190,DC3,Zone14,Sub2,2803
191,DC3,Zone14,Sub3,2396
192,DC3,Zone15,Sub1,0
193,DC3,Zone15,Sub2,604
194,DC3,Zone15,Sub3,508
195,DC3,Zone16,Sub1,3499
196,DC3,Zone16,Sub2,4148
197,DC3,Zone16,Sub3,0
198,DC3,Zone17,Sub1,7783
199,DC3,Zone17,Sub2,5287
200,DC3,Zone17,Sub3,6248
201,DC3,Zone18,Sub1,3674
202,DC3,Zone18,Sub2,3094
203,DC3,Zone18,Sub3,0
204,DC3,Zone19,Sub1,6764
205,DC3,Zone19,Sub2,0
206,DC3,Zone19,Sub3,6072
207,DC3,Zone20,Sub1,649
208,DC3,Zone20,Sub2,1892
209,DC3,Zone20,Sub3,1953
210,DC3,Zone21,Sub1,2724
211,DC3,Zone21,Sub2,1775
212,DC3,Zone21,Sub3,2276
213,DC3,Zone22,Sub1,0
214,DC3,Zone22,Sub2,4249
215,DC3,Zone22,Sub3,3330
216,DC3,Zone23,Sub1,3304
217,DC3,Zone23,Sub2,4021
218,DC3,Zone23,Sub3,1923
219,DC3,Zone24,Sub1,11362
220,DC3,Zone24,Sub2,4248
221,DC3,Zone24,Sub3,0
222,DC3,Zone25,Sub1,2487
223,DC3,Zone25,Sub2,2146
224,DC3,Zone25,Sub3,3596
225,DC4,Zone1,Sub1,3996
226,DC4,Zone1,Sub2,7889
227,DC4,Zone1,Sub3,3721
228,DC4,Zone2,Sub1,7077
229,DC4,Zone2,Sub2,9437
230,DC4,Zone2,Sub3,0
231,DC4,Zone3,Sub1,1382
232,DC4,Zone3,Sub2,1354
233,DC4,Zone3,Sub3,1145
234,DC4,Zone4,Sub1,3770
235,DC4,Zone4,Sub2,0
236,DC4,Zone4,Sub3,5748
237,DC4,Zone5,Sub1,0
238,DC4,Zone5,Sub2,2825
239,DC4,Zone5,Sub3,2450
240,DC4,Zone6,Sub1,3436
241,DC4,Zone6,Sub2,5280
242,DC4,Zone6,Sub3,6867
243,DC4,Zone7,Sub1,6098
244,DC4,Zone7,Sub2,7786
245,DC4,Zone7,Sub3,7616
246,DC4,Zone8,Sub1,0
247,DC4,Zone8,Sub2,0
248,DC4,Zone8,Sub3,4817
249,DC4,Zone9,Sub1,4125
250,DC4,Zone9,Sub2,0
251,DC4,Zone9,Sub3,3540
252,DC4,Zone10,Sub1,5073
253,DC4,Zone10,Sub2,6023
254,DC4,Zone10,Sub3,8098
255,DC4,Zone11,Sub1,0
256,DC4,Zone11,Sub2,0
257,DC4,Zone11,Sub3,3135
258,DC4,Zone12,Sub1,5197
259,DC4,Zone12,Sub2,8145
260,DC4,Zone12,Sub3,5551
261,DC4,Zone13,Sub1,720
262,DC4,Zone13,Sub2,968
263,DC4,Zone13,Sub3,1158
264,DC4,Zone14,Sub1,0
265,DC4,Zone14,Sub2,1083
266,DC4,Zone14,Sub3,537
267,DC4,Zone15,Sub1,828
268,DC4,Zone15,Sub2,1171
269,DC4,Zone15,Sub3,0
270,DC4,Zone16,Sub1,4756
271,DC4,Zone16,Sub2,9117
272,DC4,Zone16,Sub3,5029
273,DC4,Zone17,Sub1,6252
274,DC4,Zone17,Sub2,2372
275,DC4,Zone17,Sub3,5486
276,DC4,Zone18,Sub1,0
277,DC4,Zone18,Sub2,973
278,DC4,Zone18,Sub3,1275
279,DC4,Zone19,Sub1,9840
280,DC4,Zone19,Sub2,5008
281,DC4,Zone19,Sub3,9845
282,DC4,Zone20,Sub1,0
283,DC4,Zone20,Sub2,2264
284,DC4,Zone20,Sub3,1806
285,DC4,Zone21,Sub1,5034
286,DC4,Zone21,Sub2,11107
287,DC4,Zone21,Sub3,0
288,DC4,Zone22,Sub1,1909
289,DC4,Zone22,Sub2,2740
290,DC4,Zone22,Sub3,3943
291,DC4,Zone23,Sub1,3791
292,DC4,Zone23,Sub2,2623
293,DC4,Zone23,Sub3,2628
294,DC4,Zone24,Sub1,3743
295,DC4,Zone24,Sub2,0
296,DC4,Zone24,Sub3,2968
297,DC4,Zone25,Sub1,648
298,DC4,Zone25,Sub2,685
299,DC4,Zone25,Sub3,832
300,DC5,Zone1,Sub1,3478
301,DC5,Zone1,Sub2,4656
302,DC5,Zone1,Sub3,0
303,DC5,Zone2,Sub1,3956
304,DC5,Zone2,Sub2,7811
305,DC5,Zone2,Sub3,4468
306,DC5,Zone3,Sub1,3634
307,DC5,Zone3,Sub2,0
308,DC5,Zone3,Sub3,9959
309,DC5,Zone4,Sub1,4832
310,DC5,Zone4,Sub2,3324
311,DC5,Zone4,Sub3,0
312,DC5,Zone5,Sub1,0
313,DC5,Zone5,Sub2,3279
314,DC5,Zone5,Sub3,7523
315,DC5,Zone6,Sub1,8220
316,DC5,Zone6,Sub2,7501
317,DC5,Zone6,Sub3,8564
318,DC5,Zone7,Sub1,1753
319,DC5,Zone7,Sub2,1228
320,DC5,Zone7,Sub3,1359
321,DC5,Zone8,Sub1,0
322,DC5,Zone8,Sub2,3884
323,DC5,Zone8,Sub3,0
324,DC5,Zone9,Sub1,8686
325,DC5,Zone9,Sub2,11615
326,DC5,Zone9,Sub3,8653
327,DC5,Zone10,Sub1,2425
328,DC5,Zone10,Sub2,2467
329,DC5,Zone10,Sub3,2477
330,DC5,Zone11,Sub1,0
331,DC5,Zone11,Sub2,4640
332,DC5,Zone11,Sub3,5948
333,DC5,Zone12,Sub1,8853
334,DC5,Zone12,Sub2,0
335,DC5,Zone12,Sub3,8510
336,DC5,Zone13,Sub1,3742
337,DC5,Zone13,Sub2,9443
338,DC5,Zone13,Sub3,7019
339,DC5,Zone14,Sub1,2785
340,DC5,Zone14,Sub2,1744
341,DC5,Zone14,Sub3,2660
342,DC5,Zone15,Sub1,0
343,DC5,Zone15,Sub2,2343
344,DC5,Zone15,Sub3,2767
345,DC5,Zone16,Sub1,2700
346,DC5,Zone16,Sub2,4795
347,DC5,Zone16,Sub3,6938
348,DC5,Zone17,Sub1,3102
349,DC5,Zone17,Sub2,1732
350,DC5,Zone17,Sub3,2082
351,DC5,Zone18,Sub1,3166
352,DC5,Zone18,Sub2,6963
353,DC5,Zone18,Sub3,0
354,DC5,Zone19,Sub1,6435
355,DC5,Zone19,Sub2,3125
356,DC5,Zone19,Sub3,2418
357,DC5,Zone20,Sub1,0
358,DC5,Zone20,Sub2,0
359,DC5,Zone20,Sub3,6401
360,DC5,Zone21,Sub1,0
361,DC5,Zone21,Sub2,6917
362,DC5,Zone21,Sub3,0
363,DC5,Zone22,Sub1,0
364,DC5,Zone22,Sub2,5055
365,DC5,Zone22,Sub3,4788
366,DC5,Zone23,Sub1,6953
367,DC5,Zone23,Sub2,6902
368,DC5,Zone23,Sub3,10174
369,DC5,Zone24,Sub1,8246
370,DC5,Zone24,Sub2,4676
371,DC5,Zone24,Sub3,6939
372,DC5,Zone25,Sub1,4596
373,DC5,Zone25,Sub2,4133
374,DC5,Zone25,Sub3,0
375,DC6,Zone1,Sub1,0
376,DC6,Zone1,Sub2,7270
377,DC6,Zone1,Sub3,3945
378,DC6,Zone2,Sub1,4889
379,DC6,Zone2,Sub2,5142
380,DC6,Zone2,Sub3,7854
381,DC6,Zone3,Sub1,802
382,DC6,Zone3,Sub2,996
383,DC6,Zone3,Sub3,0
384,DC6,Zone4,Sub1,0
385,DC6,Zone4,Sub2,4346
386,DC6,Zone4,Sub3,3038
387,DC6,Zone5,Sub1,0
388,DC6,Zone5,Sub2,3949
389,DC6,Zone5,Sub3,4956
390,DC6,Zone6,Sub1,6863
391,DC6,Zone6,Sub2,0
392,DC6,Zone6,Sub3,9369
393,DC6,Zone7,Sub1,880
394,DC6,Zone7,Sub2,1114
395,DC6,Zone7,Sub3,663
396,DC6,Zone8,Sub1,6009
397,DC6,Zone8,Sub2,5512
398,DC6,Zone8,Sub3,3149
399,DC6,Zone9,Sub1,1534
400,DC6,Zone9,Sub2,1037
401,DC6,Zone9,Sub3,0
402,DC6,Zone10,Sub1,3080
403,DC6,Zone10,Sub2,2618
404,DC6,Zone10,Sub3,2788
405,DC6,Zone11,Sub1,3598
406,DC6,Zone11,Sub2,5155
407,DC6,Zone11,Sub3,8995
408,DC6,Zone12,Sub1,2985
409,DC6,Zone12,Sub2,4971
410,DC6,Zone12,Sub3,3209
411,DC6,Zone13,Sub1,0
412,DC6,Zone13,Sub2,3706
413,DC6,Zone13,Sub3,8019
414,DC6,Zone14,Sub1,2197
415,DC6,Zone14,Sub2,4401
416,DC6,Zone14,Sub3,5520
417,DC6,Zone15,Sub1,1319
418,DC6,Zone15,Sub2,2125
419,DC6,Zone15,Sub3,2880
420,DC6,Zone16,Sub1,8478
421,DC6,Zone16,Sub2,6263
422,DC6,Zone16,Sub3,7326
423,DC6,Zone17,Sub1,4446
424,DC6,Zone17,Sub2,1421
425,DC6,Zone17,Sub3,2997
426,DC6,Zone18,Sub1,2649
427,DC6,Zone18,Sub2,1714
428,DC6,Zone18,Sub3,2610
429,DC6,Zone19,Sub1,7749
430,DC6,Zone19,Sub2,9605
431,DC6,Zone19,Sub3,9968
432,DC6,Zone20,Sub1,5058
433,DC6,Zone20,Sub2,0
434,DC6,Zone20,Sub3,8758
435,DC6,Zone21,Sub1,0
436,DC6,Zone21,Sub2,1875
437,DC6,Zone21,Sub3,2469
438,DC6,Zone22,Sub1,11080
439,DC6,Zone22,Sub2,0
440,DC6,Zone22,Sub3,4267
441,DC6,Zone23,Sub1,3802
442,DC6,Zone23,Sub2,4933
443,DC6,Zone23,Sub3,6716
444,DC6,Zone24,Sub1,5820
445,DC6,Zone24,Sub2,9149
446,DC6,Zone24,Sub3,4044
447,DC6,Zone25,Sub1,5348
448,DC6,Zone25,Sub2,3695
449,DC6,Zone25,Sub3,3949
450,DC7,Zone1,Sub1,3232
451,DC7,Zone1,Sub2,5690
452,DC7,Zone1,Sub3,8106
453,DC7,Zone2,Sub1,0
454,DC7,Zone2,Sub2,2297
455,DC7,Zone2,Sub3,1865
456,DC7,Zone3,Sub1,3145
457,DC7,Zone3,Sub2,3575
458,DC7,Zone3,Sub3,0
459,DC7,Zone4,Sub1,2148
460,DC7,Zone4,Sub2,2014
461,DC7,Zone4,Sub3,4783
462,DC7,Zone5,Sub1,0
463,DC7,Zone5,Sub2,11630
464,DC7,Zone5,Sub3,4243
465,DC7,Zone6,Sub1,0
466,DC7,Zone6,Sub2,4364
467,DC7,Zone6,Sub3,0
468,DC7,Zone7,Sub1,8593
469,DC7,Zone7,Sub2,7518
470,DC7,Zone7,Sub3,0
471,DC7,Zone8,Sub1,9335
472,DC7,Zone8,Sub2,7962
473,DC7,Zone8,Sub3,0
474,DC7,Zone9,Sub1,5124
475,DC7,Zone9,Sub2,3042
476,DC7,Zone9,Sub3,3021
477,DC7,Zone10,Sub1,3929
478,DC7,Zone10,Sub2,1461
479,DC7,Zone10,Sub3,3687
480,DC7,Zone11,Sub1,1898
481,DC7,Zone11,Sub2,3149
482,DC7,Zone11,Sub3,0
483,DC7,Zone12,Sub1,2944
484,DC7,Zone12,Sub2,2452
485,DC7,Zone12,Sub3,3652
486,DC7,Zone13,Sub1,6809
487,DC7,Zone13,Sub2,3583
488,DC7,Zone13,Sub3,4233
489,DC7,Zone14,Sub1,1142
490,DC7,Zone14,Sub2,1966
491,DC7,Zone14,Sub3,909
492,DC7,Zone15,Sub1,5694
493,DC7,Zone15,Sub2,3981
494,DC7,Zone15,Sub3,6113
495,DC7,Zone16,Sub1,11051
496,DC7,Zone16,Sub2,7864
497,DC7,Zone16,Sub3,4443
498,DC7,Zone17,Sub1,3413
499,DC7,Zone17,Sub2,2870
500,DC7,Zone17,Sub3,3122
501,DC7,Zone18,Sub1,7863
502,DC7,Zone18,Sub2,6319
503,DC7,Zone18,Sub3,0
504,DC7,Zone19,Sub1,6215
505,DC7,Zone19,Sub2,6005
506,DC7,Zone19,Sub3,7364
507,DC7,Zone20,Sub1,2926
508,DC7,Zone20,Sub2,5406
509,DC7,Zone20,Sub3,7319
510,DC7,Zone21,Sub1,0
511,DC7,Zone21,Sub2,4255
512,DC7,Zone21,Sub3,4421
513,DC7,Zone22,Sub1,0
514,DC7,Zone22,Sub2,1161
515,DC7,Zone22,Sub3,0
516,DC7,Zone23,Sub1,5891
517,DC7,Zone23,Sub2,5428
518,DC7,Zone23,Sub3,7761
519,DC7,Zone24,Sub1,1311
520,DC7,Zone24,Sub2,1618
521,DC7,Zone24,Sub3,883
522,DC7,Zone25,Sub1,0
523,DC7,Zone25,Sub2,6146
524,DC7,Zone25,Sub3,0
525,DC8,Zone1,Sub1,2872
526,DC8,Zone1,Sub2,4440
527,DC8,Zone1,Sub3,1801
528,DC8,Zone2,Sub1,3467
529,DC8,Zone2,Sub2,5612
530,DC8,Zone2,Sub3,5271
531,DC8,Zone3,Sub1,5420
532,DC8,Zone3,Sub2,0
533,DC8,Zone3,Sub3,3790
534,DC8,Zone4,Sub1,9582
535,DC8,Zone4,Sub2,0
536,DC8,Zone4,Sub3,0
537,DC8,Zone5,Sub1,3450
538,DC8,Zone5,Sub2,4340
539,DC8,Zone5,Sub3,3476
540,DC8,Zone6,Sub1,3998
541,DC8,Zone6,Sub2,5628
542,DC8,Zone6,Sub3,4903
543,DC8,Zone7,Sub1,0
544,DC8,Zone7,Sub2,10131
545,DC8,Zone7,Sub3,0
546,DC8,Zone8,Sub1,4467
547,DC8,Zone8,Sub2,8049
548,DC8,Zone8,Sub3,3327
549,DC8,Zone9,Sub1,7414
550,DC8,Zone9,Sub2,0
551,DC8,Zone9,Sub3,8804
552,DC8,Zone10,Sub1,8161
553,DC8,Zone10,Sub2,11375
554,DC8,Zone10,Sub3,6921
555,DC8,Zone11,Sub1,2737
556,DC8,Zone11,Sub2,4211
557,DC8,Zone11,Sub3,0
558,DC8,Zone12,Sub1,5430
559,DC8,Zone12,Sub2,1902
560,DC8,Zone12,Sub3,0
561,DC8,Zone13,Sub1,5938
562,DC8,Zone13,Sub2,8165
563,DC8,Zone13,Sub3,6732
564,DC8,Zone14,Sub1,5875
565,DC8,Zone14,Sub2,4286
566,DC8,Zone14,Sub3,2567
567,DC8,Zone15,Sub1,5886
568,DC8,Zone15,Sub2,2766
569,DC8,Zone15,Sub3,7969
570,DC8,Zone16,Sub1,774
571,DC8,Zone16,Sub2,1417
572,DC8,Zone16,Sub3,800
573,DC8,Zone17,Sub1,3924
574,DC8,Zone17,Sub2,3915
575,DC8,Zone17,Sub3,2134
576,DC8,Zone18,Sub1,2076
577,DC8,Zone18,Sub2,2221
578,DC8,Zone18,Sub3,2347
579,DC8,Zone19,Sub1,3577
580,DC8,Zone19,Sub2,4660
581,DC8,Zone19,Sub3,0
582,DC8,Zone20,Sub1,3450
583,DC8,Zone20,Sub2,6076
584,DC8,Zone20,Sub3,4372
585,DC8,Zone21,Sub1,6991
586,DC8,Zone21,Sub2,5100
587,DC8,Zone21,Sub3,5562
588,DC8,Zone22,Sub1,488
589,DC8,Zone22,Sub2,660
590,DC8,Zone22,Sub3,1164
591,DC8,Zone23,Sub1,8580
592,DC8,Zone23,Sub2,3279
593,DC8,Zone23,Sub3,0
594,DC8,Zone24,Sub1,3548
595,DC8,Zone24,Sub2,2657
596,DC8,Zone24,Sub3,3897
597,DC8,Zone25,Sub1,0
598,DC8,Zone25,Sub2,8133
599,DC8,Zone25,Sub3,2916
600,DC9,Zone1,Sub1,8308
601,DC9,Zone1,Sub2,5230
602,DC9,Zone1,Sub3,3183
603,DC9,Zone2,Sub1,2141
604,DC9,Zone2,Sub2,4549
605,DC9,Zone2,Sub3,1995
606,DC9,Zone3,Sub1,0
607,DC9,Zone3,Sub2,3134
608,DC9,Zone3,Sub3,5634
609,DC9,Zone4,Sub1,2327
610,DC9,Zone4,Sub2,0
611,DC9,Zone4,Sub3,4282
612,DC9,Zone5,Sub1,1950
613,DC9,Zone5,Sub2,0
614,DC9,Zone5,Sub3,0
615,DC9,Zone6,Sub1,0
616,DC9,Zone6,Sub2,1023
617,DC9,Zone6,Sub3,1014
618,DC9,Zone7,Sub1,2044
619,DC9,Zone7,Sub2,3480
620,DC9,Zone7,Sub3,0
621,DC9,Zone8,Sub1,9080
622,DC9,Zone8,Sub2,0
623,DC9,Zone8,Sub3,0
624,DC9,Zone9,Sub1,6382
625,DC9,Zone9,Sub2,0
626,DC9,Zone9,Sub3,8305
627,DC9,Zone10,Sub1,8527
628,DC9,Zone10,Sub2,3617
629,DC9,Zone10,Sub3,2832
630,DC9,Zone11,Sub1,5191
631,DC9,Zone11,Sub2,3306
632,DC9,Zone11,Sub3,5637
633,DC9,Zone12,Sub1,2228
634,DC9,Zone12,Sub2,2326
635,DC9,Zone12,Sub3,1900
636,DC9,Zone13,Sub1,0
637,DC9,Zone13,Sub2,5312
638,DC9,Zone13,Sub3,8576
639,DC9,Zone14,Sub1,1280
640,DC9,Zone14,Sub2,926
641,DC9,Zone14,Sub3,0
642,DC9,Zone15,Sub1,2563
643,DC9,Zone15,Sub2,3445
644,DC9,Zone15,Sub3,4251
645,DC9,Zone16,Sub1,2806
646,DC9,Zone16,Sub2,4443
647,DC9,Zone16,Sub3,2199
648,DC9,Zone17,Sub1,0
649,DC9,Zone17,Sub2,2622
650,DC9,Zone17,Sub3,1333
651,DC9,Zone18,Sub1,0
652,DC9,Zone18,Sub2,3780
653,DC9,Zone18,Sub3,0
654,DC9,Zone19,Sub1,3497
655,DC9,Zone19,Sub2,0
656,DC9,Zone19,Sub3,5431
657,DC9,Zone20,Sub1,0
658,DC9,Zone20,Sub2,2032
659,DC9,Zone20,Sub3,2474
660,DC9,Zone21,Sub1,7845
661,DC9,Zone21,Sub2,3341
662,DC9,Zone21,Sub3,7497
663,DC9,Zone22,Sub1,1576
664,DC9,Zone22,Sub2,2244
665,DC9,Zone22,Sub3,2362
666,DC9,Zone23,Sub1,5949
667,DC9,Zone23,Sub2,0
668,DC9,Zone23,Sub3,5043
669,DC9,Zone24,Sub1,3744
670,DC9,Zone24,Sub2,0
671,DC9,Zone24,Sub3,2653
672,DC9,Zone25,Sub1,2803
673,DC9,Zone25,Sub2,0
674,DC9,Zone25,Sub3,4764
